Kod;Nazwa;Rok;Kategoria;Jednostka;Value
216000;Powiat polkowicki;2013;przeciwko mieniu;-;964.0
216000;Powiat polkowicki;2013;przeciwko rodzinie i opiece;-;66.0
216000;Powiat polkowicki;2013;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;74.0
216000;Powiat polkowicki;2013;przeciwko życiu i zdrowiu;-;41.0
216000;Powiat polkowicki;2014;o charakterze gospodarczym;-;121.0
216000;Powiat polkowicki;2014;o charakterze kryminalnym;-;1221.0
216000;Powiat polkowicki;2014;ogółem;-;1577.0
216000;Powiat polkowicki;2014;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;188.0
216000;Powiat polkowicki;2014;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;192.0
216000;Powiat polkowicki;2014;przeciwko mieniu;-;951.0
216000;Powiat polkowicki;2014;przeciwko rodzinie i opiece;-;55.0
216000;Powiat polkowicki;2014;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;58.0
216000;Powiat polkowicki;2014;przeciwko życiu i zdrowiu;-;21.0
216000;Powiat polkowicki;2015;o charakterze gospodarczym;-;148.0
216000;Powiat polkowicki;2015;o charakterze kryminalnym;-;1188.0
216000;Powiat polkowicki;2015;ogółem;-;1532.0
216000;Powiat polkowicki;2015;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;140.0
216000;Powiat polkowicki;2015;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;163.0
216000;Powiat polkowicki;2015;przeciwko mieniu;-;855.0
216000;Powiat polkowicki;2015;przeciwko rodzinie i opiece;-;53.0
216000;Powiat polkowicki;2015;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;74.0
216000;Powiat polkowicki;2015;przeciwko życiu i zdrowiu;-;35.0
216000;Powiat polkowicki;2016;o charakterze gospodarczym;-;113.0
216000;Powiat polkowicki;2016;o charakterze kryminalnym;-;1181.0
216000;Powiat polkowicki;2016;ogółem;-;1539.0
216000;Powiat polkowicki;2016;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;129.0
216000;Powiat polkowicki;2016;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;152.0
216000;Powiat polkowicki;2016;przeciwko mieniu;-;817.0
216000;Powiat polkowicki;2016;przeciwko rodzinie i opiece;-;44.0
216000;Powiat polkowicki;2016;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;48.0
216000;Powiat polkowicki;2016;przeciwko życiu i zdrowiu;-;28.0
216000;Powiat polkowicki;2017;o charakterze gospodarczym;-;241.0
216000;Powiat polkowicki;2017;o charakterze kryminalnym;-;994.0
216000;Powiat polkowicki;2017;ogółem;-;1484.0
216000;Powiat polkowicki;2017;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;157.0
216000;Powiat polkowicki;2017;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;170.0
216000;Powiat polkowicki;2017;przeciwko mieniu;-;848.0
216000;Powiat polkowicki;2017;przeciwko rodzinie i opiece;-;50.0
216000;Powiat polkowicki;2017;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;52.0
216000;Powiat polkowicki;2017;przeciwko życiu i zdrowiu;-;32.0
216000;Powiat polkowicki;2018;o charakterze gospodarczym;-;218.0
216000;Powiat polkowicki;2018;o charakterze kryminalnym;-;1025.0
216000;Powiat polkowicki;2018;ogółem;-;1503.0
216000;Powiat polkowicki;2018;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;178.0
216000;Powiat polkowicki;2018;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;206.0
216000;Powiat polkowicki;2018;przeciwko mieniu;-;747.0
216000;Powiat polkowicki;2018;przeciwko rodzinie i opiece;-;121.0
216000;Powiat polkowicki;2018;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;54.0
216000;Powiat polkowicki;2018;przeciwko życiu i zdrowiu;-;32.0
216000;Powiat polkowicki;2019;o charakterze gospodarczym;-;216.0
216000;Powiat polkowicki;2019;o charakterze kryminalnym;-;1016.0
216000;Powiat polkowicki;2019;ogółem;-;1516.0
216000;Powiat polkowicki;2019;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;179.0
216000;Powiat polkowicki;2019;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;189.0
216000;Powiat polkowicki;2019;przeciwko mieniu;-;783.0
216000;Powiat polkowicki;2019;przeciwko rodzinie i opiece;-;106.0
216000;Powiat polkowicki;2019;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;66.0
216000;Powiat polkowicki;2019;przeciwko życiu i zdrowiu;-;28.0
216000;Powiat polkowicki;2020;o charakterze gospodarczym;-;144.0
216000;Powiat polkowicki;2020;o charakterze kryminalnym;-;1337.0
216000;Powiat polkowicki;2020;ogółem;-;1877.0
216000;Powiat polkowicki;2020;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;245.0
216000;Powiat polkowicki;2020;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;264.0
216000;Powiat polkowicki;2020;przeciwko mieniu;-;820.0
216000;Powiat polkowicki;2020;przeciwko rodzinie i opiece;-;122.0
216000;Powiat polkowicki;2020;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;91.0
216000;Powiat polkowicki;2020;przeciwko życiu i zdrowiu;-;50.0
216000;Powiat polkowicki;2021;o charakterze gospodarczym;-;463.0
216000;Powiat polkowicki;2021;o charakterze kryminalnym;-;1184.0
216000;Powiat polkowicki;2021;ogółem;-;2059.0
216000;Powiat polkowicki;2021;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;276.0
216000;Powiat polkowicki;2021;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;294.0
216000;Powiat polkowicki;2021;przeciwko mieniu;-;860.0
216000;Powiat polkowicki;2021;przeciwko rodzinie i opiece;-;88.0
216000;Powiat polkowicki;2021;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;83.0
216000;Powiat polkowicki;2021;przeciwko życiu i zdrowiu;-;21.0
216000;Powiat polkowicki;2022;o charakterze gospodarczym;-;430.0
216000;Powiat polkowicki;2022;o charakterze kryminalnym;-;1627.0
216000;Powiat polkowicki;2022;ogółem;-;2513.0
216000;Powiat polkowicki;2022;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;299.0
216000;Powiat polkowicki;2022;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;319.0
216000;Powiat polkowicki;2022;przeciwko mieniu;-;1414.0
216000;Powiat polkowicki;2022;przeciwko rodzinie i opiece;-;87.0
216000;Powiat polkowicki;2022;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;172.0
216000;Powiat polkowicki;2022;przeciwko życiu i zdrowiu;-;28.0
216000;Powiat polkowicki;2023;o charakterze gospodarczym;-;267.0
216000;Powiat polkowicki;2023;o charakterze kryminalnym;-;1279.0
216000;Powiat polkowicki;2023;ogółem;-;1978.0
216000;Powiat polkowicki;2023;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;254.0
216000;Powiat polkowicki;2023;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;273.0
216000;Powiat polkowicki;2023;przeciwko mieniu;-;1013.0
216000;Powiat polkowicki;2023;przeciwko rodzinie i opiece;-;105.0
216000;Powiat polkowicki;2023;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;104.0
216000;Powiat polkowicki;2023;przeciwko życiu i zdrowiu;-;31.0
216000;Powiat polkowicki;2024;o charakterze gospodarczym;-;454.0
216000;Powiat polkowicki;2024;o charakterze kryminalnym;-;958.0
216000;Powiat polkowicki;2024;ogółem;-;1760.0
216000;Powiat polkowicki;2024;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;154.0
216000;Powiat polkowicki;2024;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;164.0
216000;Powiat polkowicki;2024;przeciwko mieniu;-;1003.0
216000;Powiat polkowicki;2024;przeciwko rodzinie i opiece;-;99.0
216000;Powiat polkowicki;2024;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;84.0
216000;Powiat polkowicki;2024;przeciwko życiu i zdrowiu;-;24.0
217000;Powiat strzeliński;2013;o charakterze gospodarczym;-;102.0
217000;Powiat strzeliński;2013;o charakterze kryminalnym;-;987.0
217000;Powiat strzeliński;2013;ogółem;-;1466.0
217000;Powiat strzeliński;2013;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;286.0
217000;Powiat strzeliński;2013;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;286.0
217000;Powiat strzeliński;2013;przeciwko mieniu;-;654.0
217000;Powiat strzeliński;2013;przeciwko rodzinie i opiece;-;34.0
217000;Powiat strzeliński;2013;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;138.0
217000;Powiat strzeliński;2013;przeciwko życiu i zdrowiu;-;44.0
217000;Powiat strzeliński;2014;o charakterze gospodarczym;-;67.0
217000;Powiat strzeliński;2014;o charakterze kryminalnym;-;746.0
217000;Powiat strzeliński;2014;ogółem;-;1010.0
217000;Powiat strzeliński;2014;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;147.0
217000;Powiat strzeliński;2014;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;150.0
217000;Powiat strzeliński;2014;przeciwko mieniu;-;503.0
217000;Powiat strzeliński;2014;przeciwko rodzinie i opiece;-;19.0
217000;Powiat strzeliński;2014;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;56.0
217000;Powiat strzeliński;2014;przeciwko życiu i zdrowiu;-;26.0
217000;Powiat strzeliński;2015;o charakterze gospodarczym;-;136.0
217000;Powiat strzeliński;2015;o charakterze kryminalnym;-;612.0
217000;Powiat strzeliński;2015;ogółem;-;912.0
217000;Powiat strzeliński;2015;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;117.0
217000;Powiat strzeliński;2015;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;122.0
217000;Powiat strzeliński;2015;przeciwko mieniu;-;404.0
217000;Powiat strzeliński;2015;przeciwko rodzinie i opiece;-;20.0
217000;Powiat strzeliński;2015;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;128.0
217000;Powiat strzeliński;2015;przeciwko życiu i zdrowiu;-;19.0
217000;Powiat strzeliński;2016;o charakterze gospodarczym;-;120.0
217000;Powiat strzeliński;2016;o charakterze kryminalnym;-;483.0
217000;Powiat strzeliński;2016;ogółem;-;787.0
217000;Powiat strzeliński;2016;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;113.0
217000;Powiat strzeliński;2016;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;140.0
217000;Powiat strzeliński;2016;przeciwko mieniu;-;423.0
217000;Powiat strzeliński;2016;przeciwko rodzinie i opiece;-;18.0
217000;Powiat strzeliński;2016;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;39.0
217000;Powiat strzeliński;2016;przeciwko życiu i zdrowiu;-;19.0
217000;Powiat strzeliński;2017;o charakterze gospodarczym;-;71.0
217000;Powiat strzeliński;2017;o charakterze kryminalnym;-;382.0
217000;Powiat strzeliński;2017;ogółem;-;612.0
217000;Powiat strzeliński;2017;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;98.0
217000;Powiat strzeliński;2017;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;115.0
217000;Powiat strzeliński;2017;przeciwko mieniu;-;270.0
217000;Powiat strzeliński;2017;przeciwko rodzinie i opiece;-;22.0
217000;Powiat strzeliński;2017;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;34.0
217000;Powiat strzeliński;2017;przeciwko życiu i zdrowiu;-;19.0
217000;Powiat strzeliński;2018;o charakterze gospodarczym;-;82.0
217000;Powiat strzeliński;2018;o charakterze kryminalnym;-;487.0
217000;Powiat strzeliński;2018;ogółem;-;705.0
217000;Powiat strzeliński;2018;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;88.0
217000;Powiat strzeliński;2018;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;98.0
217000;Powiat strzeliński;2018;przeciwko mieniu;-;266.0
217000;Powiat strzeliński;2018;przeciwko rodzinie i opiece;-;77.0
217000;Powiat strzeliński;2018;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;57.0
217000;Powiat strzeliński;2018;przeciwko życiu i zdrowiu;-;21.0
217000;Powiat strzeliński;2019;o charakterze gospodarczym;-;109.0
217000;Powiat strzeliński;2019;o charakterze kryminalnym;-;479.0
217000;Powiat strzeliński;2019;ogółem;-;759.0
217000;Powiat strzeliński;2019;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;116.0
217000;Powiat strzeliński;2019;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;131.0
217000;Powiat strzeliński;2019;przeciwko mieniu;-;328.0
217000;Powiat strzeliński;2019;przeciwko rodzinie i opiece;-;60.0
217000;Powiat strzeliński;2019;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;48.0
217000;Powiat strzeliński;2019;przeciwko życiu i zdrowiu;-;21.0
217000;Powiat strzeliński;2020;o charakterze gospodarczym;-;91.0
217000;Powiat strzeliński;2020;o charakterze kryminalnym;-;583.0
217000;Powiat strzeliński;2020;ogółem;-;816.0
217000;Powiat strzeliński;2020;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;101.0
217000;Powiat strzeliński;2020;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;114.0
217000;Powiat strzeliński;2020;przeciwko mieniu;-;369.0
217000;Powiat strzeliński;2020;przeciwko rodzinie i opiece;-;67.0
217000;Powiat strzeliński;2020;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;56.0
217000;Powiat strzeliński;2020;przeciwko życiu i zdrowiu;-;16.0
217000;Powiat strzeliński;2021;o charakterze gospodarczym;-;96.0
217000;Powiat strzeliński;2021;o charakterze kryminalnym;-;532.0
217000;Powiat strzeliński;2021;ogółem;-;820.0
217000;Powiat strzeliński;2021;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;122.0
217000;Powiat strzeliński;2021;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;141.0
217000;Powiat strzeliński;2021;przeciwko mieniu;-;333.0
217000;Powiat strzeliński;2021;przeciwko rodzinie i opiece;-;59.0
217000;Powiat strzeliński;2021;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;65.0
217000;Powiat strzeliński;2021;przeciwko życiu i zdrowiu;-;16.0
217000;Powiat strzeliński;2022;o charakterze gospodarczym;-;165.0
217000;Powiat strzeliński;2022;o charakterze kryminalnym;-;644.0
217000;Powiat strzeliński;2022;ogółem;-;985.0
217000;Powiat strzeliński;2022;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;118.0
217000;Powiat strzeliński;2022;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;123.0
217000;Powiat strzeliński;2022;przeciwko mieniu;-;383.0
217000;Powiat strzeliński;2022;przeciwko rodzinie i opiece;-;49.0
217000;Powiat strzeliński;2022;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;60.0
217000;Powiat strzeliński;2022;przeciwko życiu i zdrowiu;-;18.0
217000;Powiat strzeliński;2023;o charakterze gospodarczym;-;191.0
217000;Powiat strzeliński;2023;o charakterze kryminalnym;-;664.0
217000;Powiat strzeliński;2023;ogółem;-;1030.0
217000;Powiat strzeliński;2023;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;94.0
217000;Powiat strzeliński;2023;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;103.0
217000;Powiat strzeliński;2023;przeciwko mieniu;-;429.0
217000;Powiat strzeliński;2023;przeciwko rodzinie i opiece;-;87.0
217000;Powiat strzeliński;2023;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;68.0
217000;Powiat strzeliński;2023;przeciwko życiu i zdrowiu;-;25.0
217000;Powiat strzeliński;2024;o charakterze gospodarczym;-;263.0
217000;Powiat strzeliński;2024;o charakterze kryminalnym;-;512.0
217000;Powiat strzeliński;2024;ogółem;-;892.0
217000;Powiat strzeliński;2024;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;60.0
217000;Powiat strzeliński;2024;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;63.0
217000;Powiat strzeliński;2024;przeciwko mieniu;-;447.0
217000;Powiat strzeliński;2024;przeciwko rodzinie i opiece;-;64.0
217000;Powiat strzeliński;2024;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;51.0
217000;Powiat strzeliński;2024;przeciwko życiu i zdrowiu;-;17.0
218000;Powiat średzki;2013;o charakterze gospodarczym;-;58.0
218000;Powiat średzki;2013;o charakterze kryminalnym;-;740.0
218000;Powiat średzki;2013;ogółem;-;1036.0
218000;Powiat średzki;2013;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;216.0
218000;Powiat średzki;2013;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;216.0
218000;Powiat średzki;2013;przeciwko mieniu;-;538.0
218000;Powiat średzki;2013;przeciwko rodzinie i opiece;-;58.0
218000;Powiat średzki;2013;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;54.0
218000;Powiat średzki;2013;przeciwko życiu i zdrowiu;-;28.0
218000;Powiat średzki;2014;o charakterze gospodarczym;-;53.0
218000;Powiat średzki;2014;o charakterze kryminalnym;-;668.0
218000;Powiat średzki;2014;ogółem;-;927.0
218000;Powiat średzki;2014;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;181.0
218000;Powiat średzki;2014;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;184.0
218000;Powiat średzki;2014;przeciwko mieniu;-;501.0
218000;Powiat średzki;2014;przeciwko rodzinie i opiece;-;53.0
218000;Powiat średzki;2014;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;47.0
218000;Powiat średzki;2014;przeciwko życiu i zdrowiu;-;25.0
218000;Powiat średzki;2015;o charakterze gospodarczym;-;51.0
218000;Powiat średzki;2015;o charakterze kryminalnym;-;649.0
218000;Powiat średzki;2015;ogółem;-;887.0
218000;Powiat średzki;2015;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;142.0
218000;Powiat średzki;2015;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;146.0
218000;Powiat średzki;2015;przeciwko mieniu;-;454.0
218000;Powiat średzki;2015;przeciwko rodzinie i opiece;-;56.0
218000;Powiat średzki;2015;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;42.0
218000;Powiat średzki;2015;przeciwko życiu i zdrowiu;-;28.0
218000;Powiat średzki;2016;o charakterze gospodarczym;-;69.0
218000;Powiat średzki;2016;o charakterze kryminalnym;-;693.0
218000;Powiat średzki;2016;ogółem;-;942.0
218000;Powiat średzki;2016;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;126.0
218000;Powiat średzki;2016;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;155.0
218000;Powiat średzki;2016;przeciwko mieniu;-;487.0
218000;Powiat średzki;2016;przeciwko rodzinie i opiece;-;47.0
218000;Powiat średzki;2016;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;80.0
218000;Powiat średzki;2016;przeciwko życiu i zdrowiu;-;29.0
218000;Powiat średzki;2017;o charakterze gospodarczym;-;67.0
218000;Powiat średzki;2017;o charakterze kryminalnym;-;670.0
218000;Powiat średzki;2017;ogółem;-;928.0
218000;Powiat średzki;2017;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;127.0
218000;Powiat średzki;2017;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;147.0
218000;Powiat średzki;2017;przeciwko mieniu;-;428.0
218000;Powiat średzki;2017;przeciwko rodzinie i opiece;-;74.0
218000;Powiat średzki;2017;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;89.0
218000;Powiat średzki;2017;przeciwko życiu i zdrowiu;-;17.0
218000;Powiat średzki;2018;o charakterze gospodarczym;-;71.0
218000;Powiat średzki;2018;o charakterze kryminalnym;-;778.0
218000;Powiat średzki;2018;ogółem;-;1012.0
218000;Powiat średzki;2018;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;114.0
218000;Powiat średzki;2018;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;128.0
218000;Powiat średzki;2018;przeciwko mieniu;-;509.0
218000;Powiat średzki;2018;przeciwko rodzinie i opiece;-;124.0
218000;Powiat średzki;2018;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;67.0
218000;Powiat średzki;2018;przeciwko życiu i zdrowiu;-;22.0
218000;Powiat średzki;2019;o charakterze gospodarczym;-;378.0
218000;Powiat średzki;2019;o charakterze kryminalnym;-;711.0
218000;Powiat średzki;2019;ogółem;-;1265.0
218000;Powiat średzki;2019;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;129.0
218000;Powiat średzki;2019;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;141.0
218000;Powiat średzki;2019;przeciwko mieniu;-;708.0
218000;Powiat średzki;2019;przeciwko rodzinie i opiece;-;107.0
218000;Powiat średzki;2019;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;86.0
218000;Powiat średzki;2019;przeciwko życiu i zdrowiu;-;26.0
218000;Powiat średzki;2020;o charakterze gospodarczym;-;171.0
218000;Powiat średzki;2020;o charakterze kryminalnym;-;739.0
218000;Powiat średzki;2020;ogółem;-;1103.0
218000;Powiat średzki;2020;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;134.0
218000;Powiat średzki;2020;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;144.0
218000;Powiat średzki;2020;przeciwko mieniu;-;576.0
218000;Powiat średzki;2020;przeciwko rodzinie i opiece;-;86.0
218000;Powiat średzki;2020;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;74.0
218000;Powiat średzki;2020;przeciwko życiu i zdrowiu;-;23.0
218000;Powiat średzki;2021;o charakterze gospodarczym;-;174.0
218000;Powiat średzki;2021;o charakterze kryminalnym;-;736.0
218000;Powiat średzki;2021;ogółem;-;1117.0
218000;Powiat średzki;2021;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;120.0
218000;Powiat średzki;2021;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;143.0
218000;Powiat średzki;2021;przeciwko mieniu;-;550.0
218000;Powiat średzki;2021;przeciwko rodzinie i opiece;-;85.0
218000;Powiat średzki;2021;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;89.0
218000;Powiat średzki;2021;przeciwko życiu i zdrowiu;-;26.0
218000;Powiat średzki;2022;o charakterze gospodarczym;-;559.0
218000;Powiat średzki;2022;o charakterze kryminalnym;-;679.0
218000;Powiat średzki;2022;ogółem;-;1464.0
218000;Powiat średzki;2022;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;129.0
218000;Powiat średzki;2022;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;146.0
218000;Powiat średzki;2022;przeciwko mieniu;-;835.0
218000;Powiat średzki;2022;przeciwko rodzinie i opiece;-;87.0
218000;Powiat średzki;2022;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;53.0
218000;Powiat średzki;2022;przeciwko życiu i zdrowiu;-;16.0
218000;Powiat średzki;2023;o charakterze gospodarczym;-;128.0
218000;Powiat średzki;2023;o charakterze kryminalnym;-;672.0
218000;Powiat średzki;2023;ogółem;-;1019.0
218000;Powiat średzki;2023;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;124.0
218000;Powiat średzki;2023;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;132.0
218000;Powiat średzki;2023;przeciwko mieniu;-;453.0
218000;Powiat średzki;2023;przeciwko rodzinie i opiece;-;81.0
218000;Powiat średzki;2023;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;41.0
218000;Powiat średzki;2023;przeciwko życiu i zdrowiu;-;19.0
218000;Powiat średzki;2024;o charakterze gospodarczym;-;218.0
218000;Powiat średzki;2024;o charakterze kryminalnym;-;850.0
218000;Powiat średzki;2024;ogółem;-;1311.0
218000;Powiat średzki;2024;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;108.0
218000;Powiat średzki;2024;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;116.0
218000;Powiat średzki;2024;przeciwko mieniu;-;612.0
218000;Powiat średzki;2024;przeciwko rodzinie i opiece;-;67.0
218000;Powiat średzki;2024;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;71.0
218000;Powiat średzki;2024;przeciwko życiu i zdrowiu;-;19.0
219000;Powiat świdnicki;2013;o charakterze gospodarczym;-;1897.0
219000;Powiat świdnicki;2013;o charakterze kryminalnym;-;3378.0
219000;Powiat świdnicki;2013;ogółem;-;6087.0
219000;Powiat świdnicki;2013;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;669.0
219000;Powiat świdnicki;2013;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;696.0
219000;Powiat świdnicki;2013;przeciwko mieniu;-;3635.0
219000;Powiat świdnicki;2013;przeciwko rodzinie i opiece;-;137.0
219000;Powiat świdnicki;2013;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;278.0
219000;Powiat świdnicki;2013;przeciwko życiu i zdrowiu;-;143.0
219000;Powiat świdnicki;2014;o charakterze gospodarczym;-;1272.0
219000;Powiat świdnicki;2014;o charakterze kryminalnym;-;2692.0
219000;Powiat świdnicki;2014;ogółem;-;4408.0
219000;Powiat świdnicki;2014;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;339.0
