Kod;Nazwa;Rok;Kategoria;Jednostka;Value
1408000;Powiat legionowski;2015;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;200.0
1408000;Powiat legionowski;2015;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;246.0
1408000;Powiat legionowski;2015;przeciwko mieniu;-;1256.0
1408000;Powiat legionowski;2015;przeciwko rodzinie i opiece;-;90.0
1408000;Powiat legionowski;2015;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;103.0
1408000;Powiat legionowski;2015;przeciwko życiu i zdrowiu;-;56.0
1408000;Powiat legionowski;2016;o charakterze gospodarczym;-;331.0
1408000;Powiat legionowski;2016;o charakterze kryminalnym;-;1523.0
1408000;Powiat legionowski;2016;ogółem;-;2151.0
1408000;Powiat legionowski;2016;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;191.0
1408000;Powiat legionowski;2016;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;245.0
1408000;Powiat legionowski;2016;przeciwko mieniu;-;1304.0
1408000;Powiat legionowski;2016;przeciwko rodzinie i opiece;-;59.0
1408000;Powiat legionowski;2016;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;84.0
1408000;Powiat legionowski;2016;przeciwko życiu i zdrowiu;-;51.0
1408000;Powiat legionowski;2017;o charakterze gospodarczym;-;447.0
1408000;Powiat legionowski;2017;o charakterze kryminalnym;-;1528.0
1408000;Powiat legionowski;2017;ogółem;-;2351.0
1408000;Powiat legionowski;2017;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;261.0
1408000;Powiat legionowski;2017;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;310.0
1408000;Powiat legionowski;2017;przeciwko mieniu;-;1254.0
1408000;Powiat legionowski;2017;przeciwko rodzinie i opiece;-;102.0
1408000;Powiat legionowski;2017;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;111.0
1408000;Powiat legionowski;2017;przeciwko życiu i zdrowiu;-;57.0
1408000;Powiat legionowski;2018;o charakterze gospodarczym;-;367.0
1408000;Powiat legionowski;2018;o charakterze kryminalnym;-;1554.0
1408000;Powiat legionowski;2018;ogółem;-;2313.0
1408000;Powiat legionowski;2018;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;272.0
1408000;Powiat legionowski;2018;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;316.0
1408000;Powiat legionowski;2018;przeciwko mieniu;-;923.0
1408000;Powiat legionowski;2018;przeciwko rodzinie i opiece;-;350.0
1408000;Powiat legionowski;2018;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;96.0
1408000;Powiat legionowski;2018;przeciwko życiu i zdrowiu;-;37.0
1408000;Powiat legionowski;2019;o charakterze gospodarczym;-;378.0
1408000;Powiat legionowski;2019;o charakterze kryminalnym;-;1733.0
1408000;Powiat legionowski;2019;ogółem;-;2451.0
1408000;Powiat legionowski;2019;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;236.0
1408000;Powiat legionowski;2019;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;270.0
1408000;Powiat legionowski;2019;przeciwko mieniu;-;1160.0
1408000;Powiat legionowski;2019;przeciwko rodzinie i opiece;-;285.0
1408000;Powiat legionowski;2019;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;139.0
1408000;Powiat legionowski;2019;przeciwko życiu i zdrowiu;-;56.0
1408000;Powiat legionowski;2020;o charakterze gospodarczym;-;408.0
1408000;Powiat legionowski;2020;o charakterze kryminalnym;-;1674.0
1408000;Powiat legionowski;2020;ogółem;-;2418.0
1408000;Powiat legionowski;2020;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;240.0
1408000;Powiat legionowski;2020;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;266.0
1408000;Powiat legionowski;2020;przeciwko mieniu;-;1137.0
1408000;Powiat legionowski;2020;przeciwko rodzinie i opiece;-;260.0
1408000;Powiat legionowski;2020;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;115.0
1408000;Powiat legionowski;2020;przeciwko życiu i zdrowiu;-;45.0
1408000;Powiat legionowski;2021;o charakterze gospodarczym;-;487.0
1408000;Powiat legionowski;2021;o charakterze kryminalnym;-;2042.0
1408000;Powiat legionowski;2021;ogółem;-;2854.0
1408000;Powiat legionowski;2021;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;219.0
1408000;Powiat legionowski;2021;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;246.0
1408000;Powiat legionowski;2021;przeciwko mieniu;-;1600.0
1408000;Powiat legionowski;2021;przeciwko rodzinie i opiece;-;229.0
1408000;Powiat legionowski;2021;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;151.0
1408000;Powiat legionowski;2021;przeciwko życiu i zdrowiu;-;58.0
1408000;Powiat legionowski;2022;o charakterze gospodarczym;-;552.0
1408000;Powiat legionowski;2022;o charakterze kryminalnym;-;1987.0
1408000;Powiat legionowski;2022;ogółem;-;2909.0
1408000;Powiat legionowski;2022;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;252.0
1408000;Powiat legionowski;2022;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;289.0
1408000;Powiat legionowski;2022;przeciwko mieniu;-;1653.0
1408000;Powiat legionowski;2022;przeciwko rodzinie i opiece;-;218.0
1408000;Powiat legionowski;2022;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;122.0
1408000;Powiat legionowski;2022;przeciwko życiu i zdrowiu;-;33.0
1408000;Powiat legionowski;2023;o charakterze gospodarczym;-;525.0
1408000;Powiat legionowski;2023;o charakterze kryminalnym;-;1606.0
1408000;Powiat legionowski;2023;ogółem;-;2473.0
1408000;Powiat legionowski;2023;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;203.0
1408000;Powiat legionowski;2023;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;226.0
1408000;Powiat legionowski;2023;przeciwko mieniu;-;1363.0
1408000;Powiat legionowski;2023;przeciwko rodzinie i opiece;-;179.0
1408000;Powiat legionowski;2023;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;97.0
1408000;Powiat legionowski;2023;przeciwko życiu i zdrowiu;-;37.0
1408000;Powiat legionowski;2024;o charakterze gospodarczym;-;618.0
1408000;Powiat legionowski;2024;o charakterze kryminalnym;-;1453.0
1408000;Powiat legionowski;2024;ogółem;-;2496.0
1408000;Powiat legionowski;2024;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;168.0
1408000;Powiat legionowski;2024;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;186.0
1408000;Powiat legionowski;2024;przeciwko mieniu;-;1282.0
1408000;Powiat legionowski;2024;przeciwko rodzinie i opiece;-;162.0
1408000;Powiat legionowski;2024;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;114.0
1408000;Powiat legionowski;2024;przeciwko życiu i zdrowiu;-;50.0
1409000;Powiat lipski;2013;o charakterze gospodarczym;-;52.0
1409000;Powiat lipski;2013;o charakterze kryminalnym;-;326.0
1409000;Powiat lipski;2013;ogółem;-;674.0
1409000;Powiat lipski;2013;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;226.0
1409000;Powiat lipski;2013;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;226.0
1409000;Powiat lipski;2013;przeciwko mieniu;-;222.0
1409000;Powiat lipski;2013;przeciwko rodzinie i opiece;-;58.0
1409000;Powiat lipski;2013;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;13.0
1409000;Powiat lipski;2013;przeciwko życiu i zdrowiu;-;10.0
1409000;Powiat lipski;2014;o charakterze gospodarczym;-;107.0
1409000;Powiat lipski;2014;o charakterze kryminalnym;-;201.0
1409000;Powiat lipski;2014;ogółem;-;438.0
1409000;Powiat lipski;2014;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;80.0
1409000;Powiat lipski;2014;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;80.0
1409000;Powiat lipski;2014;przeciwko mieniu;-;146.0
1409000;Powiat lipski;2014;przeciwko rodzinie i opiece;-;57.0
1409000;Powiat lipski;2014;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;9.0
1409000;Powiat lipski;2014;przeciwko życiu i zdrowiu;-;9.0
1409000;Powiat lipski;2015;o charakterze gospodarczym;-;51.0
1409000;Powiat lipski;2015;o charakterze kryminalnym;-;193.0
1409000;Powiat lipski;2015;ogółem;-;375.0
1409000;Powiat lipski;2015;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;70.0
1409000;Powiat lipski;2015;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;70.0
1409000;Powiat lipski;2015;przeciwko mieniu;-;122.0
1409000;Powiat lipski;2015;przeciwko rodzinie i opiece;-;39.0
1409000;Powiat lipski;2015;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;7.0
1409000;Powiat lipski;2015;przeciwko życiu i zdrowiu;-;8.0
1409000;Powiat lipski;2016;o charakterze gospodarczym;-;49.0
1409000;Powiat lipski;2016;o charakterze kryminalnym;-;178.0
1409000;Powiat lipski;2016;ogółem;-;336.0
1409000;Powiat lipski;2016;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;90.0
1409000;Powiat lipski;2016;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;90.0
1409000;Powiat lipski;2016;przeciwko mieniu;-;125.0
1409000;Powiat lipski;2016;przeciwko rodzinie i opiece;-;33.0
1409000;Powiat lipski;2016;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;12.0
1409000;Powiat lipski;2016;przeciwko życiu i zdrowiu;-;6.0
1409000;Powiat lipski;2017;o charakterze gospodarczym;-;54.0
1409000;Powiat lipski;2017;o charakterze kryminalnym;-;229.0
1409000;Powiat lipski;2017;ogółem;-;383.0
1409000;Powiat lipski;2017;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;74.0
1409000;Powiat lipski;2017;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;76.0
1409000;Powiat lipski;2017;przeciwko mieniu;-;115.0
1409000;Powiat lipski;2017;przeciwko rodzinie i opiece;-;41.0
1409000;Powiat lipski;2017;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;13.0
1409000;Powiat lipski;2017;przeciwko życiu i zdrowiu;-;16.0
1409000;Powiat lipski;2018;o charakterze gospodarczym;-;41.0
1409000;Powiat lipski;2018;o charakterze kryminalnym;-;274.0
1409000;Powiat lipski;2018;ogółem;-;414.0
1409000;Powiat lipski;2018;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;85.0
1409000;Powiat lipski;2018;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;87.0
1409000;Powiat lipski;2018;przeciwko mieniu;-;74.0
1409000;Powiat lipski;2018;przeciwko rodzinie i opiece;-;138.0
1409000;Powiat lipski;2018;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;12.0
1409000;Powiat lipski;2018;przeciwko życiu i zdrowiu;-;14.0
1409000;Powiat lipski;2019;o charakterze gospodarczym;-;48.0
1409000;Powiat lipski;2019;o charakterze kryminalnym;-;256.0
1409000;Powiat lipski;2019;ogółem;-;395.0
1409000;Powiat lipski;2019;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;70.0
1409000;Powiat lipski;2019;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;71.0
1409000;Powiat lipski;2019;przeciwko mieniu;-;96.0
1409000;Powiat lipski;2019;przeciwko rodzinie i opiece;-;91.0
1409000;Powiat lipski;2019;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;17.0
1409000;Powiat lipski;2019;przeciwko życiu i zdrowiu;-;11.0
1409000;Powiat lipski;2020;o charakterze gospodarczym;-;44.0
1409000;Powiat lipski;2020;o charakterze kryminalnym;-;219.0
1409000;Powiat lipski;2020;ogółem;-;388.0
1409000;Powiat lipski;2020;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;98.0
1409000;Powiat lipski;2020;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;102.0
1409000;Powiat lipski;2020;przeciwko mieniu;-;92.0
1409000;Powiat lipski;2020;przeciwko rodzinie i opiece;-;59.0
1409000;Powiat lipski;2020;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;18.0
1409000;Powiat lipski;2020;przeciwko życiu i zdrowiu;-;10.0
1409000;Powiat lipski;2021;o charakterze gospodarczym;-;903.0
1409000;Powiat lipski;2021;o charakterze kryminalnym;-;221.0
1409000;Powiat lipski;2021;ogółem;-;1303.0
1409000;Powiat lipski;2021;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;135.0
1409000;Powiat lipski;2021;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;136.0
1409000;Powiat lipski;2021;przeciwko mieniu;-;97.0
1409000;Powiat lipski;2021;przeciwko rodzinie i opiece;-;52.0
1409000;Powiat lipski;2021;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;22.0
1409000;Powiat lipski;2021;przeciwko życiu i zdrowiu;-;9.0
1409000;Powiat lipski;2022;o charakterze gospodarczym;-;58.0
1409000;Powiat lipski;2022;o charakterze kryminalnym;-;234.0
1409000;Powiat lipski;2022;ogółem;-;422.0
1409000;Powiat lipski;2022;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;92.0
1409000;Powiat lipski;2022;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;92.0
1409000;Powiat lipski;2022;przeciwko mieniu;-;131.0
1409000;Powiat lipski;2022;przeciwko rodzinie i opiece;-;51.0
1409000;Powiat lipski;2022;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;13.0
1409000;Powiat lipski;2022;przeciwko życiu i zdrowiu;-;10.0
1409000;Powiat lipski;2023;o charakterze gospodarczym;-;62.0
1409000;Powiat lipski;2023;o charakterze kryminalnym;-;177.0
1409000;Powiat lipski;2023;ogółem;-;362.0
1409000;Powiat lipski;2023;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;84.0
1409000;Powiat lipski;2023;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;88.0
1409000;Powiat lipski;2023;przeciwko mieniu;-;107.0
1409000;Powiat lipski;2023;przeciwko rodzinie i opiece;-;44.0
1409000;Powiat lipski;2023;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;14.0
1409000;Powiat lipski;2023;przeciwko życiu i zdrowiu;-;11.0
1409000;Powiat lipski;2024;o charakterze gospodarczym;-;80.0
1409000;Powiat lipski;2024;o charakterze kryminalnym;-;164.0
1409000;Powiat lipski;2024;ogółem;-;380.0
1409000;Powiat lipski;2024;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;98.0
1409000;Powiat lipski;2024;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;102.0
1409000;Powiat lipski;2024;przeciwko mieniu;-;113.0
1409000;Powiat lipski;2024;przeciwko rodzinie i opiece;-;43.0
1409000;Powiat lipski;2024;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;12.0
1409000;Powiat lipski;2024;przeciwko życiu i zdrowiu;-;8.0
1410000;Powiat łosicki;2013;o charakterze gospodarczym;-;35.0
1410000;Powiat łosicki;2013;o charakterze kryminalnym;-;379.0
1410000;Powiat łosicki;2013;ogółem;-;578.0
1410000;Powiat łosicki;2013;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;143.0
1410000;Powiat łosicki;2013;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;144.0
1410000;Powiat łosicki;2013;przeciwko mieniu;-;246.0
1410000;Powiat łosicki;2013;przeciwko rodzinie i opiece;-;52.0
1410000;Powiat łosicki;2013;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;33.0
1410000;Powiat łosicki;2013;przeciwko życiu i zdrowiu;-;22.0
1410000;Powiat łosicki;2014;o charakterze gospodarczym;-;35.0
1410000;Powiat łosicki;2014;o charakterze kryminalnym;-;325.0
1410000;Powiat łosicki;2014;ogółem;-;480.0
1410000;Powiat łosicki;2014;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;102.0
1410000;Powiat łosicki;2014;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;107.0
1410000;Powiat łosicki;2014;przeciwko mieniu;-;190.0
1410000;Powiat łosicki;2014;przeciwko rodzinie i opiece;-;40.0
1410000;Powiat łosicki;2014;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;39.0
1410000;Powiat łosicki;2014;przeciwko życiu i zdrowiu;-;12.0
1410000;Powiat łosicki;2015;o charakterze gospodarczym;-;52.0
1410000;Powiat łosicki;2015;o charakterze kryminalnym;-;296.0
1410000;Powiat łosicki;2015;ogółem;-;436.0
1410000;Powiat łosicki;2015;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;74.0
1410000;Powiat łosicki;2015;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;76.0
1410000;Powiat łosicki;2015;przeciwko mieniu;-;238.0
1410000;Powiat łosicki;2015;przeciwko rodzinie i opiece;-;38.0
1410000;Powiat łosicki;2015;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;32.0
1410000;Powiat łosicki;2015;przeciwko życiu i zdrowiu;-;6.0
1410000;Powiat łosicki;2016;o charakterze gospodarczym;-;50.0
1410000;Powiat łosicki;2016;o charakterze kryminalnym;-;249.0
1410000;Powiat łosicki;2016;ogółem;-;384.0
1410000;Powiat łosicki;2016;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;72.0
1410000;Powiat łosicki;2016;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;78.0
1410000;Powiat łosicki;2016;przeciwko mieniu;-;167.0
1410000;Powiat łosicki;2016;przeciwko rodzinie i opiece;-;26.0
1410000;Powiat łosicki;2016;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;31.0
1410000;Powiat łosicki;2016;przeciwko życiu i zdrowiu;-;11.0
1410000;Powiat łosicki;2017;o charakterze gospodarczym;-;54.0
1410000;Powiat łosicki;2017;o charakterze kryminalnym;-;238.0
1410000;Powiat łosicki;2017;ogółem;-;375.0
1410000;Powiat łosicki;2017;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;72.0
1410000;Powiat łosicki;2017;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;77.0
1410000;Powiat łosicki;2017;przeciwko mieniu;-;123.0
1410000;Powiat łosicki;2017;przeciwko rodzinie i opiece;-;56.0
1410000;Powiat łosicki;2017;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;24.0
1410000;Powiat łosicki;2017;przeciwko życiu i zdrowiu;-;12.0
1410000;Powiat łosicki;2018;o charakterze gospodarczym;-;76.0
1410000;Powiat łosicki;2018;o charakterze kryminalnym;-;253.0
1410000;Powiat łosicki;2018;ogółem;-;434.0
1410000;Powiat łosicki;2018;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;87.0
1410000;Powiat łosicki;2018;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;92.0
1410000;Powiat łosicki;2018;przeciwko mieniu;-;173.0
1410000;Powiat łosicki;2018;przeciwko rodzinie i opiece;-;111.0
1410000;Powiat łosicki;2018;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;13.0
1410000;Powiat łosicki;2018;przeciwko życiu i zdrowiu;-;11.0
1410000;Powiat łosicki;2019;o charakterze gospodarczym;-;57.0
1410000;Powiat łosicki;2019;o charakterze kryminalnym;-;290.0
1410000;Powiat łosicki;2019;ogółem;-;425.0
1410000;Powiat łosicki;2019;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;66.0
1410000;Powiat łosicki;2019;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;67.0
1410000;Powiat łosicki;2019;przeciwko mieniu;-;105.0
1410000;Powiat łosicki;2019;przeciwko rodzinie i opiece;-;92.0
1410000;Powiat łosicki;2019;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;15.0
1410000;Powiat łosicki;2019;przeciwko życiu i zdrowiu;-;11.0
1410000;Powiat łosicki;2020;o charakterze gospodarczym;-;62.0
1410000;Powiat łosicki;2020;o charakterze kryminalnym;-;232.0
1410000;Powiat łosicki;2020;ogółem;-;405.0
1410000;Powiat łosicki;2020;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;87.0
1410000;Powiat łosicki;2020;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;91.0
1410000;Powiat łosicki;2020;przeciwko mieniu;-;146.0
1410000;Powiat łosicki;2020;przeciwko rodzinie i opiece;-;70.0
1410000;Powiat łosicki;2020;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;23.0
1410000;Powiat łosicki;2020;przeciwko życiu i zdrowiu;-;14.0
1410000;Powiat łosicki;2021;o charakterze gospodarczym;-;80.0
1410000;Powiat łosicki;2021;o charakterze kryminalnym;-;360.0
1410000;Powiat łosicki;2021;ogółem;-;559.0
1410000;Powiat łosicki;2021;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;89.0
1410000;Powiat łosicki;2021;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;93.0
1410000;Powiat łosicki;2021;przeciwko mieniu;-;211.0
1410000;Powiat łosicki;2021;przeciwko rodzinie i opiece;-;112.0
1410000;Powiat łosicki;2021;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;24.0
1410000;Powiat łosicki;2021;przeciwko życiu i zdrowiu;-;7.0
1410000;Powiat łosicki;2022;o charakterze gospodarczym;-;79.0
1410000;Powiat łosicki;2022;o charakterze kryminalnym;-;312.0
1410000;Powiat łosicki;2022;ogółem;-;542.0
1410000;Powiat łosicki;2022;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;111.0
1410000;Powiat łosicki;2022;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;116.0
1410000;Powiat łosicki;2022;przeciwko mieniu;-;212.0
1410000;Powiat łosicki;2022;przeciwko rodzinie i opiece;-;59.0
1410000;Powiat łosicki;2022;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;25.0
1410000;Powiat łosicki;2022;przeciwko życiu i zdrowiu;-;5.0
1410000;Powiat łosicki;2023;o charakterze gospodarczym;-;121.0
1410000;Powiat łosicki;2023;o charakterze kryminalnym;-;248.0
1410000;Powiat łosicki;2023;ogółem;-;483.0
1410000;Powiat łosicki;2023;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;74.0
1410000;Powiat łosicki;2023;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;76.0
1410000;Powiat łosicki;2023;przeciwko mieniu;-;215.0
1410000;Powiat łosicki;2023;przeciwko rodzinie i opiece;-;35.0
1410000;Powiat łosicki;2023;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;20.0
1410000;Powiat łosicki;2023;przeciwko życiu i zdrowiu;-;4.0
1410000;Powiat łosicki;2024;o charakterze gospodarczym;-;87.0
1410000;Powiat łosicki;2024;o charakterze kryminalnym;-;139.0
1410000;Powiat łosicki;2024;ogółem;-;339.0
1410000;Powiat łosicki;2024;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;73.0
1410000;Powiat łosicki;2024;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;82.0
1410000;Powiat łosicki;2024;przeciwko mieniu;-;145.0
1410000;Powiat łosicki;2024;przeciwko rodzinie i opiece;-;21.0
1410000;Powiat łosicki;2024;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;20.0
1410000;Powiat łosicki;2024;przeciwko życiu i zdrowiu;-;6.0
1411000;Powiat makowski;2013;o charakterze gospodarczym;-;238.0
1411000;Powiat makowski;2013;o charakterze kryminalnym;-;453.0
1411000;Powiat makowski;2013;ogółem;-;978.0
1411000;Powiat makowski;2013;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;244.0
1411000;Powiat makowski;2013;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;246.0
1411000;Powiat makowski;2013;przeciwko mieniu;-;336.0
1411000;Powiat makowski;2013;przeciwko rodzinie i opiece;-;28.0
1411000;Powiat makowski;2013;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;31.0
1411000;Powiat makowski;2013;przeciwko życiu i zdrowiu;-;26.0
1411000;Powiat makowski;2014;o charakterze gospodarczym;-;58.0
1411000;Powiat makowski;2014;o charakterze kryminalnym;-;479.0
1411000;Powiat makowski;2014;ogółem;-;732.0
1411000;Powiat makowski;2014;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;165.0
1411000;Powiat makowski;2014;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;165.0
1411000;Powiat makowski;2014;przeciwko mieniu;-;338.0
1411000;Powiat makowski;2014;przeciwko rodzinie i opiece;-;45.0
1411000;Powiat makowski;2014;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;38.0
1411000;Powiat makowski;2014;przeciwko życiu i zdrowiu;-;20.0
1411000;Powiat makowski;2015;o charakterze gospodarczym;-;65.0
1411000;Powiat makowski;2015;o charakterze kryminalnym;-;351.0
1411000;Powiat makowski;2015;ogółem;-;570.0
1411000;Powiat makowski;2015;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;131.0
1411000;Powiat makowski;2015;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;134.0
1411000;Powiat makowski;2015;przeciwko mieniu;-;247.0
1411000;Powiat makowski;2015;przeciwko rodzinie i opiece;-;27.0
1411000;Powiat makowski;2015;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;16.0
1411000;Powiat makowski;2015;przeciwko życiu i zdrowiu;-;16.0
