Województwo,Miejscowość,Nazwa punktu pomiarowego,Współrz. pp WGS84 (dł. geogr.),Współrz. pp WGS84 (szer. geogr.),Cel pomiaru,Data rozpoczęcia,Data zakończenia,Nazwa odcinka drogi,Kod punktu pomiarowego,Czas odniesienia,Laeq po korekcie [dB]
mazowieckie,Myszyniec,Pp1,"21,351083","53,379778","Państwowy monitoring środowiska, art. 26 Poś",2018-11-26 06:00:00,2018-11-27 06:00:00,odcinek DK nr 53 ul.Stacha Konwy w Myszyńcu,D_14_000194_001,Dzień 16h,"65,6"
mazowieckie,Myszyniec,Pp1,"21,351083","53,379778","Państwowy monitoring środowiska, art. 26 Poś",2018-11-26 06:00:00,2018-11-27 06:00:00,odcinek DK nr 53 ul.Stacha Konwy w Myszyńcu,D_14_000194_001,Noc 8h,"58,9"
mazowieckie,Myszyniec,Pp1,"21,351083","53,379778","Państwowy monitoring środowiska, art. 26 Poś",2018-11-26 06:00:00,2018-11-27 06:00:00,odcinek DK nr 53 ul.Stacha Konwy w Myszyńcu,D_14_000194_001,Wieczór 4h,"62,5"
mazowieckie,Myszyniec,Pp1,"21,351083","53,379778","Państwowy monitoring środowiska, art. 26 Poś",2018-11-27 06:00:00,2018-11-28 06:00:00,odcinek DK nr 53 ul.Stacha Konwy w Myszyńcu,D_14_000194_001,Dzień 12h,"66,2"
mazowieckie,Myszyniec,Pp1,"21,351083","53,379778","Państwowy monitoring środowiska, art. 26 Poś",2018-11-27 06:00:00,2018-11-28 06:00:00,odcinek DK nr 53 ul.Stacha Konwy w Myszyńcu,D_14_000194_001,Dzień 16h,"65,5"
mazowieckie,Myszyniec,Pp1,"21,351083","53,379778","Państwowy monitoring środowiska, art. 26 Poś",2018-11-27 06:00:00,2018-11-28 06:00:00,odcinek DK nr 53 ul.Stacha Konwy w Myszyńcu,D_14_000194_001,Noc 8h,"58,2"
mazowieckie,Myszyniec,Pp1,"21,351083","53,379778","Państwowy monitoring środowiska, art. 26 Poś",2018-11-27 06:00:00,2018-11-28 06:00:00,odcinek DK nr 53 ul.Stacha Konwy w Myszyńcu,D_14_000194_001,Wieczór 4h,"62,5"
mazowieckie,Myszyniec,Pp2,"21,338472","53,383222","Państwowy monitoring środowiska, art. 26 Poś",2018-06-14 06:00:00,2018-06-15 06:00:00,odcinek DW nr 614 ul. Poległych w Myszyńcu,D_14_000195_001,Dzień 16h,"63,8"
mazowieckie,Myszyniec,Pp2,"21,338472","53,383222","Państwowy monitoring środowiska, art. 26 Poś",2018-06-14 06:00:00,2018-06-15 06:00:00,odcinek DW nr 614 ul. Poległych w Myszyńcu,D_14_000195_001,Noc 8h,"56,7"
mazowieckie,Myszyniec,Pp3,"21,342306","53,380556","Państwowy monitoring środowiska, art. 26 Poś",2018-11-08 06:00:00,2018-11-09 06:00:00,odcinek ulicy Gen.Józefa Bema w Myszyńcu,D_14_000197_001,Dzień 16h,"60,2"
mazowieckie,Myszyniec,Pp3,"21,342306","53,380556","Państwowy monitoring środowiska, art. 26 Poś",2018-11-08 06:00:00,2018-11-09 06:00:00,odcinek ulicy Gen.Józefa Bema w Myszyńcu,D_14_000197_001,Noc 8h,"50,6"
mazowieckie,Myszyniec,Pp4,"21,356111","53,382194","Państwowy monitoring środowiska, art. 26 Poś",2018-11-28 06:00:00,2018-11-29 06:00:00,odcinek DW nr 645 ul. Wł.Reymonta w Myszyńcu,D_14_000198_001,Dzień 16h,"67,6"
mazowieckie,Myszyniec,Pp4,"21,356111","53,382194","Państwowy monitoring środowiska, art. 26 Poś",2018-11-28 06:00:00,2018-11-29 06:00:00,odcinek DW nr 645 ul. Wł.Reymonta w Myszyńcu,D_14_000198_001,Noc 8h,"59,2"
mazowieckie,Myszyniec Stary,Pp5,"21,342389","53,393306","Państwowy monitoring środowiska, art. 26 Poś",2018-08-28 06:00:00,2018-08-29 06:00:00,odcinek DK nr 53 w Myszyńcu Starym,D_14_000196_001,Dzień 16h,69
mazowieckie,Myszyniec Stary,Pp5,"21,342389","53,393306","Państwowy monitoring środowiska, art. 26 Poś",2018-08-28 06:00:00,2018-08-29 06:00:00,odcinek DK nr 53 w Myszyńcu Starym,D_14_000196_001,Noc 8h,"63,3"
mazowieckie,Płońsk,Pp1,"20,372917","52,616028","Państwowy monitoring środowiska, art. 26 Poś",2018-04-14 06:00:00,2018-04-15 06:00:00,odcinek DW nr 632 ul.Wyszogrodzka w Płońsku,D_14_000199_001,Dzień 12h,"67,3"
mazowieckie,Płońsk,Pp1,"20,372917","52,616028","Państwowy monitoring środowiska, art. 26 Poś",2018-04-14 06:00:00,2018-04-15 06:00:00,odcinek DW nr 632 ul.Wyszogrodzka w Płońsku,D_14_000199_001,Dzień 16h,"66,9"
mazowieckie,Płońsk,Pp1,"20,372917","52,616028","Państwowy monitoring środowiska, art. 26 Poś",2018-04-14 06:00:00,2018-04-15 06:00:00,odcinek DW nr 632 ul.Wyszogrodzka w Płońsku,D_14_000199_001,Noc 8h,"60,2"
mazowieckie,Płońsk,Pp1,"20,372917","52,616028","Państwowy monitoring środowiska, art. 26 Poś",2018-04-14 06:00:00,2018-04-15 06:00:00,odcinek DW nr 632 ul.Wyszogrodzka w Płońsku,D_14_000199_001,Wieczór 4h,"65,4"
mazowieckie,Płońsk,Pp1,"20,372917","52,616028","Państwowy monitoring środowiska, art. 26 Poś",2018-04-16 06:00:00,2018-04-17 06:00:00,odcinek DW nr 632 ul.Wyszogrodzka w Płońsku,D_14_000199_001,Dzień 12h,"67,2"
mazowieckie,Płońsk,Pp1,"20,372917","52,616028","Państwowy monitoring środowiska, art. 26 Poś",2018-04-16 06:00:00,2018-04-17 06:00:00,odcinek DW nr 632 ul.Wyszogrodzka w Płońsku,D_14_000199_001,Dzień 16h,"66,7"
mazowieckie,Płońsk,Pp1,"20,372917","52,616028","Państwowy monitoring środowiska, art. 26 Poś",2018-04-16 06:00:00,2018-04-17 06:00:00,odcinek DW nr 632 ul.Wyszogrodzka w Płońsku,D_14_000199_001,Noc 8h,"59,4"
mazowieckie,Płońsk,Pp1,"20,372917","52,616028","Państwowy monitoring środowiska, art. 26 Poś",2018-04-16 06:00:00,2018-04-17 06:00:00,odcinek DW nr 632 ul.Wyszogrodzka w Płońsku,D_14_000199_001,Wieczór 4h,"64,3"
mazowieckie,Płońsk,Pp1,"20,372917","52,616028","Państwowy monitoring środowiska, art. 26 Poś",2018-04-17 06:00:00,2018-04-18 06:00:00,odcinek DW nr 632 ul.Wyszogrodzka w Płońsku,D_14_000199_001,Dzień 12h,"67,2"
mazowieckie,Płońsk,Pp1,"20,372917","52,616028","Państwowy monitoring środowiska, art. 26 Poś",2018-04-17 06:00:00,2018-04-18 06:00:00,odcinek DW nr 632 ul.Wyszogrodzka w Płońsku,D_14_000199_001,Dzień 16h,"66,9"
mazowieckie,Płońsk,Pp1,"20,372917","52,616028","Państwowy monitoring środowiska, art. 26 Poś",2018-04-17 06:00:00,2018-04-18 06:00:00,odcinek DW nr 632 ul.Wyszogrodzka w Płońsku,D_14_000199_001,Noc 8h,"58,7"
mazowieckie,Płońsk,Pp1,"20,372917","52,616028","Państwowy monitoring środowiska, art. 26 Poś",2018-04-17 06:00:00,2018-04-18 06:00:00,odcinek DW nr 632 ul.Wyszogrodzka w Płońsku,D_14_000199_001,Wieczór 4h,"65,7"
mazowieckie,Płońsk,Pp1,"20,372917","52,616028","Państwowy monitoring środowiska, art. 26 Poś",2018-07-22 06:00:00,2018-07-23 06:00:00,odcinek DW nr 632 ul.Wyszogrodzka w Płońsku,D_14_000199_001,Dzień 12h,"63,9"
mazowieckie,Płońsk,Pp1,"20,372917","52,616028","Państwowy monitoring środowiska, art. 26 Poś",2018-07-22 06:00:00,2018-07-23 06:00:00,odcinek DW nr 632 ul.Wyszogrodzka w Płońsku,D_14_000199_001,Dzień 16h,"64,2"
mazowieckie,Płońsk,Pp1,"20,372917","52,616028","Państwowy monitoring środowiska, art. 26 Poś",2018-07-22 06:00:00,2018-07-23 06:00:00,odcinek DW nr 632 ul.Wyszogrodzka w Płońsku,D_14_000199_001,Noc 8h,"61,1"
mazowieckie,Płońsk,Pp1,"20,372917","52,616028","Państwowy monitoring środowiska, art. 26 Poś",2018-07-22 06:00:00,2018-07-23 06:00:00,odcinek DW nr 632 ul.Wyszogrodzka w Płońsku,D_14_000199_001,Wieczór 4h,"64,8"
mazowieckie,Płońsk,Pp1,"20,372917","52,616028","Państwowy monitoring środowiska, art. 26 Poś",2018-07-24 06:00:00,2018-07-25 06:00:00,odcinek DW nr 632 ul.Wyszogrodzka w Płońsku,D_14_000199_001,Dzień 12h,"65,9"
mazowieckie,Płońsk,Pp1,"20,372917","52,616028","Państwowy monitoring środowiska, art. 26 Poś",2018-07-24 06:00:00,2018-07-25 06:00:00,odcinek DW nr 632 ul.Wyszogrodzka w Płońsku,D_14_000199_001,Dzień 16h,"66,1"
mazowieckie,Płońsk,Pp1,"20,372917","52,616028","Państwowy monitoring środowiska, art. 26 Poś",2018-07-24 06:00:00,2018-07-25 06:00:00,odcinek DW nr 632 ul.Wyszogrodzka w Płońsku,D_14_000199_001,Noc 8h,"59,5"
mazowieckie,Płońsk,Pp1,"20,372917","52,616028","Państwowy monitoring środowiska, art. 26 Poś",2018-07-24 06:00:00,2018-07-25 06:00:00,odcinek DW nr 632 ul.Wyszogrodzka w Płońsku,D_14_000199_001,Wieczór 4h,"66,5"
mazowieckie,Płońsk,Pp1,"20,372917","52,616028","Państwowy monitoring środowiska, art. 26 Poś",2018-10-20 06:00:00,2018-10-21 06:00:00,odcinek DW nr 632 ul.Wyszogrodzka w Płońsku,D_14_000199_001,Dzień 12h,"67,1"
mazowieckie,Płońsk,Pp1,"20,372917","52,616028","Państwowy monitoring środowiska, art. 26 Poś",2018-10-20 06:00:00,2018-10-21 06:00:00,odcinek DW nr 632 ul.Wyszogrodzka w Płońsku,D_14_000199_001,Dzień 16h,67
mazowieckie,Płońsk,Pp1,"20,372917","52,616028","Państwowy monitoring środowiska, art. 26 Poś",2018-10-20 06:00:00,2018-10-21 06:00:00,odcinek DW nr 632 ul.Wyszogrodzka w Płońsku,D_14_000199_001,Noc 8h,"60,4"
mazowieckie,Płońsk,Pp1,"20,372917","52,616028","Państwowy monitoring środowiska, art. 26 Poś",2018-10-20 06:00:00,2018-10-21 06:00:00,odcinek DW nr 632 ul.Wyszogrodzka w Płońsku,D_14_000199_001,Wieczór 4h,"66,5"
mazowieckie,Płońsk,Pp1,"20,372917","52,616028","Państwowy monitoring środowiska, art. 26 Poś",2018-10-22 06:00:00,2018-10-23 06:00:00,odcinek DW nr 632 ul.Wyszogrodzka w Płońsku,D_14_000199_001,Dzień 12h,"67,5"
mazowieckie,Płońsk,Pp1,"20,372917","52,616028","Państwowy monitoring środowiska, art. 26 Poś",2018-10-22 06:00:00,2018-10-23 06:00:00,odcinek DW nr 632 ul.Wyszogrodzka w Płońsku,D_14_000199_001,Dzień 16h,"67,2"
mazowieckie,Płońsk,Pp1,"20,372917","52,616028","Państwowy monitoring środowiska, art. 26 Poś",2018-10-22 06:00:00,2018-10-23 06:00:00,odcinek DW nr 632 ul.Wyszogrodzka w Płońsku,D_14_000199_001,Noc 8h,"61,1"
mazowieckie,Płońsk,Pp1,"20,372917","52,616028","Państwowy monitoring środowiska, art. 26 Poś",2018-10-22 06:00:00,2018-10-23 06:00:00,odcinek DW nr 632 ul.Wyszogrodzka w Płońsku,D_14_000199_001,Wieczór 4h,"65,9"
mazowieckie,Płońsk,Pp1,"20,372917","52,616028","Państwowy monitoring środowiska, art. 26 Poś",2018-10-23 06:00:00,2018-10-24 06:00:00,odcinek DW nr 632 ul.Wyszogrodzka w Płońsku,D_14_000199_001,Dzień 12h,"69,6"
mazowieckie,Płońsk,Pp1,"20,372917","52,616028","Państwowy monitoring środowiska, art. 26 Poś",2018-10-23 06:00:00,2018-10-24 06:00:00,odcinek DW nr 632 ul.Wyszogrodzka w Płońsku,D_14_000199_001,Dzień 16h,"68,9"
mazowieckie,Płońsk,Pp1,"20,372917","52,616028","Państwowy monitoring środowiska, art. 26 Poś",2018-10-23 06:00:00,2018-10-24 06:00:00,odcinek DW nr 632 ul.Wyszogrodzka w Płońsku,D_14_000199_001,Noc 8h,"59,6"
mazowieckie,Płońsk,Pp1,"20,372917","52,616028","Państwowy monitoring środowiska, art. 26 Poś",2018-10-23 06:00:00,2018-10-24 06:00:00,odcinek DW nr 632 ul.Wyszogrodzka w Płońsku,D_14_000199_001,Wieczór 4h,"65,8"
mazowieckie,Płońsk,Pp2,"20,362528","52,622389","Państwowy monitoring środowiska, art. 26 Poś",2018-05-10 14:00:00,2018-05-11 14:00:00,odcinek ulicy Płockiej w Płońsku,D_14_000202_001,Dzień 16h,"63,2"
mazowieckie,Płońsk,Pp2,"20,362528","52,622389","Państwowy monitoring środowiska, art. 26 Poś",2018-05-10 14:00:00,2018-05-11 14:00:00,odcinek ulicy Płockiej w Płońsku,D_14_000202_001,Noc 8h,"57,1"
mazowieckie,Płońsk,Pp3,"20,370444","52,630333","Państwowy monitoring środowiska, art. 26 Poś",2018-05-23 14:00:00,2018-05-24 14:00:00,odcinek ulicy Młodzieżowej w Płońsku,D_14_000203_001,Dzień 16h,67
mazowieckie,Płońsk,Pp3,"20,370444","52,630333","Państwowy monitoring środowiska, art. 26 Poś",2018-05-23 14:00:00,2018-05-24 14:00:00,odcinek ulicy Młodzieżowej w Płońsku,D_14_000203_001,Noc 8h,55
mazowieckie,Płońsk,Pp4,"20,361417","52,6075","Państwowy monitoring środowiska, art. 26 Poś",2018-03-22 14:00:00,2018-03-23 14:00:00,odcinek DK nr 50 ul.Wyszogrodzka w Płońsku,D_14_000200_001,Dzień 16h,"70,3"
mazowieckie,Płońsk,Pp4,"20,361417","52,6075","Państwowy monitoring środowiska, art. 26 Poś",2018-03-22 14:00:00,2018-03-23 14:00:00,odcinek DK nr 50 ul.Wyszogrodzka w Płońsku,D_14_000200_001,Noc 8h,"66,8"
mazowieckie,Płońsk,Pp5,"20,373056","52,633028","Państwowy monitoring środowiska, art. 26 Poś",2018-04-19 06:00:00,2018-04-20 06:00:00,odcinek ulicy Grunwaldzkiej w Płońsku,D_14_000201_001,Dzień 16h,"62,1"
mazowieckie,Płońsk,Pp5,"20,373056","52,633028","Państwowy monitoring środowiska, art. 26 Poś",2018-04-19 06:00:00,2018-04-20 06:00:00,odcinek ulicy Grunwaldzkiej w Płońsku,D_14_000201_001,Noc 8h,"53,1"
małopolskie,Bukowina Tatrzańska,18/D/05,"20,109917","49,343111","Państwowy monitoring środowiska, art. 26 Poś",2018-05-09 06:00:00,2018-05-10 06:00:00,DW 960 Bukowina Tatrzańska - Olszówka,D_12_000198_001,Dzień 16h,"66,3"
małopolskie,Bukowina Tatrzańska,18/D/05,"20,109917","49,343111","Państwowy monitoring środowiska, art. 26 Poś",2018-05-09 06:00:00,2018-05-10 06:00:00,DW 960 Bukowina Tatrzańska - Olszówka,D_12_000198_001,Noc 8h,"56,1"
małopolskie,Charzewice,31,"20,752","49,867639","Państwowy monitoring środowiska, art. 26 Poś",2018-09-27 00:00:00,2018-09-28 00:00:00,Droga wojewódzka nr 980,D_12_000058_001,Dzień 16h,"71,1"
małopolskie,Charzewice,31,"20,752","49,867639","Państwowy monitoring środowiska, art. 26 Poś",2018-09-27 00:00:00,2018-09-28 00:00:00,Droga wojewódzka nr 980,D_12_000058_001,Noc 8h,"66,5"
małopolskie,Chełm,P4,"19,745417","50,339889","Państwowy monitoring środowiska, art. 26 Poś",2018-10-19 22:00:00,2018-10-29 05:00:00,Droga wojewódzka DW 794 Wolbrom - Skała,D_12_000195_001,Dzień 12h,"67,6"
małopolskie,Chełm,P4,"19,745417","50,339889","Państwowy monitoring środowiska, art. 26 Poś",2018-10-19 22:00:00,2018-10-29 05:00:00,Droga wojewódzka DW 794 Wolbrom - Skała,D_12_000195_001,Dzień 12h,"67,7"
małopolskie,Chełm,P4,"19,745417","50,339889","Państwowy monitoring środowiska, art. 26 Poś",2018-10-19 22:00:00,2018-10-29 05:00:00,Droga wojewódzka DW 794 Wolbrom - Skała,D_12_000195_001,Dzień 12h,"68,5"
małopolskie,Chełm,P4,"19,745417","50,339889","Państwowy monitoring środowiska, art. 26 Poś",2018-10-19 22:00:00,2018-10-29 05:00:00,Droga wojewódzka DW 794 Wolbrom - Skała,D_12_000195_001,Dzień 12h,"68,7"
małopolskie,Chełm,P4,"19,745417","50,339889","Państwowy monitoring środowiska, art. 26 Poś",2018-10-19 22:00:00,2018-10-29 05:00:00,Droga wojewódzka DW 794 Wolbrom - Skała,D_12_000195_001,Dzień 12h,"69,1"
małopolskie,Chełm,P4,"19,745417","50,339889","Państwowy monitoring środowiska, art. 26 Poś",2018-10-19 22:00:00,2018-10-29 05:00:00,Droga wojewódzka DW 794 Wolbrom - Skała,D_12_000195_001,Dzień 12h,"69,3"
małopolskie,Chełm,P4,"19,745417","50,339889","Państwowy monitoring środowiska, art. 26 Poś",2018-10-19 22:00:00,2018-10-29 05:00:00,Droga wojewódzka DW 794 Wolbrom - Skała,D_12_000195_001,Dzień 12h,"69,4"
małopolskie,Chełm,P4,"19,745417","50,339889","Państwowy monitoring środowiska, art. 26 Poś",2018-10-19 22:00:00,2018-10-29 05:00:00,Droga wojewódzka DW 794 Wolbrom - Skała,D_12_000195_001,Dzień 12h,"69,7"
małopolskie,Chełm,P4,"19,745417","50,339889","Państwowy monitoring środowiska, art. 26 Poś",2018-10-19 22:00:00,2018-10-29 05:00:00,Droga wojewódzka DW 794 Wolbrom - Skała,D_12_000195_001,Dzień 12h,"69,9"
małopolskie,Chełm,P4,"19,745417","50,339889","Państwowy monitoring środowiska, art. 26 Poś",2018-10-19 22:00:00,2018-10-29 05:00:00,Droga wojewódzka DW 794 Wolbrom - Skała,D_12_000195_001,Dzień 16h,"67,5"
małopolskie,Chełm,P4,"19,745417","50,339889","Państwowy monitoring środowiska, art. 26 Poś",2018-10-19 22:00:00,2018-10-29 05:00:00,Droga wojewódzka DW 794 Wolbrom - Skała,D_12_000195_001,Dzień 16h,"67,7"
małopolskie,Chełm,P4,"19,745417","50,339889","Państwowy monitoring środowiska, art. 26 Poś",2018-10-19 22:00:00,2018-10-29 05:00:00,Droga wojewódzka DW 794 Wolbrom - Skała,D_12_000195_001,Dzień 16h,"68,2"
małopolskie,Chełm,P4,"19,745417","50,339889","Państwowy monitoring środowiska, art. 26 Poś",2018-10-19 22:00:00,2018-10-29 05:00:00,Droga wojewódzka DW 794 Wolbrom - Skała,D_12_000195_001,Dzień 16h,"68,6"
małopolskie,Chełm,P4,"19,745417","50,339889","Państwowy monitoring środowiska, art. 26 Poś",2018-10-19 22:00:00,2018-10-29 05:00:00,Droga wojewódzka DW 794 Wolbrom - Skała,D_12_000195_001,Dzień 16h,"68,8"
małopolskie,Chełm,P4,"19,745417","50,339889","Państwowy monitoring środowiska, art. 26 Poś",2018-10-19 22:00:00,2018-10-29 05:00:00,Droga wojewódzka DW 794 Wolbrom - Skała,D_12_000195_001,Dzień 16h,"68,9"
małopolskie,Chełm,P4,"19,745417","50,339889","Państwowy monitoring środowiska, art. 26 Poś",2018-10-19 22:00:00,2018-10-29 05:00:00,Droga wojewódzka DW 794 Wolbrom - Skała,D_12_000195_001,Dzień 16h,"69,2"
małopolskie,Chełm,P4,"19,745417","50,339889","Państwowy monitoring środowiska, art. 26 Poś",2018-10-19 22:00:00,2018-10-29 05:00:00,Droga wojewódzka DW 794 Wolbrom - Skała,D_12_000195_001,Dzień 16h,"69,3"
małopolskie,Chełm,P4,"19,745417","50,339889","Państwowy monitoring środowiska, art. 26 Poś",2018-10-19 22:00:00,2018-10-29 05:00:00,Droga wojewódzka DW 794 Wolbrom - Skała,D_12_000195_001,Noc 8h,"60,5"
małopolskie,Chełm,P4,"19,745417","50,339889","Państwowy monitoring środowiska, art. 26 Poś",2018-10-19 22:00:00,2018-10-29 05:00:00,Droga wojewódzka DW 794 Wolbrom - Skała,D_12_000195_001,Noc 8h,"61,2"
małopolskie,Chełm,P4,"19,745417","50,339889","Państwowy monitoring środowiska, art. 26 Poś",2018-10-19 22:00:00,2018-10-29 05:00:00,Droga wojewódzka DW 794 Wolbrom - Skała,D_12_000195_001,Noc 8h,"61,7"
małopolskie,Chełm,P4,"19,745417","50,339889","Państwowy monitoring środowiska, art. 26 Poś",2018-10-19 22:00:00,2018-10-29 05:00:00,Droga wojewódzka DW 794 Wolbrom - Skała,D_12_000195_001,Noc 8h,"61,8"
małopolskie,Chełm,P4,"19,745417","50,339889","Państwowy monitoring środowiska, art. 26 Poś",2018-10-19 22:00:00,2018-10-29 05:00:00,Droga wojewódzka DW 794 Wolbrom - Skała,D_12_000195_001,Noc 8h,62
małopolskie,Chełm,P4,"19,745417","50,339889","Państwowy monitoring środowiska, art. 26 Poś",2018-10-19 22:00:00,2018-10-29 05:00:00,Droga wojewódzka DW 794 Wolbrom - Skała,D_12_000195_001,Noc 8h,"62,1"
małopolskie,Chełm,P4,"19,745417","50,339889","Państwowy monitoring środowiska, art. 26 Poś",2018-10-19 22:00:00,2018-10-29 05:00:00,Droga wojewódzka DW 794 Wolbrom - Skała,D_12_000195_001,Noc 8h,"62,4"
małopolskie,Chełm,P4,"19,745417","50,339889","Państwowy monitoring środowiska, art. 26 Poś",2018-10-19 22:00:00,2018-10-29 05:00:00,Droga wojewódzka DW 794 Wolbrom - Skała,D_12_000195_001,Noc 8h,"62,5"
małopolskie,Chełm,P4,"19,745417","50,339889","Państwowy monitoring środowiska, art. 26 Poś",2018-10-19 22:00:00,2018-10-29 05:00:00,Droga wojewódzka DW 794 Wolbrom - Skała,D_12_000195_001,Wieczór 4h,"66,1"
małopolskie,Chełm,P4,"19,745417","50,339889","Państwowy monitoring środowiska, art. 26 Poś",2018-10-19 22:00:00,2018-10-29 05:00:00,Droga wojewódzka DW 794 Wolbrom - Skała,D_12_000195_001,Wieczór 4h,"66,6"
małopolskie,Chełm,P4,"19,745417","50,339889","Państwowy monitoring środowiska, art. 26 Poś",2018-10-19 22:00:00,2018-10-29 05:00:00,Droga wojewódzka DW 794 Wolbrom - Skała,D_12_000195_001,Wieczór 4h,"66,7"
małopolskie,Chełm,P4,"19,745417","50,339889","Państwowy monitoring środowiska, art. 26 Poś",2018-10-19 22:00:00,2018-10-29 05:00:00,Droga wojewódzka DW 794 Wolbrom - Skała,D_12_000195_001,Wieczór 4h,"66,8"
małopolskie,Chełm,P4,"19,745417","50,339889","Państwowy monitoring środowiska, art. 26 Poś",2018-10-19 22:00:00,2018-10-29 05:00:00,Droga wojewódzka DW 794 Wolbrom - Skała,D_12_000195_001,Wieczór 4h,"67,1"
małopolskie,Chełm,P4,"19,745417","50,339889","Państwowy monitoring środowiska, art. 26 Poś",2018-10-19 22:00:00,2018-10-29 05:00:00,Droga wojewódzka DW 794 Wolbrom - Skała,D_12_000195_001,Wieczór 4h,"67,3"
małopolskie,Chełm,P4,"19,745417","50,339889","Państwowy monitoring środowiska, art. 26 Poś",2018-10-19 22:00:00,2018-10-29 05:00:00,Droga wojewódzka DW 794 Wolbrom - Skała,D_12_000195_001,Wieczór 4h,"67,4"
małopolskie,Chełm,P4,"19,745417","50,339889","Państwowy monitoring środowiska, art. 26 Poś",2018-10-19 22:00:00,2018-10-29 05:00:00,Droga wojewódzka DW 794 Wolbrom - Skała,D_12_000195_001,Wieczór 4h,"67,6"
małopolskie,Chojnik,49,"20,980944","49,847944","Państwowy monitoring środowiska, art. 26 Poś",2018-04-19 00:00:00,2018-04-20 00:00:00,Droga wojewódzka nr 977 Tuchów - Gromnik,D_12_000190_001,Dzień 16h,"69,1"
małopolskie,Chojnik,49,"20,980944","49,847944","Państwowy monitoring środowiska, art. 26 Poś",2018-04-19 00:00:00,2018-04-20 00:00:00,Droga wojewódzka nr 977 Tuchów - Gromnik,D_12_000190_001,Noc 8h,"63,1"
małopolskie,Jordanów,P1,"19,814278","49,655722","Państwowy monitoring środowiska, art. 26 Poś",2018-03-02 22:00:00,2018-03-12 05:00:00,DK 28 Osielec - Skomielna Biała,D_12_000194_001,Dzień 12h,"67,8"
małopolskie,Jordanów,P1,"19,814278","49,655722","Państwowy monitoring środowiska, art. 26 Poś",2018-03-02 22:00:00,2018-03-12 05:00:00,DK 28 Osielec - Skomielna Biała,D_12_000194_001,Dzień 12h,"68,2"
małopolskie,Jordanów,P1,"19,814278","49,655722","Państwowy monitoring środowiska, art. 26 Poś",2018-03-02 22:00:00,2018-03-12 05:00:00,DK 28 Osielec - Skomielna Biała,D_12_000194_001,Dzień 12h,"68,9"
małopolskie,Jordanów,P1,"19,814278","49,655722","Państwowy monitoring środowiska, art. 26 Poś",2018-03-02 22:00:00,2018-03-12 05:00:00,DK 28 Osielec - Skomielna Biała,D_12_000194_001,Dzień 12h,69
małopolskie,Jordanów,P1,"19,814278","49,655722","Państwowy monitoring środowiska, art. 26 Poś",2018-03-02 22:00:00,2018-03-12 05:00:00,DK 28 Osielec - Skomielna Biała,D_12_000194_001,Dzień 12h,"69,5"
małopolskie,Jordanów,P1,"19,814278","49,655722","Państwowy monitoring środowiska, art. 26 Poś",2018-03-02 22:00:00,2018-03-12 05:00:00,DK 28 Osielec - Skomielna Biała,D_12_000194_001,Dzień 12h,"69,6"
małopolskie,Jordanów,P1,"19,814278","49,655722","Państwowy monitoring środowiska, art. 26 Poś",2018-03-02 22:00:00,2018-03-12 05:00:00,DK 28 Osielec - Skomielna Biała,D_12_000194_001,Dzień 12h,"69,8"
małopolskie,Jordanów,P1,"19,814278","49,655722","Państwowy monitoring środowiska, art. 26 Poś",2018-03-02 22:00:00,2018-03-12 05:00:00,DK 28 Osielec - Skomielna Biała,D_12_000194_001,Dzień 12h,"69,9"
małopolskie,Jordanów,P1,"19,814278","49,655722","Państwowy monitoring środowiska, art. 26 Poś",2018-03-02 22:00:00,2018-03-12 05:00:00,DK 28 Osielec - Skomielna Biała,D_12_000194_001,Dzień 16h,"67,6"
małopolskie,Jordanów,P1,"19,814278","49,655722","Państwowy monitoring środowiska, art. 26 Poś",2018-03-02 22:00:00,2018-03-12 05:00:00,DK 28 Osielec - Skomielna Biała,D_12_000194_001,Dzień 16h,"68,1"
małopolskie,Jordanów,P1,"19,814278","49,655722","Państwowy monitoring środowiska, art. 26 Poś",2018-03-02 22:00:00,2018-03-12 05:00:00,DK 28 Osielec - Skomielna Biała,D_12_000194_001,Dzień 16h,"68,5"
małopolskie,Jordanów,P1,"19,814278","49,655722","Państwowy monitoring środowiska, art. 26 Poś",2018-03-02 22:00:00,2018-03-12 05:00:00,DK 28 Osielec - Skomielna Biała,D_12_000194_001,Dzień 16h,"68,9"
małopolskie,Jordanów,P1,"19,814278","49,655722","Państwowy monitoring środowiska, art. 26 Poś",2018-03-02 22:00:00,2018-03-12 05:00:00,DK 28 Osielec - Skomielna Biała,D_12_000194_001,Dzień 16h,69
małopolskie,Jordanów,P1,"19,814278","49,655722","Państwowy monitoring środowiska, art. 26 Poś",2018-03-02 22:00:00,2018-03-12 05:00:00,DK 28 Osielec - Skomielna Biała,D_12_000194_001,Dzień 16h,"69,3"
małopolskie,Jordanów,P1,"19,814278","49,655722","Państwowy monitoring środowiska, art. 26 Poś",2018-03-02 22:00:00,2018-03-12 05:00:00,DK 28 Osielec - Skomielna Biała,D_12_000194_001,Dzień 16h,"69,4"
małopolskie,Jordanów,P1,"19,814278","49,655722","Państwowy monitoring środowiska, art. 26 Poś",2018-03-02 22:00:00,2018-03-12 05:00:00,DK 28 Osielec - Skomielna Biała,D_12_000194_001,Dzień 16h,"69,6"
