Województwo,Miejscowość,Nazwa punktu pomiarowego,Współrz. pp WGS84 (dł. geogr.),Współrz. pp WGS84 (szer. geogr.),Cel pomiaru,Data rozpoczęcia,Data zakończenia,Nazwa odcinka drogi,Kod punktu pomiarowego,Czas odniesienia,Laeq po korekcie [dB]
lubelskie,Bełżyce,"Bełżyce, ul. Kaziemierska 31b","22,269194","51,182944",Pomiar w trybie art.175 ust.3 Poś (przebudowa),2018-10-11 11:00:00,2018-10-12 11:00:00,"Droga Wojewódzka nr 747 w m. Beżłyce, ul. Kazimierska 31b",D_06_000237_001,Dzień 16h,"63,4"
lubelskie,Bełżyce,"Bełżyce, ul. Kaziemierska 31b","22,269194","51,182944",Pomiar w trybie art.175 ust.3 Poś (przebudowa),2018-10-11 11:00:00,2018-10-12 11:00:00,"Droga Wojewódzka nr 747 w m. Beżłyce, ul. Kazimierska 31b",D_06_000237_001,Noc 8h,"55,7"
lubelskie,Biała Podlaska, Biała Podlaska Al. Jana Pawła II 164,"23,136667","52,026861","Państwowy monitoring środowiska, art. 26 Poś",2018-05-23 06:00:00,2018-05-24 06:00:00,Biała Podlaska Al. Jana Pawła II 164,D_06_000198_001,Dzień 12h,"64,3"
lubelskie,Biała Podlaska, Biała Podlaska Al. Jana Pawła II 164,"23,136667","52,026861","Państwowy monitoring środowiska, art. 26 Poś",2018-05-23 06:00:00,2018-05-24 06:00:00,Biała Podlaska Al. Jana Pawła II 164,D_06_000198_001,Dzień 16h,"63,7"
lubelskie,Biała Podlaska, Biała Podlaska Al. Jana Pawła II 164,"23,136667","52,026861","Państwowy monitoring środowiska, art. 26 Poś",2018-05-23 06:00:00,2018-05-24 06:00:00,Biała Podlaska Al. Jana Pawła II 164,D_06_000198_001,Noc 8h,"54,4"
lubelskie,Biała Podlaska, Biała Podlaska Al. Jana Pawła II 164,"23,136667","52,026861","Państwowy monitoring środowiska, art. 26 Poś",2018-05-23 06:00:00,2018-05-24 06:00:00,Biała Podlaska Al. Jana Pawła II 164,D_06_000198_001,Wieczór 4h,"61,1"
lubelskie,Biała Podlaska, Biała Podlaska Al. Jana Pawła II 164,"23,136667","52,026861","Państwowy monitoring środowiska, art. 26 Poś",2018-07-03 06:00:00,2018-07-04 06:00:00,Biała Podlaska Al. Jana Pawła II 164,D_06_000198_001,Dzień 12h,"64,1"
lubelskie,Biała Podlaska, Biała Podlaska Al. Jana Pawła II 164,"23,136667","52,026861","Państwowy monitoring środowiska, art. 26 Poś",2018-07-03 06:00:00,2018-07-04 06:00:00,Biała Podlaska Al. Jana Pawła II 164,D_06_000198_001,Dzień 16h,"63,5"
lubelskie,Biała Podlaska, Biała Podlaska Al. Jana Pawła II 164,"23,136667","52,026861","Państwowy monitoring środowiska, art. 26 Poś",2018-07-03 06:00:00,2018-07-04 06:00:00,Biała Podlaska Al. Jana Pawła II 164,D_06_000198_001,Noc 8h,"55,3"
lubelskie,Biała Podlaska, Biała Podlaska Al. Jana Pawła II 164,"23,136667","52,026861","Państwowy monitoring środowiska, art. 26 Poś",2018-07-03 06:00:00,2018-07-04 06:00:00,Biała Podlaska Al. Jana Pawła II 164,D_06_000198_001,Wieczór 4h,"60,9"
lubelskie,Biała Podlaska, Biała Podlaska Al. Jana Pawła II 164,"23,136667","52,026861","Państwowy monitoring środowiska, art. 26 Poś",2018-10-30 06:00:00,2018-10-31 06:00:00,Biała Podlaska Al. Jana Pawła II 164,D_06_000198_001,Dzień 12h,"63,9"
lubelskie,Biała Podlaska, Biała Podlaska Al. Jana Pawła II 164,"23,136667","52,026861","Państwowy monitoring środowiska, art. 26 Poś",2018-10-30 06:00:00,2018-10-31 06:00:00,Biała Podlaska Al. Jana Pawła II 164,D_06_000198_001,Dzień 16h,"63,3"
lubelskie,Biała Podlaska, Biała Podlaska Al. Jana Pawła II 164,"23,136667","52,026861","Państwowy monitoring środowiska, art. 26 Poś",2018-10-30 06:00:00,2018-10-31 06:00:00,Biała Podlaska Al. Jana Pawła II 164,D_06_000198_001,Noc 8h,"53,6"
lubelskie,Biała Podlaska, Biała Podlaska Al. Jana Pawła II 164,"23,136667","52,026861","Państwowy monitoring środowiska, art. 26 Poś",2018-10-30 06:00:00,2018-10-31 06:00:00,Biała Podlaska Al. Jana Pawła II 164,D_06_000198_001,Wieczór 4h,"60,5"
lubelskie,Biała Podlaska,Biała Podlaska Al. Solidarności 45,"23,186667","52,025194","Państwowy monitoring środowiska, art. 26 Poś",2018-05-17 06:00:00,2018-05-18 06:00:00,Biała Podlaska Al. Solidarności 45,D_06_000205_001,Dzień 12h,"65,4"
lubelskie,Biała Podlaska,Biała Podlaska Al. Solidarności 45,"23,186667","52,025194","Państwowy monitoring środowiska, art. 26 Poś",2018-05-17 06:00:00,2018-05-18 06:00:00,Biała Podlaska Al. Solidarności 45,D_06_000205_001,Dzień 16h,"64,7"
lubelskie,Biała Podlaska,Biała Podlaska Al. Solidarności 45,"23,186667","52,025194","Państwowy monitoring środowiska, art. 26 Poś",2018-05-17 06:00:00,2018-05-18 06:00:00,Biała Podlaska Al. Solidarności 45,D_06_000205_001,Noc 8h,"55,2"
lubelskie,Biała Podlaska,Biała Podlaska Al. Solidarności 45,"23,186667","52,025194","Państwowy monitoring środowiska, art. 26 Poś",2018-05-17 06:00:00,2018-05-18 06:00:00,Biała Podlaska Al. Solidarności 45,D_06_000205_001,Wieczór 4h,"61,8"
lubelskie,Biała Podlaska,Biała Podlaska Al. Solidarności 45,"23,186667","52,025194","Państwowy monitoring środowiska, art. 26 Poś",2018-08-09 06:00:00,2018-08-10 06:00:00,Biała Podlaska Al. Solidarności 45,D_06_000205_001,Dzień 12h,"65,4"
lubelskie,Biała Podlaska,Biała Podlaska Al. Solidarności 45,"23,186667","52,025194","Państwowy monitoring środowiska, art. 26 Poś",2018-08-09 06:00:00,2018-08-10 06:00:00,Biała Podlaska Al. Solidarności 45,D_06_000205_001,Dzień 16h,"64,7"
lubelskie,Biała Podlaska,Biała Podlaska Al. Solidarności 45,"23,186667","52,025194","Państwowy monitoring środowiska, art. 26 Poś",2018-08-09 06:00:00,2018-08-10 06:00:00,Biała Podlaska Al. Solidarności 45,D_06_000205_001,Noc 8h,"55,9"
lubelskie,Biała Podlaska,Biała Podlaska Al. Solidarności 45,"23,186667","52,025194","Państwowy monitoring środowiska, art. 26 Poś",2018-08-09 06:00:00,2018-08-10 06:00:00,Biała Podlaska Al. Solidarności 45,D_06_000205_001,Wieczór 4h,"61,3"
lubelskie,Biała Podlaska,Biała Podlaska Al. Solidarności 45,"23,186667","52,025194","Państwowy monitoring środowiska, art. 26 Poś",2018-10-17 06:00:00,2018-10-18 06:00:00,Biała Podlaska Al. Solidarności 45,D_06_000205_001,Dzień 12h,"65,5"
lubelskie,Biała Podlaska,Biała Podlaska Al. Solidarności 45,"23,186667","52,025194","Państwowy monitoring środowiska, art. 26 Poś",2018-10-17 06:00:00,2018-10-18 06:00:00,Biała Podlaska Al. Solidarności 45,D_06_000205_001,Dzień 16h,"64,8"
lubelskie,Biała Podlaska,Biała Podlaska Al. Solidarności 45,"23,186667","52,025194","Państwowy monitoring środowiska, art. 26 Poś",2018-10-17 06:00:00,2018-10-18 06:00:00,Biała Podlaska Al. Solidarności 45,D_06_000205_001,Noc 8h,"55,9"
lubelskie,Biała Podlaska,Biała Podlaska Al. Solidarności 45,"23,186667","52,025194","Państwowy monitoring środowiska, art. 26 Poś",2018-10-17 06:00:00,2018-10-18 06:00:00,Biała Podlaska Al. Solidarności 45,D_06_000205_001,Wieczór 4h,"61,4"
lubelskie,Biała Podlaska,Biała Podlaska Al. Tysiąclecia 26,"23,130194","52,024278","Państwowy monitoring środowiska, art. 26 Poś",2018-06-20 06:00:00,2018-06-21 06:00:00,Biała Podlaska Al. Tysiąclecia 26,D_06_000197_001,Dzień 12h,"63,3"
lubelskie,Biała Podlaska,Biała Podlaska Al. Tysiąclecia 26,"23,130194","52,024278","Państwowy monitoring środowiska, art. 26 Poś",2018-06-20 06:00:00,2018-06-21 06:00:00,Biała Podlaska Al. Tysiąclecia 26,D_06_000197_001,Dzień 16h,"63,1"
lubelskie,Biała Podlaska,Biała Podlaska Al. Tysiąclecia 26,"23,130194","52,024278","Państwowy monitoring środowiska, art. 26 Poś",2018-06-20 06:00:00,2018-06-21 06:00:00,Biała Podlaska Al. Tysiąclecia 26,D_06_000197_001,Noc 8h,"53,9"
lubelskie,Biała Podlaska,Biała Podlaska Al. Tysiąclecia 26,"23,130194","52,024278","Państwowy monitoring środowiska, art. 26 Poś",2018-06-20 06:00:00,2018-06-21 06:00:00,Biała Podlaska Al. Tysiąclecia 26,D_06_000197_001,Wieczór 4h,"62,3"
lubelskie,Biała Podlaska,Biała Podlaska Al. Tysiąclecia 26,"23,130194","52,024278","Państwowy monitoring środowiska, art. 26 Poś",2018-06-21 06:00:00,2018-06-22 06:00:00,Biała Podlaska Al. Tysiąclecia 26,D_06_000197_001,Dzień 12h,"63,1"
lubelskie,Biała Podlaska,Biała Podlaska Al. Tysiąclecia 26,"23,130194","52,024278","Państwowy monitoring środowiska, art. 26 Poś",2018-06-21 06:00:00,2018-06-22 06:00:00,Biała Podlaska Al. Tysiąclecia 26,D_06_000197_001,Dzień 16h,"62,7"
lubelskie,Biała Podlaska,Biała Podlaska Al. Tysiąclecia 26,"23,130194","52,024278","Państwowy monitoring środowiska, art. 26 Poś",2018-06-21 06:00:00,2018-06-22 06:00:00,Biała Podlaska Al. Tysiąclecia 26,D_06_000197_001,Noc 8h,"53,6"
lubelskie,Biała Podlaska,Biała Podlaska Al. Tysiąclecia 26,"23,130194","52,024278","Państwowy monitoring środowiska, art. 26 Poś",2018-06-21 06:00:00,2018-06-22 06:00:00,Biała Podlaska Al. Tysiąclecia 26,D_06_000197_001,Wieczór 4h,"61,2"
lubelskie,Biała Podlaska,Biała Podlaska Al. Tysiąclecia 26,"23,130194","52,024278","Państwowy monitoring środowiska, art. 26 Poś",2018-06-23 06:00:00,2018-06-24 06:00:00,Biała Podlaska Al. Tysiąclecia 26,D_06_000197_001,Dzień 12h,"56,6"
lubelskie,Biała Podlaska,Biała Podlaska Al. Tysiąclecia 26,"23,130194","52,024278","Państwowy monitoring środowiska, art. 26 Poś",2018-06-23 06:00:00,2018-06-24 06:00:00,Biała Podlaska Al. Tysiąclecia 26,D_06_000197_001,Dzień 16h,"57,6"
lubelskie,Biała Podlaska,Biała Podlaska Al. Tysiąclecia 26,"23,130194","52,024278","Państwowy monitoring środowiska, art. 26 Poś",2018-06-23 06:00:00,2018-06-24 06:00:00,Biała Podlaska Al. Tysiąclecia 26,D_06_000197_001,Noc 8h,"54,2"
lubelskie,Biała Podlaska,Biała Podlaska Al. Tysiąclecia 26,"23,130194","52,024278","Państwowy monitoring środowiska, art. 26 Poś",2018-06-23 06:00:00,2018-06-24 06:00:00,Biała Podlaska Al. Tysiąclecia 26,D_06_000197_001,Wieczór 4h,"59,7"
lubelskie,Biała Podlaska,Biała Podlaska Al. Tysiąclecia 26,"23,130194","52,024278","Państwowy monitoring środowiska, art. 26 Poś",2018-07-11 06:00:00,2018-07-12 06:00:00,Biała Podlaska Al. Tysiąclecia 26,D_06_000197_001,Dzień 12h,"59,9"
lubelskie,Biała Podlaska,Biała Podlaska Al. Tysiąclecia 26,"23,130194","52,024278","Państwowy monitoring środowiska, art. 26 Poś",2018-07-11 06:00:00,2018-07-12 06:00:00,Biała Podlaska Al. Tysiąclecia 26,D_06_000197_001,Dzień 16h,"59,7"
lubelskie,Biała Podlaska,Biała Podlaska Al. Tysiąclecia 26,"23,130194","52,024278","Państwowy monitoring środowiska, art. 26 Poś",2018-07-11 06:00:00,2018-07-12 06:00:00,Biała Podlaska Al. Tysiąclecia 26,D_06_000197_001,Noc 8h,"52,8"
lubelskie,Biała Podlaska,Biała Podlaska Al. Tysiąclecia 26,"23,130194","52,024278","Państwowy monitoring środowiska, art. 26 Poś",2018-07-11 06:00:00,2018-07-12 06:00:00,Biała Podlaska Al. Tysiąclecia 26,D_06_000197_001,Wieczór 4h,59
lubelskie,Biała Podlaska,Biała Podlaska Al. Tysiąclecia 26,"23,130194","52,024278","Państwowy monitoring środowiska, art. 26 Poś",2018-07-14 06:00:00,2018-07-15 06:00:00,Biała Podlaska Al. Tysiąclecia 26,D_06_000197_001,Dzień 12h,"59,8"
lubelskie,Biała Podlaska,Biała Podlaska Al. Tysiąclecia 26,"23,130194","52,024278","Państwowy monitoring środowiska, art. 26 Poś",2018-07-14 06:00:00,2018-07-15 06:00:00,Biała Podlaska Al. Tysiąclecia 26,D_06_000197_001,Dzień 16h,"59,1"
lubelskie,Biała Podlaska,Biała Podlaska Al. Tysiąclecia 26,"23,130194","52,024278","Państwowy monitoring środowiska, art. 26 Poś",2018-07-14 06:00:00,2018-07-15 06:00:00,Biała Podlaska Al. Tysiąclecia 26,D_06_000197_001,Noc 8h,"52,9"
lubelskie,Biała Podlaska,Biała Podlaska Al. Tysiąclecia 26,"23,130194","52,024278","Państwowy monitoring środowiska, art. 26 Poś",2018-07-14 06:00:00,2018-07-15 06:00:00,Biała Podlaska Al. Tysiąclecia 26,D_06_000197_001,Wieczór 4h,"58,2"
lubelskie,Biała Podlaska,Biała Podlaska Al. Tysiąclecia 26,"23,130194","52,024278","Państwowy monitoring środowiska, art. 26 Poś",2018-09-05 06:00:00,2018-09-06 06:00:00,Biała Podlaska Al. Tysiąclecia 26,D_06_000197_001,Dzień 12h,"60,1"
lubelskie,Biała Podlaska,Biała Podlaska Al. Tysiąclecia 26,"23,130194","52,024278","Państwowy monitoring środowiska, art. 26 Poś",2018-09-05 06:00:00,2018-09-06 06:00:00,Biała Podlaska Al. Tysiąclecia 26,D_06_000197_001,Dzień 16h,"59,9"
lubelskie,Biała Podlaska,Biała Podlaska Al. Tysiąclecia 26,"23,130194","52,024278","Państwowy monitoring środowiska, art. 26 Poś",2018-09-05 06:00:00,2018-09-06 06:00:00,Biała Podlaska Al. Tysiąclecia 26,D_06_000197_001,Noc 8h,"53,3"
lubelskie,Biała Podlaska,Biała Podlaska Al. Tysiąclecia 26,"23,130194","52,024278","Państwowy monitoring środowiska, art. 26 Poś",2018-09-05 06:00:00,2018-09-06 06:00:00,Biała Podlaska Al. Tysiąclecia 26,D_06_000197_001,Wieczór 4h,"59,3"
lubelskie,Biała Podlaska,Biała Podlaska Al. Tysiąclecia 26,"23,130194","52,024278","Państwowy monitoring środowiska, art. 26 Poś",2018-09-06 06:00:00,2018-09-07 06:00:00,Biała Podlaska Al. Tysiąclecia 26,D_06_000197_001,Dzień 12h,"63,4"
lubelskie,Biała Podlaska,Biała Podlaska Al. Tysiąclecia 26,"23,130194","52,024278","Państwowy monitoring środowiska, art. 26 Poś",2018-09-06 06:00:00,2018-09-07 06:00:00,Biała Podlaska Al. Tysiąclecia 26,D_06_000197_001,Dzień 16h,63
lubelskie,Biała Podlaska,Biała Podlaska Al. Tysiąclecia 26,"23,130194","52,024278","Państwowy monitoring środowiska, art. 26 Poś",2018-09-06 06:00:00,2018-09-07 06:00:00,Biała Podlaska Al. Tysiąclecia 26,D_06_000197_001,Noc 8h,"56,2"
lubelskie,Biała Podlaska,Biała Podlaska Al. Tysiąclecia 26,"23,130194","52,024278","Państwowy monitoring środowiska, art. 26 Poś",2018-09-06 06:00:00,2018-09-07 06:00:00,Biała Podlaska Al. Tysiąclecia 26,D_06_000197_001,Wieczór 4h,"61,8"
lubelskie,Biała Podlaska,Biała Podlaska Al. Tysiąclecia 26,"23,130194","52,024278","Państwowy monitoring środowiska, art. 26 Poś",2018-09-08 06:00:00,2018-09-09 06:00:00,Biała Podlaska Al. Tysiąclecia 26,D_06_000197_001,Dzień 12h,"59,8"
lubelskie,Biała Podlaska,Biała Podlaska Al. Tysiąclecia 26,"23,130194","52,024278","Państwowy monitoring środowiska, art. 26 Poś",2018-09-08 06:00:00,2018-09-09 06:00:00,Biała Podlaska Al. Tysiąclecia 26,D_06_000197_001,Dzień 16h,"60,2"
lubelskie,Biała Podlaska,Biała Podlaska Al. Tysiąclecia 26,"23,130194","52,024278","Państwowy monitoring środowiska, art. 26 Poś",2018-09-08 06:00:00,2018-09-09 06:00:00,Biała Podlaska Al. Tysiąclecia 26,D_06_000197_001,Noc 8h,"56,6"
lubelskie,Biała Podlaska,Biała Podlaska Al. Tysiąclecia 26,"23,130194","52,024278","Państwowy monitoring środowiska, art. 26 Poś",2018-09-08 06:00:00,2018-09-09 06:00:00,Biała Podlaska Al. Tysiąclecia 26,D_06_000197_001,Wieczór 4h,"61,1"
lubelskie,Biała Podlaska,Biała Podlaska ul. Brzeska 55,"23,1305","52,037111","Państwowy monitoring środowiska, art. 26 Poś",2018-05-25 06:00:00,2018-05-26 06:00:00,Biała Podlaska ul. Brzeska 55,D_06_000201_001,Dzień 12h,63
lubelskie,Biała Podlaska,Biała Podlaska ul. Brzeska 55,"23,1305","52,037111","Państwowy monitoring środowiska, art. 26 Poś",2018-05-25 06:00:00,2018-05-26 06:00:00,Biała Podlaska ul. Brzeska 55,D_06_000201_001,Dzień 16h,"62,7"
lubelskie,Biała Podlaska,Biała Podlaska ul. Brzeska 55,"23,1305","52,037111","Państwowy monitoring środowiska, art. 26 Poś",2018-05-25 06:00:00,2018-05-26 06:00:00,Biała Podlaska ul. Brzeska 55,D_06_000201_001,Noc 8h,"55,2"
lubelskie,Biała Podlaska,Biała Podlaska ul. Brzeska 55,"23,1305","52,037111","Państwowy monitoring środowiska, art. 26 Poś",2018-05-25 06:00:00,2018-05-26 06:00:00,Biała Podlaska ul. Brzeska 55,D_06_000201_001,Wieczór 4h,"61,9"
lubelskie,Biała Podlaska,Biała Podlaska ul. Brzeska 55,"23,1305","52,037111","Państwowy monitoring środowiska, art. 26 Poś",2018-07-05 06:00:00,2018-07-06 06:00:00,Biała Podlaska ul. Brzeska 55,D_06_000201_001,Dzień 12h,63
lubelskie,Biała Podlaska,Biała Podlaska ul. Brzeska 55,"23,1305","52,037111","Państwowy monitoring środowiska, art. 26 Poś",2018-07-05 06:00:00,2018-07-06 06:00:00,Biała Podlaska ul. Brzeska 55,D_06_000201_001,Dzień 16h,"62,4"
lubelskie,Biała Podlaska,Biała Podlaska ul. Brzeska 55,"23,1305","52,037111","Państwowy monitoring środowiska, art. 26 Poś",2018-07-05 06:00:00,2018-07-06 06:00:00,Biała Podlaska ul. Brzeska 55,D_06_000201_001,Noc 8h,"54,3"
lubelskie,Biała Podlaska,Biała Podlaska ul. Brzeska 55,"23,1305","52,037111","Państwowy monitoring środowiska, art. 26 Poś",2018-07-05 06:00:00,2018-07-06 06:00:00,Biała Podlaska ul. Brzeska 55,D_06_000201_001,Wieczór 4h,60
lubelskie,Biała Podlaska,Biała Podlaska ul. Brzeska 55,"23,1305","52,037111","Państwowy monitoring środowiska, art. 26 Poś",2018-11-28 22:00:00,2018-11-29 22:00:00,Biała Podlaska ul. Brzeska 55,D_06_000201_001,Dzień 12h,"66,9"
lubelskie,Biała Podlaska,Biała Podlaska ul. Brzeska 55,"23,1305","52,037111","Państwowy monitoring środowiska, art. 26 Poś",2018-11-28 22:00:00,2018-11-29 22:00:00,Biała Podlaska ul. Brzeska 55,D_06_000201_001,Dzień 16h,66
lubelskie,Biała Podlaska,Biała Podlaska ul. Brzeska 55,"23,1305","52,037111","Państwowy monitoring środowiska, art. 26 Poś",2018-11-28 22:00:00,2018-11-29 22:00:00,Biała Podlaska ul. Brzeska 55,D_06_000201_001,Noc 8h,"54,6"
lubelskie,Biała Podlaska,Biała Podlaska ul. Brzeska 55,"23,1305","52,037111","Państwowy monitoring środowiska, art. 26 Poś",2018-11-28 22:00:00,2018-11-29 22:00:00,Biała Podlaska ul. Brzeska 55,D_06_000201_001,Wieczór 4h,"60,6"
lubelskie,Biała Podlaska,Biała Podlaska ul. Janowska 78 DW 812,"23,11925","52,049694","Państwowy monitoring środowiska, art. 26 Poś",2018-06-07 06:00:00,2018-06-08 06:00:00,Biała Podlaska ul. Janowska   78 DW nr  812,D_06_000203_001,Dzień 12h,"65,3"
lubelskie,Biała Podlaska,Biała Podlaska ul. Janowska 78 DW 812,"23,11925","52,049694","Państwowy monitoring środowiska, art. 26 Poś",2018-06-07 06:00:00,2018-06-08 06:00:00,Biała Podlaska ul. Janowska   78 DW nr  812,D_06_000203_001,Dzień 16h,"64,9"
lubelskie,Biała Podlaska,Biała Podlaska ul. Janowska 78 DW 812,"23,11925","52,049694","Państwowy monitoring środowiska, art. 26 Poś",2018-06-07 06:00:00,2018-06-08 06:00:00,Biała Podlaska ul. Janowska   78 DW nr  812,D_06_000203_001,Noc 8h,"56,7"
lubelskie,Biała Podlaska,Biała Podlaska ul. Janowska 78 DW 812,"23,11925","52,049694","Państwowy monitoring środowiska, art. 26 Poś",2018-06-07 06:00:00,2018-06-08 06:00:00,Biała Podlaska ul. Janowska   78 DW nr  812,D_06_000203_001,Wieczór 4h,"63,3"
lubelskie,Biała Podlaska,Biała Podlaska ul. Janowska 78 DW 812,"23,11925","52,049694","Państwowy monitoring środowiska, art. 26 Poś",2018-08-23 06:00:00,2018-08-24 06:00:00,Biała Podlaska ul. Janowska   78 DW nr  812,D_06_000203_001,Dzień 12h,"65,2"
lubelskie,Biała Podlaska,Biała Podlaska ul. Janowska 78 DW 812,"23,11925","52,049694","Państwowy monitoring środowiska, art. 26 Poś",2018-08-23 06:00:00,2018-08-24 06:00:00,Biała Podlaska ul. Janowska   78 DW nr  812,D_06_000203_001,Dzień 16h,65
lubelskie,Biała Podlaska,Biała Podlaska ul. Janowska 78 DW 812,"23,11925","52,049694","Państwowy monitoring środowiska, art. 26 Poś",2018-08-23 06:00:00,2018-08-24 06:00:00,Biała Podlaska ul. Janowska   78 DW nr  812,D_06_000203_001,Noc 8h,"58,4"
lubelskie,Biała Podlaska,Biała Podlaska ul. Janowska 78 DW 812,"23,11925","52,049694","Państwowy monitoring środowiska, art. 26 Poś",2018-08-23 06:00:00,2018-08-24 06:00:00,Biała Podlaska ul. Janowska   78 DW nr  812,D_06_000203_001,Wieczór 4h,"64,3"
lubelskie,Biała Podlaska,Biała Podlaska ul. Janowska 78 DW 812,"23,11925","52,049694","Państwowy monitoring środowiska, art. 26 Poś",2018-12-04 06:00:00,2018-12-05 06:00:00,Biała Podlaska ul. Janowska   78 DW nr  812,D_06_000203_001,Dzień 12h,"67,1"
lubelskie,Biała Podlaska,Biała Podlaska ul. Janowska 78 DW 812,"23,11925","52,049694","Państwowy monitoring środowiska, art. 26 Poś",2018-12-04 06:00:00,2018-12-05 06:00:00,Biała Podlaska ul. Janowska   78 DW nr  812,D_06_000203_001,Dzień 16h,"66,6"
lubelskie,Biała Podlaska,Biała Podlaska ul. Janowska 78 DW 812,"23,11925","52,049694","Państwowy monitoring środowiska, art. 26 Poś",2018-12-04 06:00:00,2018-12-05 06:00:00,Biała Podlaska ul. Janowska   78 DW nr  812,D_06_000203_001,Noc 8h,"57,1"
lubelskie,Biała Podlaska,Biała Podlaska ul. Janowska 78 DW 812,"23,11925","52,049694","Państwowy monitoring środowiska, art. 26 Poś",2018-12-04 06:00:00,2018-12-05 06:00:00,Biała Podlaska ul. Janowska   78 DW nr  812,D_06_000203_001,Wieczór 4h,"64,5"
lubelskie,Biała Podlaska,Biała Podlaska ul. Lubelska28,"23,108694","52,011694","Państwowy monitoring środowiska, art. 26 Poś",2018-05-22 06:00:00,2018-05-23 06:00:00,Biała Podlaska ul. Lubelska 28,D_06_000202_001,Dzień 12h,"64,2"
lubelskie,Biała Podlaska,Biała Podlaska ul. Lubelska28,"23,108694","52,011694","Państwowy monitoring środowiska, art. 26 Poś",2018-05-22 06:00:00,2018-05-23 06:00:00,Biała Podlaska ul. Lubelska 28,D_06_000202_001,Dzień 16h,"63,8"
lubelskie,Biała Podlaska,Biała Podlaska ul. Lubelska28,"23,108694","52,011694","Państwowy monitoring środowiska, art. 26 Poś",2018-05-22 06:00:00,2018-05-23 06:00:00,Biała Podlaska ul. Lubelska 28,D_06_000202_001,Noc 8h,"57,9"
lubelskie,Biała Podlaska,Biała Podlaska ul. Lubelska28,"23,108694","52,011694","Państwowy monitoring środowiska, art. 26 Poś",2018-05-22 06:00:00,2018-05-23 06:00:00,Biała Podlaska ul. Lubelska 28,D_06_000202_001,Wieczór 4h,"62,4"
lubelskie,Biała Podlaska,Biała Podlaska ul. Lubelska28,"23,108694","52,011694","Państwowy monitoring środowiska, art. 26 Poś",2018-08-29 06:00:00,2018-08-30 06:00:00,Biała Podlaska ul. Lubelska 28,D_06_000202_001,Dzień 12h,"64,5"
lubelskie,Biała Podlaska,Biała Podlaska ul. Lubelska28,"23,108694","52,011694","Państwowy monitoring środowiska, art. 26 Poś",2018-08-29 06:00:00,2018-08-30 06:00:00,Biała Podlaska ul. Lubelska 28,D_06_000202_001,Dzień 16h,"64,2"
lubelskie,Biała Podlaska,Biała Podlaska ul. Lubelska28,"23,108694","52,011694","Państwowy monitoring środowiska, art. 26 Poś",2018-08-29 06:00:00,2018-08-30 06:00:00,Biała Podlaska ul. Lubelska 28,D_06_000202_001,Noc 8h,"58,1"
lubelskie,Biała Podlaska,Biała Podlaska ul. Lubelska28,"23,108694","52,011694","Państwowy monitoring środowiska, art. 26 Poś",2018-08-29 06:00:00,2018-08-30 06:00:00,Biała Podlaska ul. Lubelska 28,D_06_000202_001,Wieczór 4h,"63,2"
lubelskie,Biała Podlaska,Biała Podlaska ul. Lubelska28,"23,108694","52,011694","Państwowy monitoring środowiska, art. 26 Poś",2018-11-27 06:00:00,2018-11-28 06:00:00,Biała Podlaska ul. Lubelska 28,D_06_000202_001,Dzień 12h,"66,5"
lubelskie,Biała Podlaska,Biała Podlaska ul. Lubelska28,"23,108694","52,011694","Państwowy monitoring środowiska, art. 26 Poś",2018-11-27 06:00:00,2018-11-28 06:00:00,Biała Podlaska ul. Lubelska 28,D_06_000202_001,Dzień 16h,"65,8"
lubelskie,Biała Podlaska,Biała Podlaska ul. Lubelska28,"23,108694","52,011694","Państwowy monitoring środowiska, art. 26 Poś",2018-11-27 06:00:00,2018-11-28 06:00:00,Biała Podlaska ul. Lubelska 28,D_06_000202_001,Noc 8h,"58,4"
lubelskie,Biała Podlaska,Biała Podlaska ul. Lubelska28,"23,108694","52,011694","Państwowy monitoring środowiska, art. 26 Poś",2018-11-27 06:00:00,2018-11-28 06:00:00,Biała Podlaska ul. Lubelska 28,D_06_000202_001,Wieczór 4h,"62,5"
lubelskie,Biała Podlaska,Biała Podlaska ul. Narutowicza 48,"23,123944","52,033611","Państwowy monitoring środowiska, art. 26 Poś",2018-05-24 06:00:00,2018-05-25 06:00:00,Biała Podlaska ul. Narutowicza 48,D_06_000200_001,Dzień 12h,"66,2"
lubelskie,Biała Podlaska,Biała Podlaska ul. Narutowicza 48,"23,123944","52,033611","Państwowy monitoring środowiska, art. 26 Poś",2018-05-24 06:00:00,2018-05-25 06:00:00,Biała Podlaska ul. Narutowicza 48,D_06_000200_001,Dzień 16h,"65,7"
lubelskie,Biała Podlaska,Biała Podlaska ul. Narutowicza 48,"23,123944","52,033611","Państwowy monitoring środowiska, art. 26 Poś",2018-05-24 06:00:00,2018-05-25 06:00:00,Biała Podlaska ul. Narutowicza 48,D_06_000200_001,Noc 8h,"58,8"
lubelskie,Biała Podlaska,Biała Podlaska ul. Narutowicza 48,"23,123944","52,033611","Państwowy monitoring środowiska, art. 26 Poś",2018-05-24 06:00:00,2018-05-25 06:00:00,Biała Podlaska ul. Narutowicza 48,D_06_000200_001,Wieczór 4h,"64,2"
