Województwo,Miejscowość,Kod punktu pomiarowego,Nazwa punktu pomiarowego,Współrz. pp WGS84 (dł. geogr.),Współrz. pp WGS84 (szer. geogr.),Cel pomiaru,Data rozpoczęcia,Data zakończenia,Nazwa odcinka drogi,Czas odniesienia,Laeq po korekcie [dB]
lubuskie,Konotop,D_08_000153_003,P1 Konotop_1,"15,906889","51,935111","Państwowy monitoring środowiska, art. 26 Poś",2022-03-16 22:00:00,2022-10-17 22:00:00,"Droga wojewódzka nr 315, Konotop_1",Dzień 16h,"63,3"
lubuskie,Konotop,D_08_000153_003,P1 Konotop_1,"15,906889","51,935111","Państwowy monitoring środowiska, art. 26 Poś",2022-03-16 22:00:00,2022-10-17 22:00:00,"Droga wojewódzka nr 315, Konotop_1",Dzień 16h,"63,5"
lubuskie,Konotop,D_08_000153_003,P1 Konotop_1,"15,906889","51,935111","Państwowy monitoring środowiska, art. 26 Poś",2022-03-16 22:00:00,2022-10-17 22:00:00,"Droga wojewódzka nr 315, Konotop_1",Dzień 16h,"63,8"
lubuskie,Konotop,D_08_000153_003,P1 Konotop_1,"15,906889","51,935111","Państwowy monitoring środowiska, art. 26 Poś",2022-03-16 22:00:00,2022-10-17 22:00:00,"Droga wojewódzka nr 315, Konotop_1",Noc 8h,"51,2"
lubuskie,Konotop,D_08_000153_003,P1 Konotop_1,"15,906889","51,935111","Państwowy monitoring środowiska, art. 26 Poś",2022-03-16 22:00:00,2022-10-17 22:00:00,"Droga wojewódzka nr 315, Konotop_1",Noc 8h,"52,4"
lubuskie,Konotop,D_08_000153_003,P1 Konotop_1,"15,906889","51,935111","Państwowy monitoring środowiska, art. 26 Poś",2022-03-16 22:00:00,2022-10-17 22:00:00,"Droga wojewódzka nr 315, Konotop_1",Noc 8h,"54,6"
lubuskie,Konotop,D_08_000153_003,P1 Konotop_1,"15,906889","51,935111","Państwowy monitoring środowiska, art. 26 Poś",2022-03-16 22:00:00,2022-10-17 22:00:00,"Droga wojewódzka nr 315, Konotop_1",Noc 8h,55
lubuskie,Konotop,D_08_000153_003,P1 Konotop_1,"15,906889","51,935111","Państwowy monitoring środowiska, art. 26 Poś",2022-03-16 22:00:00,2022-10-17 22:00:00,"Droga wojewódzka nr 315, Konotop_1",Noc 8h,"55,1"
lubuskie,Konotop,D_08_000153_003,P1 Konotop_1,"15,906889","51,935111","Państwowy monitoring środowiska, art. 26 Poś",2022-03-16 22:00:00,2022-10-17 22:00:00,"Droga wojewódzka nr 315, Konotop_1",Noc 8h,"55,6"
lubuskie,Konotop,D_08_000153_003,P1 Konotop_1,"15,906889","51,935111","Państwowy monitoring środowiska, art. 26 Poś",2022-03-16 22:00:00,2022-10-17 22:00:00,"Droga wojewódzka nr 315, Konotop_1",Noc 8h,"56,5"
lubuskie,Konotop,D_08_000153_003,P1 Konotop_1,"15,906889","51,935111","Państwowy monitoring środowiska, art. 26 Poś",2022-03-16 22:00:00,2022-10-17 22:00:00,"Droga wojewódzka nr 315, Konotop_1",Noc 8h,"56,9"
lubuskie,Konotop,D_08_000153_003,P1 Konotop_1,"15,906889","51,935111","Państwowy monitoring środowiska, art. 26 Poś",2022-03-16 22:00:00,2022-10-17 22:00:00,"Droga wojewódzka nr 315, Konotop_1",Wieczór 4h,"60,2"
lubuskie,Konotop,D_08_000153_003,P1 Konotop_1,"15,906889","51,935111","Państwowy monitoring środowiska, art. 26 Poś",2022-03-16 22:00:00,2022-10-17 22:00:00,"Droga wojewódzka nr 315, Konotop_1",Wieczór 4h,"60,4"
lubuskie,Konotop,D_08_000153_003,P1 Konotop_1,"15,906889","51,935111","Państwowy monitoring środowiska, art. 26 Poś",2022-03-16 22:00:00,2022-10-17 22:00:00,"Droga wojewódzka nr 315, Konotop_1",Wieczór 4h,"60,6"
lubuskie,Konotop,D_08_000153_003,P1 Konotop_1,"15,906889","51,935111","Państwowy monitoring środowiska, art. 26 Poś",2022-03-16 22:00:00,2022-10-17 22:00:00,"Droga wojewódzka nr 315, Konotop_1",Wieczór 4h,"60,7"
lubuskie,Konotop,D_08_000153_003,P1 Konotop_1,"15,906889","51,935111","Państwowy monitoring środowiska, art. 26 Poś",2022-03-16 22:00:00,2022-10-17 22:00:00,"Droga wojewódzka nr 315, Konotop_1",Wieczór 4h,"60,8"
lubuskie,Konotop,D_08_000153_003,P1 Konotop_1,"15,906889","51,935111","Państwowy monitoring środowiska, art. 26 Poś",2022-03-16 22:00:00,2022-10-17 22:00:00,"Droga wojewódzka nr 315, Konotop_1",Wieczór 4h,"60,9"
lubuskie,Konotop,D_08_000153_003,P1 Konotop_1,"15,906889","51,935111","Państwowy monitoring środowiska, art. 26 Poś",2022-03-16 22:00:00,2022-10-17 22:00:00,"Droga wojewódzka nr 315, Konotop_1",Wieczór 4h,"61,5"
lubuskie,Konotop,D_08_000153_003,P1 Konotop_1,"15,906889","51,935111","Państwowy monitoring środowiska, art. 26 Poś",2022-03-16 22:00:00,2022-10-17 22:00:00,"Droga wojewódzka nr 315, Konotop_1",Wieczór 4h,"61,8"
lubuskie,Konotop,D_08_000153_003,P1 Konotop_1,"15,906889","51,935111","Państwowy monitoring środowiska, art. 26 Poś",2022-03-16 22:00:00,2022-10-17 22:00:00,"Droga wojewódzka nr 315, Konotop_1",Wieczór 4h,62
lubuskie,Lubieszów,D_08_000147_001,P1 Lubieszów,"15,659611","51,791278","Państwowy monitoring środowiska, art. 26 Poś",2022-08-10 22:00:00,2022-08-11 22:00:00,"Droga wojewódzka nr 297, m. Lubieszów",Dzień 16h,"67,9"
lubuskie,Lubieszów,D_08_000147_001,P1 Lubieszów,"15,659611","51,791278","Państwowy monitoring środowiska, art. 26 Poś",2022-08-10 22:00:00,2022-08-11 22:00:00,"Droga wojewódzka nr 297, m. Lubieszów",Noc 8h,62
lubuskie,Ośno Lubuskie,D_08_000151_002,P1 Kopernika,"14,871972","52,453472","Państwowy monitoring środowiska, art. 26 Poś",2022-12-07 22:00:00,2022-12-08 22:00:00,Ośno lubuskie_ Kopernika,Dzień 16h,"65,8"
lubuskie,Ośno Lubuskie,D_08_000151_002,P1 Kopernika,"14,871972","52,453472","Państwowy monitoring środowiska, art. 26 Poś",2022-12-07 22:00:00,2022-12-08 22:00:00,Ośno lubuskie_ Kopernika,Noc 8h,"57,3"
lubuskie,Ośno Lubuskie,D_08_000152_001,P1 Kościuszki,"14,876167","52,457722","Państwowy monitoring środowiska, art. 26 Poś",2022-12-12 06:00:00,2022-12-13 06:00:00,Ośno lubuskie Kościuszki,Dzień 16h,"57,4"
lubuskie,Ośno Lubuskie,D_08_000152_001,P1 Kościuszki,"14,876167","52,457722","Państwowy monitoring środowiska, art. 26 Poś",2022-12-12 06:00:00,2022-12-13 06:00:00,Ośno lubuskie Kościuszki,Noc 8h,"53,5"
lubuskie,Podbrzezie Dolne,D_08_000154_001,P1 Podbrzezie Dolne,"15,606472","51,756083","Państwowy monitoring środowiska, art. 26 Poś",2022-05-04 22:00:00,2022-10-10 22:00:00,"Droga wojewódzka nr 297, m. Podbrzezie Dolne",Dzień 12h,"64,5"
lubuskie,Podbrzezie Dolne,D_08_000154_001,P1 Podbrzezie Dolne,"15,606472","51,756083","Państwowy monitoring środowiska, art. 26 Poś",2022-05-04 22:00:00,2022-10-10 22:00:00,"Droga wojewódzka nr 297, m. Podbrzezie Dolne",Dzień 12h,"65,1"
lubuskie,Podbrzezie Dolne,D_08_000154_001,P1 Podbrzezie Dolne,"15,606472","51,756083","Państwowy monitoring środowiska, art. 26 Poś",2022-05-04 22:00:00,2022-10-10 22:00:00,"Droga wojewódzka nr 297, m. Podbrzezie Dolne",Dzień 12h,"67,7"
lubuskie,Podbrzezie Dolne,D_08_000154_001,P1 Podbrzezie Dolne,"15,606472","51,756083","Państwowy monitoring środowiska, art. 26 Poś",2022-05-04 22:00:00,2022-10-10 22:00:00,"Droga wojewódzka nr 297, m. Podbrzezie Dolne",Dzień 12h,"67,9"
lubuskie,Podbrzezie Dolne,D_08_000154_001,P1 Podbrzezie Dolne,"15,606472","51,756083","Państwowy monitoring środowiska, art. 26 Poś",2022-05-04 22:00:00,2022-10-10 22:00:00,"Droga wojewódzka nr 297, m. Podbrzezie Dolne",Dzień 12h,"68,1"
lubuskie,Podbrzezie Dolne,D_08_000154_001,P1 Podbrzezie Dolne,"15,606472","51,756083","Państwowy monitoring środowiska, art. 26 Poś",2022-05-04 22:00:00,2022-10-10 22:00:00,"Droga wojewódzka nr 297, m. Podbrzezie Dolne",Dzień 12h,"68,3"
lubuskie,Podbrzezie Dolne,D_08_000154_001,P1 Podbrzezie Dolne,"15,606472","51,756083","Państwowy monitoring środowiska, art. 26 Poś",2022-05-04 22:00:00,2022-10-10 22:00:00,"Droga wojewódzka nr 297, m. Podbrzezie Dolne",Dzień 12h,"68,4"
lubuskie,Podbrzezie Dolne,D_08_000154_001,P1 Podbrzezie Dolne,"15,606472","51,756083","Państwowy monitoring środowiska, art. 26 Poś",2022-05-04 22:00:00,2022-10-10 22:00:00,"Droga wojewódzka nr 297, m. Podbrzezie Dolne",Dzień 16h,"64,8"
lubuskie,Podbrzezie Dolne,D_08_000154_001,P1 Podbrzezie Dolne,"15,606472","51,756083","Państwowy monitoring środowiska, art. 26 Poś",2022-05-04 22:00:00,2022-10-10 22:00:00,"Droga wojewódzka nr 297, m. Podbrzezie Dolne",Dzień 16h,"64,9"
lubuskie,Podbrzezie Dolne,D_08_000154_001,P1 Podbrzezie Dolne,"15,606472","51,756083","Państwowy monitoring środowiska, art. 26 Poś",2022-05-04 22:00:00,2022-10-10 22:00:00,"Droga wojewódzka nr 297, m. Podbrzezie Dolne",Dzień 16h,"65,5"
lubuskie,Podbrzezie Dolne,D_08_000154_001,P1 Podbrzezie Dolne,"15,606472","51,756083","Państwowy monitoring środowiska, art. 26 Poś",2022-05-04 22:00:00,2022-10-10 22:00:00,"Droga wojewódzka nr 297, m. Podbrzezie Dolne",Dzień 16h,"67,3"
lubuskie,Podbrzezie Dolne,D_08_000154_001,P1 Podbrzezie Dolne,"15,606472","51,756083","Państwowy monitoring środowiska, art. 26 Poś",2022-05-04 22:00:00,2022-10-10 22:00:00,"Droga wojewódzka nr 297, m. Podbrzezie Dolne",Dzień 16h,"67,6"
lubuskie,Podbrzezie Dolne,D_08_000154_001,P1 Podbrzezie Dolne,"15,606472","51,756083","Państwowy monitoring środowiska, art. 26 Poś",2022-05-04 22:00:00,2022-10-10 22:00:00,"Droga wojewódzka nr 297, m. Podbrzezie Dolne",Dzień 16h,"67,8"
lubuskie,Podbrzezie Dolne,D_08_000154_001,P1 Podbrzezie Dolne,"15,606472","51,756083","Państwowy monitoring środowiska, art. 26 Poś",2022-05-04 22:00:00,2022-10-10 22:00:00,"Droga wojewódzka nr 297, m. Podbrzezie Dolne",Dzień 16h,68
lubuskie,Podbrzezie Dolne,D_08_000154_001,P1 Podbrzezie Dolne,"15,606472","51,756083","Państwowy monitoring środowiska, art. 26 Poś",2022-05-04 22:00:00,2022-10-10 22:00:00,"Droga wojewódzka nr 297, m. Podbrzezie Dolne",Dzień 16h,"68,1"
lubuskie,Podbrzezie Dolne,D_08_000154_001,P1 Podbrzezie Dolne,"15,606472","51,756083","Państwowy monitoring środowiska, art. 26 Poś",2022-05-04 22:00:00,2022-10-10 22:00:00,"Droga wojewódzka nr 297, m. Podbrzezie Dolne",Noc 8h,60
lubuskie,Podbrzezie Dolne,D_08_000154_001,P1 Podbrzezie Dolne,"15,606472","51,756083","Państwowy monitoring środowiska, art. 26 Poś",2022-05-04 22:00:00,2022-10-10 22:00:00,"Droga wojewódzka nr 297, m. Podbrzezie Dolne",Noc 8h,"60,4"
lubuskie,Podbrzezie Dolne,D_08_000154_001,P1 Podbrzezie Dolne,"15,606472","51,756083","Państwowy monitoring środowiska, art. 26 Poś",2022-05-04 22:00:00,2022-10-10 22:00:00,"Droga wojewódzka nr 297, m. Podbrzezie Dolne",Noc 8h,"61,5"
lubuskie,Podbrzezie Dolne,D_08_000154_001,P1 Podbrzezie Dolne,"15,606472","51,756083","Państwowy monitoring środowiska, art. 26 Poś",2022-05-04 22:00:00,2022-10-10 22:00:00,"Droga wojewódzka nr 297, m. Podbrzezie Dolne",Noc 8h,"61,8"
lubuskie,Podbrzezie Dolne,D_08_000154_001,P1 Podbrzezie Dolne,"15,606472","51,756083","Państwowy monitoring środowiska, art. 26 Poś",2022-05-04 22:00:00,2022-10-10 22:00:00,"Droga wojewódzka nr 297, m. Podbrzezie Dolne",Noc 8h,"61,9"
lubuskie,Podbrzezie Dolne,D_08_000154_001,P1 Podbrzezie Dolne,"15,606472","51,756083","Państwowy monitoring środowiska, art. 26 Poś",2022-05-04 22:00:00,2022-10-10 22:00:00,"Droga wojewódzka nr 297, m. Podbrzezie Dolne",Noc 8h,"62,3"
lubuskie,Podbrzezie Dolne,D_08_000154_001,P1 Podbrzezie Dolne,"15,606472","51,756083","Państwowy monitoring środowiska, art. 26 Poś",2022-05-04 22:00:00,2022-10-10 22:00:00,"Droga wojewódzka nr 297, m. Podbrzezie Dolne",Noc 8h,"62,5"
lubuskie,Podbrzezie Dolne,D_08_000154_001,P1 Podbrzezie Dolne,"15,606472","51,756083","Państwowy monitoring środowiska, art. 26 Poś",2022-05-04 22:00:00,2022-10-10 22:00:00,"Droga wojewódzka nr 297, m. Podbrzezie Dolne",Wieczór 4h,"65,5"
lubuskie,Podbrzezie Dolne,D_08_000154_001,P1 Podbrzezie Dolne,"15,606472","51,756083","Państwowy monitoring środowiska, art. 26 Poś",2022-05-04 22:00:00,2022-10-10 22:00:00,"Droga wojewódzka nr 297, m. Podbrzezie Dolne",Wieczór 4h,"65,6"
lubuskie,Podbrzezie Dolne,D_08_000154_001,P1 Podbrzezie Dolne,"15,606472","51,756083","Państwowy monitoring środowiska, art. 26 Poś",2022-05-04 22:00:00,2022-10-10 22:00:00,"Droga wojewódzka nr 297, m. Podbrzezie Dolne",Wieczór 4h,"65,8"
lubuskie,Podbrzezie Dolne,D_08_000154_001,P1 Podbrzezie Dolne,"15,606472","51,756083","Państwowy monitoring środowiska, art. 26 Poś",2022-05-04 22:00:00,2022-10-10 22:00:00,"Droga wojewódzka nr 297, m. Podbrzezie Dolne",Wieczór 4h,"66,1"
lubuskie,Podbrzezie Dolne,D_08_000154_001,P1 Podbrzezie Dolne,"15,606472","51,756083","Państwowy monitoring środowiska, art. 26 Poś",2022-05-04 22:00:00,2022-10-10 22:00:00,"Droga wojewódzka nr 297, m. Podbrzezie Dolne",Wieczór 4h,"66,3"
lubuskie,Podbrzezie Dolne,D_08_000154_001,P1 Podbrzezie Dolne,"15,606472","51,756083","Państwowy monitoring środowiska, art. 26 Poś",2022-05-04 22:00:00,2022-10-10 22:00:00,"Droga wojewódzka nr 297, m. Podbrzezie Dolne",Wieczór 4h,"66,4"
lubuskie,Podbrzezie Dolne,D_08_000154_001,P1 Podbrzezie Dolne,"15,606472","51,756083","Państwowy monitoring środowiska, art. 26 Poś",2022-05-04 22:00:00,2022-10-10 22:00:00,"Droga wojewódzka nr 297, m. Podbrzezie Dolne",Wieczór 4h,"66,6"
lubuskie,Podbrzezie Dolne,D_08_000154_001,P1 Podbrzezie Dolne,"15,606472","51,756083","Państwowy monitoring środowiska, art. 26 Poś",2022-05-04 22:00:00,2022-10-10 22:00:00,"Droga wojewódzka nr 297, m. Podbrzezie Dolne",Wieczór 4h,"66,7"
lubuskie,Podbrzezie Dolne,D_08_000154_001,P1 Podbrzezie Dolne,"15,606472","51,756083","Państwowy monitoring środowiska, art. 26 Poś",2022-05-04 22:00:00,2022-10-10 22:00:00,"Droga wojewódzka nr 297, m. Podbrzezie Dolne",Wieczór 4h,"67,1"
lubuskie,Sławocin,D_08_000146_001,P1 Sławocin,"16,002056","51,978694","Państwowy monitoring środowiska, art. 26 Poś",2022-10-26 22:00:00,2022-10-27 22:00:00,"Droga wojewódzka nr 315, m. Sławocin",Dzień 16h,"63,1"
lubuskie,Sławocin,D_08_000146_001,P1 Sławocin,"16,002056","51,978694","Państwowy monitoring środowiska, art. 26 Poś",2022-10-26 22:00:00,2022-10-27 22:00:00,"Droga wojewódzka nr 315, m. Sławocin",Noc 8h,"55,9"
lubuskie,Wrociszów,D_08_000149_001,P1 Wrociszów,"15,650778","51,784194","Państwowy monitoring środowiska, art. 26 Poś",2022-08-16 22:00:00,2022-08-17 22:00:00,"Droga wojewódzka nr 297, m. Wrociszów",Dzień 16h,"66,1"
lubuskie,Wrociszów,D_08_000149_001,P1 Wrociszów,"15,650778","51,784194","Państwowy monitoring środowiska, art. 26 Poś",2022-08-16 22:00:00,2022-08-17 22:00:00,"Droga wojewódzka nr 297, m. Wrociszów",Noc 8h,"60,5"
lubuskie,Zielona Góra,D_08_000135_001,D01 Trasa Północna,"15,515072","51,959408",Pomiar wykonany w ramach mapy akustycznej,2022-01-24 18:30:00,2022-01-25 18:30:00,"DK32, Zielona Góra",Dzień 16h,"72,3"
lubuskie,Zielona Góra,D_08_000135_001,D01 Trasa Północna,"15,515072","51,959408",Pomiar wykonany w ramach mapy akustycznej,2022-01-24 18:30:00,2022-01-25 18:30:00,"DK32, Zielona Góra",Noc 8h,"66,8"
lubuskie,Zielona Góra,D_08_000136_001,D02 Sulechowska,"15,519683","51,952156",Pomiar wykonany w ramach mapy akustycznej,2022-01-17 19:30:00,2022-01-18 19:30:00,"Droga powiatowa nr 1186F, Zielona Góra",Dzień 16h,"68,7"
lubuskie,Zielona Góra,D_08_000136_001,D02 Sulechowska,"15,519683","51,952156",Pomiar wykonany w ramach mapy akustycznej,2022-01-17 19:30:00,2022-01-18 19:30:00,"Droga powiatowa nr 1186F, Zielona Góra",Noc 8h,"60,6"
lubuskie,Zielona Góra,D_08_000137_001,D03 Wrocławska,"15,525489","51,932231",Pomiar wykonany w ramach mapy akustycznej,2022-01-17 17:02:00,2022-01-18 17:02:00,DW282 Zielona Góra,Dzień 16h,68
lubuskie,Zielona Góra,D_08_000137_001,D03 Wrocławska,"15,525489","51,932231",Pomiar wykonany w ramach mapy akustycznej,2022-01-17 17:02:00,2022-01-18 17:02:00,DW282 Zielona Góra,Noc 8h,"60,3"
lubuskie,Zielona Góra,D_08_000138_001,D04 Al Wojska Polskiego,"15,503339","51,940506",Pomiar wykonany w ramach mapy akustycznej,2022-01-17 18:00:00,2022-01-18 18:00:00,"Droga powiatowa nr 4423F, Zielona Góra D04",Dzień 16h,"65,1"
lubuskie,Zielona Góra,D_08_000138_001,D04 Al Wojska Polskiego,"15,503339","51,940506",Pomiar wykonany w ramach mapy akustycznej,2022-01-17 18:00:00,2022-01-18 18:00:00,"Droga powiatowa nr 4423F, Zielona Góra D04",Noc 8h,"57,4"
lubuskie,Zielona Góra,D_08_000139_001,D05 Kożuchowska,"15,507603","51,921386",Pomiar wykonany w ramach mapy akustycznej,2022-01-24 16:30:00,2022-01-25 16:30:00,DW283 Zielona Góra,Dzień 16h,"62,3"
lubuskie,Zielona Góra,D_08_000139_001,D05 Kożuchowska,"15,507603","51,921386",Pomiar wykonany w ramach mapy akustycznej,2022-01-24 16:30:00,2022-01-25 16:30:00,DW283 Zielona Góra,Noc 8h,"54,2"
lubuskie,Zielona Góra,D_08_000140_001,D06 Al. Wojska Polskiego,"15,476431","51,939042",Pomiar wykonany w ramach mapy akustycznej,2022-01-17 18:30:00,2022-01-18 18:30:00,"Droga powiatowa nr 4423F, Zielona Góra D06",Dzień 16h,"64,2"
lubuskie,Zielona Góra,D_08_000140_001,D06 Al. Wojska Polskiego,"15,476431","51,939042",Pomiar wykonany w ramach mapy akustycznej,2022-01-17 18:30:00,2022-01-18 18:30:00,"Droga powiatowa nr 4423F, Zielona Góra D06",Noc 8h,"56,9"
lubuskie,Zielona Góra,D_08_000141_001,D07 Batorego,"15,500753","51,950378",Pomiar wykonany w ramach mapy akustycznej,2022-01-17 19:00:00,2022-01-18 19:00:00,"Droga powiatowa nr 4402F, Zielona Góra",Dzień 16h,"66,2"
lubuskie,Zielona Góra,D_08_000141_001,D07 Batorego,"15,500753","51,950378",Pomiar wykonany w ramach mapy akustycznej,2022-01-17 19:00:00,2022-01-18 19:00:00,"Droga powiatowa nr 4402F, Zielona Góra",Noc 8h,"59,1"
lubuskie,Zielona Góra,D_08_000142_001,D08 Zjednoczenia,"15,490497","51,946397",Pomiar wykonany w ramach mapy akustycznej,2022-01-17 19:00:00,2022-01-18 19:00:00,"DW280, Zielona Góra",Dzień 16h,"67,1"
lubuskie,Zielona Góra,D_08_000142_001,D08 Zjednoczenia,"15,490497","51,946397",Pomiar wykonany w ramach mapy akustycznej,2022-01-17 19:00:00,2022-01-18 19:00:00,"DW280, Zielona Góra",Noc 8h,"58,9"
lubuskie,Zielona Góra,D_08_000143_001,D09 Al. Konst 3 Maja,"15,503422","51,935408",Pomiar wykonany w ramach mapy akustycznej,2022-01-17 17:30:00,2022-01-18 17:30:00,DW282 Zielona Góra D09,Dzień 16h,"67,5"
lubuskie,Zielona Góra,D_08_000143_001,D09 Al. Konst 3 Maja,"15,503422","51,935408",Pomiar wykonany w ramach mapy akustycznej,2022-01-17 17:30:00,2022-01-18 17:30:00,DW282 Zielona Góra D09,Noc 8h,"60,2"
lubuskie,Zielona Góra,D_08_000144_001,"D10, Szosa Kisielińska","15,551472","51,938369",Pomiar wykonany w ramach mapy akustycznej,2022-01-24 19:00:00,2022-01-25 19:00:00,Droga gminna nr 104558F Zielona Góra,Dzień 16h,"67,1"
lubuskie,Zielona Góra,D_08_000144_001,"D10, Szosa Kisielińska","15,551472","51,938369",Pomiar wykonany w ramach mapy akustycznej,2022-01-24 19:00:00,2022-01-25 19:00:00,Droga gminna nr 104558F Zielona Góra,Noc 8h,"59,3"
lubuskie,Zielona Góra,D_08_000145_001,D11 Zielona Góra,"15,549919","51,93405",Pomiar wykonany w ramach mapy akustycznej,2022-01-25 10:00:00,2022-01-26 10:00:00,"S3, Zielona Góra",Dzień 16h,78
lubuskie,Zielona Góra,D_08_000145_001,D11 Zielona Góra,"15,549919","51,93405",Pomiar wykonany w ramach mapy akustycznej,2022-01-25 10:00:00,2022-01-26 10:00:00,"S3, Zielona Góra",Noc 8h,"73,7"
mazowieckie,,D_14_000506_001,"P1 - pomiar na tarasie budynku, ul. Marcepanowa 42","21,087617","52,149636",Inny,2022-10-27 06:00:00,2022-10-28 06:00:00,droga S2 (obwodnica Warszawy),Dzień 16h,"60,9"
mazowieckie,,D_14_000506_001,"P1 - pomiar na tarasie budynku, ul. Marcepanowa 42","21,087617","52,149636",Inny,2022-10-27 06:00:00,2022-10-28 06:00:00,droga S2 (obwodnica Warszawy),Noc 8h,"57,2"
mazowieckie,,D_14_000506_002,P1 - na balkonie budynku Ruczaj 82A,"21,111858","52,154522",Inny,2022-10-20 06:00:00,2022-10-21 06:00:00,droga S2 (obwodnica Warszawy),Dzień 16h,"63,8"
mazowieckie,,D_14_000506_002,P1 - na balkonie budynku Ruczaj 82A,"21,111858","52,154522",Inny,2022-10-20 06:00:00,2022-10-21 06:00:00,droga S2 (obwodnica Warszawy),Noc 8h,"57,8"
mazowieckie,,D_14_000508_002,PP058 - ul. Jakubowska 14 w Warszawie,"21,048292","52,236972",Inny,2022-07-06 06:40:00,2022-07-07 06:00:00,al. Księcia Józefa Poniatowskiego w Warszawie,Dzień 16h,"61,7"
mazowieckie,,D_14_000508_002,PP058 - ul. Jakubowska 14 w Warszawie,"21,048292","52,236972",Inny,2022-07-06 06:40:00,2022-07-07 06:00:00,al. Księcia Józefa Poniatowskiego w Warszawie,Noc 8h,54
mazowieckie,,D_14_000516_002,D01 - ul. F. Hynka w Warszawie,"20,971964","52,18585",Pomiar wykonany w ramach mapy akustycznej,2022-02-23 16:00:00,2022-02-24 16:00:00,odcinek DK79 w Warszawie,Dzień 16h,"72,3"
mazowieckie,,D_14_000516_002,D01 - ul. F. Hynka w Warszawie,"20,971964","52,18585",Pomiar wykonany w ramach mapy akustycznej,2022-02-23 16:00:00,2022-02-24 16:00:00,odcinek DK79 w Warszawie,Noc 8h,"67,7"
mazowieckie,,D_14_000517_002,D02 - ul. Marynarska 15 w Warszawie,"20,9988","52,178669",Pomiar wykonany w ramach mapy akustycznej,2022-02-21 15:00:00,2022-02-22 15:00:00,odcinek DP162072316,Dzień 16h,68
mazowieckie,,D_14_000517_002,D02 - ul. Marynarska 15 w Warszawie,"20,9988","52,178669",Pomiar wykonany w ramach mapy akustycznej,2022-02-21 15:00:00,2022-02-22 15:00:00,odcinek DP162072316,Noc 8h,"63,2"
mazowieckie,,D_14_000518_003,D03 - ul. Puławska w Warszawie,"21,017867","52,158564",Pomiar wykonany w ramach mapy akustycznej,2022-03-07 12:00:00,2022-03-08 12:00:00,odcinek DK2 (E30) - ul. Puławska,Dzień 16h,"73,3"
mazowieckie,,D_14_000518_003,D03 - ul. Puławska w Warszawie,"21,017867","52,158564",Pomiar wykonany w ramach mapy akustycznej,2022-03-07 12:00:00,2022-03-08 12:00:00,odcinek DK2 (E30) - ul. Puławska,Noc 8h,"67,4"
mazowieckie,,D_14_000519_003,D04 - Al. Komisji Edukacji Narodowej w Warszawie,"21,029786","52,159344",Pomiar wykonany w ramach mapy akustycznej,2022-02-21 16:00:00,2022-02-22 16:00:00,odcinek DP 5556W w Warszawie - Al. KEN,Dzień 16h,"66,4"
mazowieckie,,D_14_000519_003,D04 - Al. Komisji Edukacji Narodowej w Warszawie,"21,029786","52,159344",Pomiar wykonany w ramach mapy akustycznej,2022-02-21 16:00:00,2022-02-22 16:00:00,odcinek DP 5556W w Warszawie - Al. KEN,Noc 8h,"58,6"
mazowieckie,,D_14_000520_002,D05 - ul. Egejska 7A w Warszawie,"21,058725","52,178628",Pomiar wykonany w ramach mapy akustycznej,2022-02-21 17:00:00,2022-02-22 17:00:00,odcinek DP5503W w Warszawie - ul. Egejska,Dzień 16h,"69,7"
mazowieckie,,D_14_000520_002,D05 - ul. Egejska 7A w Warszawie,"21,058725","52,178628",Pomiar wykonany w ramach mapy akustycznej,2022-02-21 17:00:00,2022-02-22 17:00:00,odcinek DP5503W w Warszawie - ul. Egejska,Noc 8h,"61,5"
mazowieckie,,D_14_000521_003,D06 - Dolina Służewiecka w Warszawie,"21,043908","52,172831",Pomiar wykonany w ramach mapy akustycznej,2022-02-21 16:30:00,2022-02-22 16:30:00,odcinek DK2 (E30) w Warszawie - Dolina Służewiecka,Dzień 16h,"69,7"
mazowieckie,,D_14_000521_003,D06 - Dolina Służewiecka w Warszawie,"21,043908","52,172831",Pomiar wykonany w ramach mapy akustycznej,2022-02-21 16:30:00,2022-02-22 16:30:00,odcinek DK2 (E30) w Warszawie - Dolina Służewiecka,Noc 8h,"65,5"
mazowieckie,,D_14_000522_001,D07 - Aleja Wilanowska w Warszawie,"21,054253","52,172672",Pomiar wykonany w ramach mapy akustycznej,2022-02-21 17:00:00,2022-02-22 17:00:00,odcinek DP5549W w Warszawie - Aleja Wilanowska,Dzień 16h,"67,7"
mazowieckie,,D_14_000522_001,D07 - Aleja Wilanowska w Warszawie,"21,054253","52,172672",Pomiar wykonany w ramach mapy akustycznej,2022-02-21 17:00:00,2022-02-22 17:00:00,odcinek DP5549W w Warszawie - Aleja Wilanowska,Noc 8h,"59,9"
mazowieckie,,D_14_000523_001,D08 - ul. Puławska w Warszawie,"21,024808","52,191783",Pomiar wykonany w ramach mapy akustycznej,2022-02-21 16:30:00,2022-02-22 16:30:00,odcinek DP5502W w Warszawie - ul. Puławska,Dzień 16h,"69,5"
mazowieckie,,D_14_000523_001,D08 - ul. Puławska w Warszawie,"21,024808","52,191783",Pomiar wykonany w ramach mapy akustycznej,2022-02-21 16:30:00,2022-02-22 16:30:00,odcinek DP5502W w Warszawie - ul. Puławska,Noc 8h,"62,8"
