Województwo,Miejscowość,Kod punktu pomiarowego,Nazwa punktu pomiarowego,Współrz. pp WGS84 (dł. geogr.),Współrz. pp WGS84 (szer. geogr.),Cel pomiaru,Data rozpoczęcia,Data zakończenia,Nazwa odcinka drogi,Czas odniesienia,Laeq po korekcie [dB]
łódzkie,Łódź,D_10_000206_002,P08 ul. Przybyszewskiego dz. nr 629/70,"19,525508","51,752517",Pomiar wykonany w ramach mapy akustycznej,2022-05-11 09:00:00,2022-05-12 09:00:00,ul. Przybyszewskiego (odcinek Rondo Sybiraków - ul. Haska) Łódź,Dzień 16h,"62,5"
łódzkie,Łódź,D_10_000206_002,P08 ul. Przybyszewskiego dz. nr 629/70,"19,525508","51,752517",Pomiar wykonany w ramach mapy akustycznej,2022-05-11 09:00:00,2022-05-12 09:00:00,ul. Przybyszewskiego (odcinek Rondo Sybiraków - ul. Haska) Łódź,Noc 8h,"56,4"
łódzkie,Łódź,D_10_000207_001,P09 ul. Dąbrowskiego dz. nr 50/3,"19,518128","51,735658",Pomiar wykonany w ramach mapy akustycznej,2022-05-11 14:00:00,2022-05-12 14:00:00,ul. Dąbrowskiego (odcinek ul. Lodowa - ul. Ossendowskiego) Łódź,Dzień 16h,"68,6"
łódzkie,Łódź,D_10_000207_001,P09 ul. Dąbrowskiego dz. nr 50/3,"19,518128","51,735658",Pomiar wykonany w ramach mapy akustycznej,2022-05-11 14:00:00,2022-05-12 14:00:00,ul. Dąbrowskiego (odcinek ul. Lodowa - ul. Ossendowskiego) Łódź,Noc 8h,"63,7"
łódzkie,Łódź,D_10_000208_001,P10 ul. Rzgowska dz. nr 444/48,"19,485958","51,707761",Pomiar wykonany w ramach mapy akustycznej,2022-05-12 13:00:00,2022-05-13 13:00:00,ul. Rzgowska (odcinek ul. Paradna - ul. Józefów) Łódź,Dzień 16h,"67,5"
łódzkie,Łódź,D_10_000208_001,P10 ul. Rzgowska dz. nr 444/48,"19,485958","51,707761",Pomiar wykonany w ramach mapy akustycznej,2022-05-12 13:00:00,2022-05-13 13:00:00,ul. Rzgowska (odcinek ul. Paradna - ul. Józefów) Łódź,Noc 8h,"62,7"
łódzkie,Łódź,D_10_000209_001,P11 ul. Kolumny 65,"19,499064","51,710783",Pomiar wykonany w ramach mapy akustycznej,2022-05-16 13:00:00,2022-05-17 13:00:00,ul. Kolumny (odcinek ul. Rzgowska - ul. Bieszczadzka) Łódź,Dzień 16h,"67,1"
łódzkie,Łódź,D_10_000209_001,P11 ul. Kolumny 65,"19,499064","51,710783",Pomiar wykonany w ramach mapy akustycznej,2022-05-16 13:00:00,2022-05-17 13:00:00,ul. Kolumny (odcinek ul. Rzgowska - ul. Bieszczadzka) Łódź,Noc 8h,"62,1"
łódzkie,Łódź,D_10_000210_001,P12 ul. Pabianicka dz. nr 1/5,"19,417503","51,701856",Pomiar wykonany w ramach mapy akustycznej,2022-05-12 12:00:00,2022-05-13 12:00:00,ul. Pabianicka (odcinek Rondo Henryka Pietrzaka - ul. Chocianowicka) Łódź,Dzień 16h,"71,8"
łódzkie,Łódź,D_10_000210_001,P12 ul. Pabianicka dz. nr 1/5,"19,417503","51,701856",Pomiar wykonany w ramach mapy akustycznej,2022-05-12 12:00:00,2022-05-13 12:00:00,ul. Pabianicka (odcinek Rondo Henryka Pietrzaka - ul. Chocianowicka) Łódź,Noc 8h,"66,4"
łódzkie,Łódź,D_10_000211_003,P13 ul. Obywatelska dz. nr 313/79,"19,446286","51,736628",Pomiar wykonany w ramach mapy akustycznej,2022-05-12 15:00:00,2022-05-13 15:00:00,ul. Obywatelska (odcinek al. Politechniki - al. Jana Pawła II) Łódź,Dzień 16h,"65,2"
łódzkie,Łódź,D_10_000211_003,P13 ul. Obywatelska dz. nr 313/79,"19,446286","51,736628",Pomiar wykonany w ramach mapy akustycznej,2022-05-12 15:00:00,2022-05-13 15:00:00,ul. Obywatelska (odcinek al. Politechniki - al. Jana Pawła II) Łódź,Noc 8h,"59,4"
łódzkie,Łódź,D_10_000212_003,P14 ul. Maratońska dz. nr 119/85,"19,410106","51,742031",Pomiar wykonany w ramach mapy akustycznej,2022-05-16 11:00:00,2022-05-17 11:00:00,ul. Maratońska (odcinek ul. Obywatelska - ul. Retkińska) Łódź,Dzień 16h,"67,9"
łódzkie,Łódź,D_10_000212_003,P14 ul. Maratońska dz. nr 119/85,"19,410106","51,742031",Pomiar wykonany w ramach mapy akustycznej,2022-05-16 11:00:00,2022-05-17 11:00:00,ul. Maratońska (odcinek ul. Obywatelska - ul. Retkińska) Łódź,Noc 8h,"61,5"
łódzkie,Łódź,D_10_000213_001,P15 ul. Konstantynowska dz. nr 119/85,"19,405706","51,761878",Pomiar wykonany w ramach mapy akustycznej,2022-05-16 14:00:00,2022-05-17 14:00:00,ul. Konstantynowska (odcinek ul. Krakowska - ul. Krańcowa) Łódź,Dzień 16h,"66,8"
łódzkie,Łódź,D_10_000213_001,P15 ul. Konstantynowska dz. nr 119/85,"19,405706","51,761878",Pomiar wykonany w ramach mapy akustycznej,2022-05-16 14:00:00,2022-05-17 14:00:00,ul. Konstantynowska (odcinek ul. Krakowska - ul. Krańcowa) Łódź,Noc 8h,"62,8"
łódzkie,Łódź,D_10_000214_001,P16 al. Śmigłego-Rydza dz. nr 158/56,"19,489303","51,734433",Pomiar wykonany w ramach mapy akustycznej,2022-05-11 12:00:00,2022-05-12 12:00:00,al. Śmigłego-Rydza (odcinek ul. Rondo Broniewskiego - ul. Dąbrowskiego) Łódź,Dzień 16h,"67,4"
łódzkie,Łódź,D_10_000214_001,P16 al. Śmigłego-Rydza dz. nr 158/56,"19,489303","51,734433",Pomiar wykonany w ramach mapy akustycznej,2022-05-11 12:00:00,2022-05-12 12:00:00,al. Śmigłego-Rydza (odcinek ul. Rondo Broniewskiego - ul. Dąbrowskiego) Łódź,Noc 8h,"60,8"
łódzkie,Łódź,D_10_000215_003,P17 al. Śmigłego-Rydza dz. nr 94/24,"19,489836","51,744883",Pomiar wykonany w ramach mapy akustycznej,2022-05-11 11:00:00,2022-05-12 11:00:00,al. Śmigłego-Rydza (odcinek ul. Dąbrowskiego - ul. Przybyszewskiego) Łódź,Dzień 16h,"69,5"
łódzkie,Łódź,D_10_000215_003,P17 al. Śmigłego-Rydza dz. nr 94/24,"19,489836","51,744883",Pomiar wykonany w ramach mapy akustycznej,2022-05-11 11:00:00,2022-05-12 11:00:00,al. Śmigłego-Rydza (odcinek ul. Dąbrowskiego - ul. Przybyszewskiego) Łódź,Noc 8h,"64,4"
łódzkie,Łódź,D_10_000216_001,P18 ul. Retkińska dz. nr 71/40,"19,410975","51,753092",Pomiar wykonany w ramach mapy akustycznej,2022-05-16 10:00:00,2022-05-17 10:00:00,ul. Retkińska (odcinek ul. Krzemieniecka - ul. Kusocińskiego ) Łódź,Dzień 16h,"65,8"
łódzkie,Łódź,D_10_000216_001,P18 ul. Retkińska dz. nr 71/40,"19,410975","51,753092",Pomiar wykonany w ramach mapy akustycznej,2022-05-16 10:00:00,2022-05-17 10:00:00,ul. Retkińska (odcinek ul. Krzemieniecka - ul. Kusocińskiego ) Łódź,Noc 8h,"59,4"
łódzkie,Łódź,D_10_000217_001,P19 ul. Wojska Polskiego 3,"19,456289","51,783742",Pomiar wykonany w ramach mapy akustycznej,2022-06-02 09:57:00,2022-06-03 09:57:00,ul. Wojska Polskiego (odcinek ul. Zgierska - ul. Franciszkańska) Łódź,Dzień 16h,"63,3"
łódzkie,Łódź,D_10_000217_001,P19 ul. Wojska Polskiego 3,"19,456289","51,783742",Pomiar wykonany w ramach mapy akustycznej,2022-06-02 09:57:00,2022-06-03 09:57:00,ul. Wojska Polskiego (odcinek ul. Zgierska - ul. Franciszkańska) Łódź,Noc 8h,"56,3"
łódzkie,Łódź,D_10_000218_003,P20 ul. Bohaterów Monte Cassino 1,"19,386519","51,783344",Pomiar wykonany w ramach mapy akustycznej,2022-06-02 12:32:00,2022-06-03 12:32:00,ul. Rąbieńska (odcinek ul. Szczecińska - ul. Traktorowa) Łódź,Dzień 16h,"63,5"
łódzkie,Łódź,D_10_000218_003,P20 ul. Bohaterów Monte Cassino 1,"19,386519","51,783344",Pomiar wykonany w ramach mapy akustycznej,2022-06-02 12:32:00,2022-06-03 12:32:00,ul. Rąbieńska (odcinek ul. Szczecińska - ul. Traktorowa) Łódź,Noc 8h,"57,2"
łódzkie,Łódź,D_10_000219_001,P21 ul. Rokicińska nr dz. 104/9,"19,566811","51,755042",Pomiar wykonany w ramach mapy akustycznej,2022-05-11 14:00:00,2022-05-12 14:00:00,ul. Rokicińska (odcinek ul. Augustów - al. Hetmańska) Łódź,Dzień 16h,"72,9"
łódzkie,Łódź,D_10_000219_001,P21 ul. Rokicińska nr dz. 104/9,"19,566811","51,755042",Pomiar wykonany w ramach mapy akustycznej,2022-05-11 14:00:00,2022-05-12 14:00:00,ul. Rokicińska (odcinek ul. Augustów - al. Hetmańska) Łódź,Noc 8h,"68,1"
łódzkie,Łódź,D_10_000220_003,P22 ul. Alojzego Felińskiego dz. nr 208/35,"19,502517","51,732219",Pomiar wykonany w ramach mapy akustycznej,2022-05-11 12:00:00,2022-05-12 12:00:00,ul. Alojzego Felińskiego (odcinek ul. Kadłubka - ul. Gojawiczyńskiej) Łódź,Dzień 16h,"61,6"
łódzkie,Łódź,D_10_000220_003,P22 ul. Alojzego Felińskiego dz. nr 208/35,"19,502517","51,732219",Pomiar wykonany w ramach mapy akustycznej,2022-05-11 12:00:00,2022-05-12 12:00:00,ul. Alojzego Felińskiego (odcinek ul. Kadłubka - ul. Gojawiczyńskiej) Łódź,Noc 8h,"55,6"
łódzkie,Łódź,D_10_000221_001,P23 ul. Wólczańska 197,"19,455675","51,751156",Pomiar wykonany w ramach mapy akustycznej,2022-05-12 17:00:00,2022-05-13 17:00:00,ul. Wólczańska (odcinek ul. Radwańska - ul. Jerzego Potza) Łódź,Dzień 16h,"62,5"
łódzkie,Łódź,D_10_000221_001,P23 ul. Wólczańska 197,"19,455675","51,751156",Pomiar wykonany w ramach mapy akustycznej,2022-05-12 17:00:00,2022-05-13 17:00:00,ul. Wólczańska (odcinek ul. Radwańska - ul. Jerzego Potza) Łódź,Noc 8h,"56,7"
łódzkie,Łódź,D_10_000222_002,P24 ul. Kilińskiego 94,"19,466553","51,764925",Pomiar wykonany w ramach mapy akustycznej,2022-06-02 10:53:00,2022-06-03 10:53:00,ul. Kilińskiego (odcinek ul. Narutowicza - ul. Piłsudskiego) Łódź,Dzień 16h,"63,9"
łódzkie,Łódź,D_10_000222_002,P24 ul. Kilińskiego 94,"19,466553","51,764925",Pomiar wykonany w ramach mapy akustycznej,2022-06-02 10:53:00,2022-06-03 10:53:00,ul. Kilińskiego (odcinek ul. Narutowicza - ul. Piłsudskiego) Łódź,Noc 8h,"59,9"
łódzkie,Łódź,D_10_000223_001,P25 ul. Wschodnia 70,"19,458639","51,771811",Pomiar wykonany w ramach mapy akustycznej,2022-05-12 09:00:00,2022-05-13 09:00:00,ul. Wschodnia (odcinek ul. Narutowicza - ul. Jaracza) Łódź,Dzień 16h,"63,5"
łódzkie,Łódź,D_10_000223_001,P25 ul. Wschodnia 70,"19,458639","51,771811",Pomiar wykonany w ramach mapy akustycznej,2022-05-12 09:00:00,2022-05-13 09:00:00,ul. Wschodnia (odcinek ul. Narutowicza - ul. Jaracza) Łódź,Noc 8h,"58,5"
łódzkie,Łódź,D_10_000224_001,P26 al. Stefana Wyszyńskiego dz. nr 63/8,"19,39395","51,745225",Pomiar wykonany w ramach mapy akustycznej,2022-05-16 10:00:00,2022-05-17 10:00:00,al. Stefana Wyszyńskiego (odcinek ul. Armii Krajowej - ul. Ks. Jerzego Popiełuszki) Łódź,Dzień 16h,"64,8"
łódzkie,Łódź,D_10_000224_001,P26 al. Stefana Wyszyńskiego dz. nr 63/8,"19,39395","51,745225",Pomiar wykonany w ramach mapy akustycznej,2022-05-16 10:00:00,2022-05-17 10:00:00,al. Stefana Wyszyńskiego (odcinek ul. Armii Krajowej - ul. Ks. Jerzego Popiełuszki) Łódź,Noc 8h,"57,9"
łódzkie,Łódź,D_10_000225_003,P27 ul. Kusocińskiego dz. nr 89/5,"19,382561","51,746828",Pomiar wykonany w ramach mapy akustycznej,2022-05-12 16:00:00,2022-05-13 16:00:00,ul. Kusocińskiego (odcinek ul. Popiełuszki - ul. Armii Krajowej) Łódź,Dzień 16h,"61,7"
łódzkie,Łódź,D_10_000225_003,P27 ul. Kusocińskiego dz. nr 89/5,"19,382561","51,746828",Pomiar wykonany w ramach mapy akustycznej,2022-05-12 16:00:00,2022-05-13 16:00:00,ul. Kusocińskiego (odcinek ul. Popiełuszki - ul. Armii Krajowej) Łódź,Noc 8h,"54,4"
łódzkie,Łódź,D_10_000226_001,P28 al. Piłsudskiego dz. nr 103/32,"19,482544","51,761067",Pomiar wykonany w ramach mapy akustycznej,2022-05-10 12:00:00,2022-05-11 12:00:00,al. Piłsudskiego (odcinek ul. Przędzalniana - al. Śmigłego-Rydza) Łódź,Dzień 16h,"66,9"
łódzkie,Łódź,D_10_000226_001,P28 al. Piłsudskiego dz. nr 103/32,"19,482544","51,761067",Pomiar wykonany w ramach mapy akustycznej,2022-05-10 12:00:00,2022-05-11 12:00:00,al. Piłsudskiego (odcinek ul. Przędzalniana - al. Śmigłego-Rydza) Łódź,Noc 8h,"64,7"
łódzkie,Łódź,D_10_000227_001,P29 al. Ofiar Terroryzmu 11 Września dz. nr 171/25,"19,572922","51,734172",Pomiar wykonany w ramach mapy akustycznej,2022-05-12 10:00:00,2022-05-13 10:00:00,al. Ofiar Terroryzmu 11 Września (odcinek ul. Informatyczna - ul. Transmisyjna) Łódź,Dzień 16h,"68,4"
łódzkie,Łódź,D_10_000227_001,P29 al. Ofiar Terroryzmu 11 Września dz. nr 171/25,"19,572922","51,734172",Pomiar wykonany w ramach mapy akustycznej,2022-05-12 10:00:00,2022-05-13 10:00:00,al. Ofiar Terroryzmu 11 Września (odcinek ul. Informatyczna - ul. Transmisyjna) Łódź,Noc 8h,65
łódzkie,Łódź,D_10_000228_003,P30 al. Hetmańska 24,"19,571631","51,745328",Pomiar wykonany w ramach mapy akustycznej,2022-05-12 11:00:00,2022-05-13 11:00:00,al. Hetmańska (odcinek ul. Zakładowa - ul. Rokicińska) Łódź,Dzień 16h,"63,1"
łódzkie,Łódź,D_10_000228_003,P30 al. Hetmańska 24,"19,571631","51,745328",Pomiar wykonany w ramach mapy akustycznej,2022-05-12 11:00:00,2022-05-13 11:00:00,al. Hetmańska (odcinek ul. Zakładowa - ul. Rokicińska) Łódź,Noc 8h,"55,4"
łódzkie,Łęki Górne,D_10_000192_001,PDH7 Julianów 16,"19,488333","52,205",Inny,2022-09-20 09:07:00,2022-09-21 09:07:00,Autostrada A1 odcinek Kutno Wschód (DK92) - Piątek (DW703),Dzień 16h,"56,4"
łódzkie,Łęki Górne,D_10_000192_001,PDH7 Julianów 16,"19,488333","52,205",Inny,2022-09-20 09:07:00,2022-09-21 09:07:00,Autostrada A1 odcinek Kutno Wschód (DK92) - Piątek (DW703),Noc 8h,"52,2"
łódzkie,Łęki Górne,D_10_000192_002,PDH6 Kaszewy-Kolonia 11,"19,480833","52,202389",Inny,2022-09-20 09:13:00,2022-09-21 09:13:00,Autostrada A1 odcinek Kutno Wschód (DK92) - Piątek (DW703),Dzień 16h,"50,7"
łódzkie,Łęki Górne,D_10_000192_002,PDH6 Kaszewy-Kolonia 11,"19,480833","52,202389",Inny,2022-09-20 09:13:00,2022-09-21 09:13:00,Autostrada A1 odcinek Kutno Wschód (DK92) - Piątek (DW703),Noc 8h,"49,2"
łódzkie,Łęki Górne,D_10_000192_003,PDH2 Broników dz. nr 62/4,"19,5335","52,069194",Inny,2022-09-21 10:42:00,2022-09-22 10:42:00,Autostrada A1 odcinek Kutno Wschód (DK92) - Piątek (DW703),Dzień 16h,"57,7"
łódzkie,Łęki Górne,D_10_000192_003,PDH2 Broników dz. nr 62/4,"19,5335","52,069194",Inny,2022-09-21 10:42:00,2022-09-22 10:42:00,Autostrada A1 odcinek Kutno Wschód (DK92) - Piątek (DW703),Noc 8h,"55,4"
łódzkie,Łęki Górne,D_10_000192_004,PDH4 Łęki Górne 3,"19,488222","52,168333",Inny,2022-09-21 13:00:00,2022-09-22 13:00:00,Autostrada A1 odcinek Kutno Wschód (DK92) - Piątek (DW703),Dzień 16h,"55,5"
łódzkie,Łęki Górne,D_10_000192_004,PDH4 Łęki Górne 3,"19,488222","52,168333",Inny,2022-09-21 13:00:00,2022-09-22 13:00:00,Autostrada A1 odcinek Kutno Wschód (DK92) - Piątek (DW703),Noc 8h,"53,7"
łódzkie,Łęki Górne,D_10_000192_005,PPH1 Łęki Górne dz. nr 33/2,"19,485222","52,169778",Inny,2022-09-21 13:29:00,2022-09-22 13:29:00,Autostrada A1 odcinek Kutno Wschód (DK92) - Piątek (DW703),Dzień 16h,"76,7"
łódzkie,Łęki Górne,D_10_000192_005,PPH1 Łęki Górne dz. nr 33/2,"19,485222","52,169778",Inny,2022-09-21 13:29:00,2022-09-22 13:29:00,Autostrada A1 odcinek Kutno Wschód (DK92) - Piątek (DW703),Noc 8h,"72,5"
łódzkie,Łęki Górne,D_10_000192_006,PDH5 Pawłowice 1,"19,481472","52,169806",Inny,2022-09-21 13:45:00,2022-09-22 13:45:00,Autostrada A1 odcinek Kutno Wschód (DK92) - Piątek (DW703),Dzień 16h,"59,2"
łódzkie,Łęki Górne,D_10_000192_006,PDH5 Pawłowice 1,"19,481472","52,169806",Inny,2022-09-21 13:45:00,2022-09-22 13:45:00,Autostrada A1 odcinek Kutno Wschód (DK92) - Piątek (DW703),Noc 8h,"54,9"
łódzkie,Łęki Górne,D_10_000192_007,PDH3 Orenice 29,"19,527833","52,087667",Inny,2022-09-21 14:45:00,2022-09-22 14:45:00,Autostrada A1 odcinek Kutno Wschód (DK92) - Piątek (DW703),Dzień 16h,"52,7"
łódzkie,Łęki Górne,D_10_000192_007,PDH3 Orenice 29,"19,527833","52,087667",Inny,2022-09-21 14:45:00,2022-09-22 14:45:00,Autostrada A1 odcinek Kutno Wschód (DK92) - Piątek (DW703),Noc 8h,"51,5"
śląskie,Bielsko-Biała,D_24_000415_001,P1/2022 (elewacja),"19,064","49,792083",Pomiar wykonywany w ramach kontroli prowadzonej przez WIOŚ,2022-05-25 14:00:00,2022-05-28 14:00:00,"Droga Powiatowa Nr 7456 S (ul. Przędzalnicza skrzyżowanie z ul. Przemysłową, Bielsko-Biała)",Dzień 16h,"56,5"
śląskie,Bielsko-Biała,D_24_000415_001,P1/2022 (elewacja),"19,064","49,792083",Pomiar wykonywany w ramach kontroli prowadzonej przez WIOŚ,2022-05-25 14:00:00,2022-05-28 14:00:00,"Droga Powiatowa Nr 7456 S (ul. Przędzalnicza skrzyżowanie z ul. Przemysłową, Bielsko-Biała)",Noc 8h,"48,6"
śląskie,Bielsko-Biała,D_24_000416_001,P1/2022 (teren otaczający),"19,065361","49,783861",Pomiar wykonywany w ramach kontroli prowadzonej przez WIOŚ,2022-03-03 13:30:00,2022-03-08 13:30:00,"Droga Ekspresowa S1 Al. Św Jana Pawła II, Bielsko Biała",Dzień 16h,"50,3"
śląskie,Bielsko-Biała,D_24_000416_001,P1/2022 (teren otaczający),"19,065361","49,783861",Pomiar wykonywany w ramach kontroli prowadzonej przez WIOŚ,2022-03-03 13:30:00,2022-03-08 13:30:00,"Droga Ekspresowa S1 Al. Św Jana Pawła II, Bielsko Biała",Noc 8h,"45,9"
śląskie,Bielsko-Biała,D_24_000416_002,P2/2022 (elewacja),"19,065333","49,78375",Pomiar wykonywany w ramach kontroli prowadzonej przez WIOŚ,2022-03-03 13:30:00,2022-03-08 13:30:00,"Droga Ekspresowa S1 Al. Św Jana Pawła II, Bielsko Biała",Dzień 16h,"49,7"
śląskie,Bielsko-Biała,D_24_000416_002,P2/2022 (elewacja),"19,065333","49,78375",Pomiar wykonywany w ramach kontroli prowadzonej przez WIOŚ,2022-03-03 13:30:00,2022-03-08 13:30:00,"Droga Ekspresowa S1 Al. Św Jana Pawła II, Bielsko Biała",Noc 8h,"45,2"
śląskie,Bieruń,D_24_000595_001,P1/ ul. Hołdunowska ( km 0+970),"19,134133","50,149533",Pomiar wykonany w ramach mapy akustycznej,2022-05-09 06:00:00,2022-05-10 06:00:00,Droga 5909S -  ul. Hołdunowska  przechodząca w ul. Lędzińską,Dzień 16h,"70,1"
śląskie,Bieruń,D_24_000595_001,P1/ ul. Hołdunowska ( km 0+970),"19,134133","50,149533",Pomiar wykonany w ramach mapy akustycznej,2022-05-09 06:00:00,2022-05-10 06:00:00,Droga 5909S -  ul. Hołdunowska  przechodząca w ul. Lędzińską,Noc 8h,"63,9"
śląskie,Bieruń,D_24_000595_002,P2/ ul. Hołdunowska (km 1+730) - pora dnia,"19,131786","50,142861",Pomiar wykonany w ramach mapy akustycznej,2022-05-09 06:00:00,2022-05-10 21:59:00,Droga 5909S -  ul. Hołdunowska  przechodząca w ul. Lędzińską,Noc 8h,"62,5"
śląskie,Bieruń,D_24_000595_003,P4/ ul. Lędzińska (km 3+940),"19,108414","50,130311",Pomiar wykonany w ramach mapy akustycznej,2022-05-09 06:00:00,2022-05-10 06:00:00,Droga 5909S -  ul. Hołdunowska  przechodząca w ul. Lędzińską,Dzień 16h,"67,5"
śląskie,Bieruń,D_24_000595_003,P4/ ul. Lędzińska (km 3+940),"19,108414","50,130311",Pomiar wykonany w ramach mapy akustycznej,2022-05-09 06:00:00,2022-05-10 06:00:00,Droga 5909S -  ul. Hołdunowska  przechodząca w ul. Lędzińską,Noc 8h,"62,7"
śląskie,Bieruń,D_24_000595_004,P3/ ul. Lędzińska ( km 2+510),"19,122436","50,139231",Pomiar wykonany w ramach mapy akustycznej,2022-05-10 06:00:00,2022-05-11 06:00:00,Droga 5909S -  ul. Hołdunowska  przechodząca w ul. Lędzińską,Dzień 16h,"64,7"
śląskie,Bieruń,D_24_000595_004,P3/ ul. Lędzińska ( km 2+510),"19,122436","50,139231",Pomiar wykonany w ramach mapy akustycznej,2022-05-10 06:00:00,2022-05-11 06:00:00,Droga 5909S -  ul. Hołdunowska  przechodząca w ul. Lędzińską,Noc 8h,"59,2"
śląskie,Bieruń,D_24_000595_005,P2/ul. Hołdunowska (km 1+730) - pora nocy,"19,131786","50,142861",Pomiar wykonany w ramach mapy akustycznej,2022-05-09 22:00:00,2022-05-10 06:00:00,Droga 5909S -  ul. Hołdunowska  przechodząca w ul. Lędzińską,Noc 8h,"62,5"
śląskie,Brusiek,D_24_000423_001,PR5 - Brusiek,"18,8115","50,585556","Państwowy monitoring środowiska, art. 26 Poś",2022-05-05 06:00:00,2022-05-06 06:00:00,"PR5 - Brusiek, ul. Bagienna, DW 907",Dzień 16h,"61,3"
śląskie,Brusiek,D_24_000423_001,PR5 - Brusiek,"18,8115","50,585556","Państwowy monitoring środowiska, art. 26 Poś",2022-05-05 06:00:00,2022-05-06 06:00:00,"PR5 - Brusiek, ul. Bagienna, DW 907",Noc 8h,54
śląskie,Dąbrowa Górnicza,D_24_000644_001,D01/ punkt zlokalizowany na terenie działki ew. nr 1683 (obręb Strzemieszyce Wielkie),"19,340056","50,307056",Pomiar wykonany w ramach mapy akustycznej,2022-03-23 22:00:00,2022-03-24 22:00:00,DK94/ Dąbrowa Górnicza,Dzień 16h,"69,2"
śląskie,Dąbrowa Górnicza,D_24_000644_001,D01/ punkt zlokalizowany na terenie działki ew. nr 1683 (obręb Strzemieszyce Wielkie),"19,340056","50,307056",Pomiar wykonany w ramach mapy akustycznej,2022-03-23 22:00:00,2022-03-24 22:00:00,DK94/ Dąbrowa Górnicza,Noc 8h,"65,5"
śląskie,Dąbrowa Górnicza,D_24_000644_002,D02/punkt zlokalizowany na terenie działki ew. nr 1079/6 (obręb Strzemieszyce Wielkie),"19,290333","50,316722",Pomiar wykonany w ramach mapy akustycznej,2022-04-06 22:00:00,2022-04-07 22:00:00,DK94/ Dąbrowa Górnicza,Dzień 16h,"56,6"
śląskie,Dąbrowa Górnicza,D_24_000644_002,D02/punkt zlokalizowany na terenie działki ew. nr 1079/6 (obręb Strzemieszyce Wielkie),"19,290333","50,316722",Pomiar wykonany w ramach mapy akustycznej,2022-04-06 22:00:00,2022-04-07 22:00:00,DK94/ Dąbrowa Górnicza,Noc 8h,"54,8"
śląskie,Dąbrowa Górnicza,D_24_000644_003,D03/punkt zlokalizowany na terenie działki ew. nr 1083/4 (obręb Strzemieszyce Wielkie),"19,289861","50,316194",Pomiar wykonany w ramach mapy akustycznej,2022-04-07 22:00:00,2022-04-08 22:00:00,DK94/ Dąbrowa Górnicza,Dzień 16h,"59,9"
śląskie,Dąbrowa Górnicza,D_24_000644_003,D03/punkt zlokalizowany na terenie działki ew. nr 1083/4 (obręb Strzemieszyce Wielkie),"19,289861","50,316194",Pomiar wykonany w ramach mapy akustycznej,2022-04-07 22:00:00,2022-04-08 22:00:00,DK94/ Dąbrowa Górnicza,Noc 8h,58
śląskie,Dąbrowa Górnicza,D_24_000644_004,D04/punkt zlokalizowany na terenie działki ew. nr 745/14 (obręb Strzemieszyce Wielkie),"19,285306","50,316778",Pomiar wykonany w ramach mapy akustycznej,2022-04-06 22:00:00,2022-04-07 22:00:00,DK94/ Dąbrowa Górnicza,Dzień 16h,"59,2"
śląskie,Dąbrowa Górnicza,D_24_000644_004,D04/punkt zlokalizowany na terenie działki ew. nr 745/14 (obręb Strzemieszyce Wielkie),"19,285306","50,316778",Pomiar wykonany w ramach mapy akustycznej,2022-04-06 22:00:00,2022-04-07 22:00:00,DK94/ Dąbrowa Górnicza,Noc 8h,"56,7"
śląskie,Dąbrowa Górnicza,D_24_000644_005,D05/ punkt zlokalizowany na terenie ew. nr 180/10 (obręb Strzemieszyce Wielkie),"19,245389","50,317472",Pomiar wykonany w ramach mapy akustycznej,2022-03-23 22:00:00,2022-03-24 22:00:00,DK94/ Dąbrowa Górnicza,Dzień 16h,"72,4"
śląskie,Dąbrowa Górnicza,D_24_000644_005,D05/ punkt zlokalizowany na terenie ew. nr 180/10 (obręb Strzemieszyce Wielkie),"19,245389","50,317472",Pomiar wykonany w ramach mapy akustycznej,2022-03-23 22:00:00,2022-03-24 22:00:00,DK94/ Dąbrowa Górnicza,Noc 8h,"70,6"
śląskie,Dąbrowa Górnicza,D_24_000644_006,D06/ punkt zlokalizowany na terenie działki ew. nr 3763 (obręb Dąbrowa Górnicza I),"19,221917","50,316889",Pomiar wykonany w ramach mapy akustycznej,2022-04-06 22:00:00,2022-04-07 22:00:00,DK94/ Dąbrowa Górnicza,Dzień 16h,60
śląskie,Dąbrowa Górnicza,D_24_000644_006,D06/ punkt zlokalizowany na terenie działki ew. nr 3763 (obręb Dąbrowa Górnicza I),"19,221917","50,316889",Pomiar wykonany w ramach mapy akustycznej,2022-04-06 22:00:00,2022-04-07 22:00:00,DK94/ Dąbrowa Górnicza,Noc 8h,"56,3"
śląskie,Dąbrowa Górnicza,D_24_000644_007,D07/punkt zlokalizowany na terenie działki ew. nr 5057 (obręb Dąbrowa Górnicza I),"19,20575","50,317694",Pomiar wykonany w ramach mapy akustycznej,2022-03-23 22:00:00,2022-03-24 22:00:00,DK94/ Dąbrowa Górnicza,Dzień 16h,"75,8"
śląskie,Dąbrowa Górnicza,D_24_000644_007,D07/punkt zlokalizowany na terenie działki ew. nr 5057 (obręb Dąbrowa Górnicza I),"19,20575","50,317694",Pomiar wykonany w ramach mapy akustycznej,2022-03-23 22:00:00,2022-03-24 22:00:00,DK94/ Dąbrowa Górnicza,Noc 8h,"71,9"
