Województwo,Miejscowość,Nazwa punktu pomiarowego,Współrz. pp WGS84 (dł. geogr.),Współrz. pp WGS84 (szer. geogr.),Cel pomiaru,Data rozpoczęcia,Data zakończenia,Nazwa odcinka drogi,Kod punktu pomiarowego,Czas odniesienia,Laeq po korekcie [dB]
dolnośląskie,Jawor,Wyszyńskiego 16A,"16,189889","51,055139","Państwowy monitoring środowiska, art. 26 Poś",2019-05-07 13:14:00,2019-11-21 19:58:00,"Jawor, ul.Wyszyńskiego 16A",D_02_000373_001,Dzień 16h,"65,9"
dolnośląskie,Jawor,Wyszyńskiego 16A,"16,189889","51,055139","Państwowy monitoring środowiska, art. 26 Poś",2019-06-24 22:00:00,2019-06-24 23:00:00,"Jawor, ul.Wyszyńskiego 16A",D_02_000373_001,Noc 8h,"58,1"
dolnośląskie,Legnica,P1,"16,157333","51,196361",Inny,2019-09-24 15:30:00,2019-09-25 15:30:00,"Legnica, ul. Grabskiego",D_02_000376_001,Dzień 16h,"63,9"
dolnośląskie,Legnica,P1,"16,157333","51,196361",Inny,2019-09-24 15:30:00,2019-09-25 15:30:00,"Legnica, ul. Grabskiego",D_02_000376_001,Noc 8h,"55,4"
dolnośląskie,Legnica,P2,"16,15975","51,195694",Inny,2019-09-24 15:58:00,2019-09-25 15:58:00,"Legnica, al 100-lecia Odzyskania Niepodległości",D_02_000375_001,Dzień 16h,"66,5"
dolnośląskie,Legnica,P2,"16,15975","51,195694",Inny,2019-09-24 15:58:00,2019-09-25 15:58:00,"Legnica, al 100-lecia Odzyskania Niepodległości",D_02_000375_001,Noc 8h,"52,2"
dolnośląskie,Legnica,P3,"16,175472","51,195583",Inny,2019-09-24 16:21:00,2019-09-25 15:21:00,"Legnica, ul. Bielańska",D_02_000377_001,Dzień 16h,"60,8"
dolnośląskie,Legnica,P3,"16,175472","51,195583",Inny,2019-09-24 16:21:00,2019-09-25 15:21:00,"Legnica, ul. Bielańska",D_02_000377_001,Noc 8h,"49,4"
dolnośląskie,Lubin,al. Kaczyńskiego,"16,194639","51,404139","Państwowy monitoring środowiska, art. 26 Poś",2019-08-29 19:46:00,2019-10-15 14:39:00,"Lubin, al. Kaczyńskiego",D_02_000382_001,Dzień 16h,"64,6"
dolnośląskie,Lubin,al. Kaczyńskiego,"16,194639","51,404139","Państwowy monitoring środowiska, art. 26 Poś",2019-10-01 22:50:00,2019-10-01 23:30:00,"Lubin, al. Kaczyńskiego",D_02_000382_001,Noc 8h,"54,5"
dolnośląskie,Lubin,ul. Hutnicza,"16,179556","51,405917","Państwowy monitoring środowiska, art. 26 Poś",2019-09-18 18:22:00,2019-10-23 10:40:00,"Lubin, ul. Hutnicza",D_02_000380_001,Dzień 16h,68
dolnośląskie,Lubin,ul. Hutnicza,"16,179556","51,405917","Państwowy monitoring środowiska, art. 26 Poś",2019-10-01 23:35:00,2019-10-02 00:15:00,"Lubin, ul. Hutnicza",D_02_000380_001,Noc 8h,"57,2"
dolnośląskie,Lubin,ul. Jana  Pawła II,"16,162972","51,408778","Państwowy monitoring środowiska, art. 26 Poś",2019-09-18 19:04:00,2019-10-23 16:13:00,"Lubin, ul. Jana Pawła II",D_02_000381_001,Dzień 16h,"63,4"
dolnośląskie,Lubin,ul. Jana  Pawła II,"16,162972","51,408778","Państwowy monitoring środowiska, art. 26 Poś",2019-10-01 22:00:00,2019-10-01 22:40:00,"Lubin, ul. Jana Pawła II",D_02_000381_001,Noc 8h,"55,8"
dolnośląskie,Lubin,ul. Małomicka,"16,218556","51,405556","Państwowy monitoring środowiska, art. 26 Poś",2019-08-29 19:05:00,2019-10-23 14:32:00,"Lubin, ul. Małomicka",D_02_000379_001,Dzień 16h,"65,4"
dolnośląskie,Lubin,ul. Małomicka,"16,218556","51,405556","Państwowy monitoring środowiska, art. 26 Poś",2019-09-25 22:50:00,2019-09-25 23:30:00,"Lubin, ul. Małomicka",D_02_000379_001,Noc 8h,"64,7"
dolnośląskie,Lubin,ul. Piłsudskiego,"16,218694","51,383417","Państwowy monitoring środowiska, art. 26 Poś",2019-08-29 18:21:00,2019-10-15 13:42:00,"Lubin, ul. Piłsudskiego",D_02_000378_001,Dzień 16h,"62,3"
dolnośląskie,Lubin,ul. Piłsudskiego,"16,218694","51,383417","Państwowy monitoring środowiska, art. 26 Poś",2019-09-25 22:00:00,2019-09-25 22:40:00,"Lubin, ul. Piłsudskiego",D_02_000378_001,Noc 8h,"55,6"
dolnośląskie,Lubin,ul. Ścinawska 21,"16,216497","51,397228","Państwowy monitoring środowiska, art. 26 Poś",2019-01-01 06:00:00,2019-12-31 05:59:00,"Lubin, ul. Ścinawska 21",D_02_000383_001,Dzień 12h,"60,5"
dolnośląskie,Lubin,ul. Ścinawska 21,"16,216497","51,397228","Państwowy monitoring środowiska, art. 26 Poś",2019-01-01 06:00:00,2019-12-31 05:59:00,"Lubin, ul. Ścinawska 21",D_02_000383_001,Dzień 12h,"61,8"
dolnośląskie,Lubin,ul. Ścinawska 21,"16,216497","51,397228","Państwowy monitoring środowiska, art. 26 Poś",2019-01-01 06:00:00,2019-12-31 05:59:00,"Lubin, ul. Ścinawska 21",D_02_000383_001,Dzień 12h,62
dolnośląskie,Lubin,ul. Ścinawska 21,"16,216497","51,397228","Państwowy monitoring środowiska, art. 26 Poś",2019-01-01 06:00:00,2019-12-31 05:59:00,"Lubin, ul. Ścinawska 21",D_02_000383_001,Dzień 12h,"62,5"
dolnośląskie,Lubin,ul. Ścinawska 21,"16,216497","51,397228","Państwowy monitoring środowiska, art. 26 Poś",2019-01-01 06:00:00,2019-12-31 05:59:00,"Lubin, ul. Ścinawska 21",D_02_000383_001,Dzień 12h,"63,6"
dolnośląskie,Lubin,ul. Ścinawska 21,"16,216497","51,397228","Państwowy monitoring środowiska, art. 26 Poś",2019-01-01 06:00:00,2019-12-31 05:59:00,"Lubin, ul. Ścinawska 21",D_02_000383_001,Dzień 12h,"64,1"
dolnośląskie,Lubin,ul. Ścinawska 21,"16,216497","51,397228","Państwowy monitoring środowiska, art. 26 Poś",2019-01-01 06:00:00,2019-12-31 05:59:00,"Lubin, ul. Ścinawska 21",D_02_000383_001,Dzień 12h,"65,9"
dolnośląskie,Lubin,ul. Ścinawska 21,"16,216497","51,397228","Państwowy monitoring środowiska, art. 26 Poś",2019-01-01 06:00:00,2019-12-31 05:59:00,"Lubin, ul. Ścinawska 21",D_02_000383_001,Noc 8h,"51,9"
dolnośląskie,Lubin,ul. Ścinawska 21,"16,216497","51,397228","Państwowy monitoring środowiska, art. 26 Poś",2019-01-01 06:00:00,2019-12-31 05:59:00,"Lubin, ul. Ścinawska 21",D_02_000383_001,Noc 8h,"52,8"
dolnośląskie,Lubin,ul. Ścinawska 21,"16,216497","51,397228","Państwowy monitoring środowiska, art. 26 Poś",2019-01-01 06:00:00,2019-12-31 05:59:00,"Lubin, ul. Ścinawska 21",D_02_000383_001,Noc 8h,"53,3"
dolnośląskie,Lubin,ul. Ścinawska 21,"16,216497","51,397228","Państwowy monitoring środowiska, art. 26 Poś",2019-01-01 06:00:00,2019-12-31 05:59:00,"Lubin, ul. Ścinawska 21",D_02_000383_001,Noc 8h,"54,1"
dolnośląskie,Lubin,ul. Ścinawska 21,"16,216497","51,397228","Państwowy monitoring środowiska, art. 26 Poś",2019-01-01 06:00:00,2019-12-31 05:59:00,"Lubin, ul. Ścinawska 21",D_02_000383_001,Noc 8h,"54,5"
dolnośląskie,Lubin,ul. Ścinawska 21,"16,216497","51,397228","Państwowy monitoring środowiska, art. 26 Poś",2019-01-01 06:00:00,2019-12-31 05:59:00,"Lubin, ul. Ścinawska 21",D_02_000383_001,Noc 8h,"55,5"
dolnośląskie,Lubin,ul. Ścinawska 21,"16,216497","51,397228","Państwowy monitoring środowiska, art. 26 Poś",2019-01-01 06:00:00,2019-12-31 05:59:00,"Lubin, ul. Ścinawska 21",D_02_000383_001,Noc 8h,"55,8"
dolnośląskie,Lubin,ul. Ścinawska 21,"16,216497","51,397228","Państwowy monitoring środowiska, art. 26 Poś",2019-01-01 06:00:00,2019-12-31 05:59:00,"Lubin, ul. Ścinawska 21",D_02_000383_001,Noc 8h,"56,9"
dolnośląskie,Lubin,ul. Ścinawska 21,"16,216497","51,397228","Państwowy monitoring środowiska, art. 26 Poś",2019-01-01 06:00:00,2019-12-31 05:59:00,"Lubin, ul. Ścinawska 21",D_02_000383_001,Wieczór 4h,"60,5"
dolnośląskie,Lubin,ul. Ścinawska 21,"16,216497","51,397228","Państwowy monitoring środowiska, art. 26 Poś",2019-01-01 06:00:00,2019-12-31 05:59:00,"Lubin, ul. Ścinawska 21",D_02_000383_001,Wieczór 4h,"60,6"
dolnośląskie,Lubin,ul. Ścinawska 21,"16,216497","51,397228","Państwowy monitoring środowiska, art. 26 Poś",2019-01-01 06:00:00,2019-12-31 05:59:00,"Lubin, ul. Ścinawska 21",D_02_000383_001,Wieczór 4h,"61,1"
dolnośląskie,Lubin,ul. Ścinawska 21,"16,216497","51,397228","Państwowy monitoring środowiska, art. 26 Poś",2019-01-01 06:00:00,2019-12-31 05:59:00,"Lubin, ul. Ścinawska 21",D_02_000383_001,Wieczór 4h,"61,8"
dolnośląskie,Lubin,ul. Ścinawska 21,"16,216497","51,397228","Państwowy monitoring środowiska, art. 26 Poś",2019-01-01 06:00:00,2019-12-31 05:59:00,"Lubin, ul. Ścinawska 21",D_02_000383_001,Wieczór 4h,"62,4"
dolnośląskie,Lubin,ul. Ścinawska 21,"16,216497","51,397228","Państwowy monitoring środowiska, art. 26 Poś",2019-01-01 06:00:00,2019-12-31 05:59:00,"Lubin, ul. Ścinawska 21",D_02_000383_001,Wieczór 4h,"64,3"
dolnośląskie,Lubin,ul. Ścinawska 21,"16,216497","51,397228","Państwowy monitoring środowiska, art. 26 Poś",2019-01-01 06:00:00,2019-12-31 05:59:00,"Lubin, ul. Ścinawska 21",D_02_000383_001,Wieczór 4h,"64,5"
dolnośląskie,Lubin,ul. Ścinawska 21,"16,216497","51,397228","Państwowy monitoring środowiska, art. 26 Poś",2019-01-01 06:00:00,2019-12-31 05:59:00,"Lubin, ul. Ścinawska 21",D_02_000383_001,Wieczór 4h,"70,8"
dolnośląskie,Strzelin,Dzierżoniowska 10,"17,062444","50,781611","Państwowy monitoring środowiska, art. 26 Poś",2019-03-27 10:35:00,2019-12-02 19:03:00,"Strzelin, ul. Dzierżoniowska 10",D_02_000367_001,Dzień 16h,"68,4"
dolnośląskie,Strzelin,Dzierżoniowska 10,"17,062444","50,781611","Państwowy monitoring środowiska, art. 26 Poś",2019-11-15 04:35:00,2019-11-15 05:30:00,"Strzelin, ul. Dzierżoniowska 10",D_02_000367_001,Noc 8h,"64,5"
dolnośląskie,Strzelin,Oławska/Orzeszkowej,"17,078278","50,785778","Państwowy monitoring środowiska, art. 26 Poś",2019-05-20 14:14:00,2019-12-10 20:08:00,"Strzelin, ul. Oławska",D_02_000369_001,Dzień 16h,"65,9"
dolnośląskie,Strzelin,Oławska/Orzeszkowej,"17,078278","50,785778","Państwowy monitoring środowiska, art. 26 Poś",2019-07-31 22:00:00,2019-11-15 06:00:00,"Strzelin, ul. Oławska",D_02_000369_001,Noc 8h,"56,4"
dolnośląskie,Strzelin,Staromiekska 25D,"17,073333","50,773944","Państwowy monitoring środowiska, art. 26 Poś",2019-08-13 23:15:00,2019-12-03 13:30:00,"Strzelin, ul. Staromiejska 25D",D_02_000370_001,Dzień 16h,"63,8"
dolnośląskie,Strzelin,Staromiekska 25D,"17,073333","50,773944","Państwowy monitoring środowiska, art. 26 Poś",2019-08-13 23:15:00,2019-12-03 13:30:00,"Strzelin, ul. Staromiejska 25D",D_02_000370_001,Noc 8h,"50,8"
dolnośląskie,Strzelin,Wojska Polskiego 12,"17,066972","50,7795","Państwowy monitoring środowiska, art. 26 Poś",2019-11-14 09:51:00,2019-12-09 15:26:00,"Strzelin, ul.Wojska Polskiego 12",D_02_000368_001,Dzień 16h,"61,7"
dolnośląskie,Strzelin,Wojska Polskiego 12,"17,066972","50,7795","Państwowy monitoring środowiska, art. 26 Poś",2019-12-13 04:10:00,2019-12-13 04:50:00,"Strzelin, ul.Wojska Polskiego 12",D_02_000368_001,Noc 8h,"55,8"
dolnośląskie,Strzelin,Ząbkowicka 50,"17,058611","50,774972","Państwowy monitoring środowiska, art. 26 Poś",2019-04-05 11:19:00,2019-09-25 19:56:00,"Strzelin, ul. Ząbkowicka 50",D_02_000366_001,Dzień 16h,"70,3"
dolnośląskie,Strzelin,Ząbkowicka 50,"17,058611","50,774972","Państwowy monitoring środowiska, art. 26 Poś",2019-12-13 04:50:00,2019-12-13 06:00:00,"Strzelin, ul. Ząbkowicka 50",D_02_000366_001,Noc 8h,"63,9"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-01-01 00:00:00,2019-01-31 23:59:00,Plac Poznański,D_04_000005_001,Dzień 12h,65
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-01-01 00:00:00,2019-01-31 23:59:00,Plac Poznański,D_04_000005_001,Dzień 16h,"64,7"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-01-01 00:00:00,2019-01-31 23:59:00,Plac Poznański,D_04_000005_001,Noc 8h,"56,6"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-01-01 00:00:00,2019-01-31 23:59:00,Plac Poznański,D_04_000005_001,Wieczór 4h,"63,2"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-02-01 00:00:00,2019-02-28 23:59:00,Plac Poznański,D_04_000005_001,Dzień 12h,"64,7"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-02-01 00:00:00,2019-02-28 23:59:00,Plac Poznański,D_04_000005_001,Dzień 16h,"64,4"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-02-01 00:00:00,2019-02-28 23:59:00,Plac Poznański,D_04_000005_001,Noc 8h,"56,5"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-02-01 00:00:00,2019-02-28 23:59:00,Plac Poznański,D_04_000005_001,Wieczór 4h,"63,1"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-03-01 00:00:00,2019-03-31 23:59:00,Plac Poznański,D_04_000005_001,Dzień 12h,"64,8"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-03-01 00:00:00,2019-03-31 23:59:00,Plac Poznański,D_04_000005_001,Dzień 16h,"64,5"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-03-01 00:00:00,2019-03-31 23:59:00,Plac Poznański,D_04_000005_001,Noc 8h,"56,8"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-03-01 00:00:00,2019-03-31 23:59:00,Plac Poznański,D_04_000005_001,Wieczór 4h,"63,1"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-04-01 00:00:00,2019-04-30 23:59:00,Plac Poznański,D_04_000005_001,Dzień 12h,"63,8"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-04-01 00:00:00,2019-04-30 23:59:00,Plac Poznański,D_04_000005_001,Dzień 16h,"63,6"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-04-01 00:00:00,2019-04-30 23:59:00,Plac Poznański,D_04_000005_001,Noc 8h,"56,2"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-04-01 00:00:00,2019-04-30 23:59:00,Plac Poznański,D_04_000005_001,Wieczór 4h,"62,8"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-05-01 00:00:00,2019-05-31 23:59:00,Plac Poznański,D_04_000005_001,Dzień 12h,"63,9"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-05-01 00:00:00,2019-05-31 23:59:00,Plac Poznański,D_04_000005_001,Dzień 16h,"63,6"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-05-01 00:00:00,2019-05-31 23:59:00,Plac Poznański,D_04_000005_001,Noc 8h,"55,9"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-05-01 00:00:00,2019-05-31 23:59:00,Plac Poznański,D_04_000005_001,Wieczór 4h,"62,9"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-06-01 00:00:00,2019-06-30 23:59:00,Plac Poznański,D_04_000005_001,Dzień 12h,"61,9"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-06-01 00:00:00,2019-06-30 23:59:00,Plac Poznański,D_04_000005_001,Dzień 16h,"61,7"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-06-01 00:00:00,2019-06-30 23:59:00,Plac Poznański,D_04_000005_001,Noc 8h,"54,8"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-06-01 00:00:00,2019-06-30 23:59:00,Plac Poznański,D_04_000005_001,Wieczór 4h,61
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-07-01 00:00:00,2019-07-31 23:59:00,Plac Poznański,D_04_000005_001,Dzień 12h,"62,5"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-07-01 00:00:00,2019-07-31 23:59:00,Plac Poznański,D_04_000005_001,Dzień 16h,"62,3"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-07-01 00:00:00,2019-07-31 23:59:00,Plac Poznański,D_04_000005_001,Noc 8h,"54,8"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-07-01 00:00:00,2019-07-31 23:59:00,Plac Poznański,D_04_000005_001,Wieczór 4h,"61,3"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-08-01 00:00:00,2019-08-31 23:59:00,Plac Poznański,D_04_000005_001,Dzień 12h,"62,4"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-08-01 00:00:00,2019-08-31 23:59:00,Plac Poznański,D_04_000005_001,Dzień 16h,"62,2"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-08-01 00:00:00,2019-08-31 23:59:00,Plac Poznański,D_04_000005_001,Noc 8h,"54,5"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-08-01 00:00:00,2019-08-31 23:59:00,Plac Poznański,D_04_000005_001,Wieczór 4h,"61,3"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-09-01 00:00:00,2019-09-30 23:59:00,Plac Poznański,D_04_000005_001,Dzień 12h,"63,8"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-09-01 00:00:00,2019-09-30 23:59:00,Plac Poznański,D_04_000005_001,Dzień 16h,"63,5"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-09-01 00:00:00,2019-09-30 23:59:00,Plac Poznański,D_04_000005_001,Noc 8h,"55,1"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-09-01 00:00:00,2019-09-30 23:59:00,Plac Poznański,D_04_000005_001,Wieczór 4h,"62,4"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-10-01 00:00:00,2019-10-31 23:59:00,Plac Poznański,D_04_000005_001,Dzień 12h,"64,2"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-10-01 00:00:00,2019-10-31 23:59:00,Plac Poznański,D_04_000005_001,Dzień 16h,"63,8"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-10-01 00:00:00,2019-10-31 23:59:00,Plac Poznański,D_04_000005_001,Noc 8h,"55,1"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-10-01 00:00:00,2019-10-31 23:59:00,Plac Poznański,D_04_000005_001,Wieczór 4h,"62,4"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-11-01 00:00:00,2019-11-30 23:59:00,Plac Poznański,D_04_000005_001,Dzień 12h,"64,4"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-11-01 00:00:00,2019-11-30 23:59:00,Plac Poznański,D_04_000005_001,Dzień 16h,64
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-11-01 00:00:00,2019-11-30 23:59:00,Plac Poznański,D_04_000005_001,Noc 8h,"55,2"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-11-01 00:00:00,2019-11-30 23:59:00,Plac Poznański,D_04_000005_001,Wieczór 4h,"62,6"
kujawsko-pomorskie,Bydgoszcz,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987974","53,121749","Państwowy monitoring środowiska, art. 26 Poś",2019-12-01 00:00:00,2019-12-31 23:59:00,Plac Poznański,D_04_000005_001,Dzień 12h,64
