Województwo,Miejscowość,Nazwa punktu pomiarowego,Współrz. pp WGS84 (dł. geogr.),Współrz. pp WGS84 (szer. geogr.),Cel pomiaru,Data rozpoczęcia,Data zakończenia,Nazwa odcinka drogi,Kod punktu pomiarowego,Czas odniesienia,Laeq po korekcie [dB]
lubuskie,Kostrzyn nad Odrą,"P1 Sportowa, Kostrzyn","14,652667","52,601111","Państwowy monitoring środowiska, art. 26 Poś",2019-04-01 06:00:00,2019-09-23 06:00:00,Droga krajowa nr 31 - m. Kostrzyn nad/O,D_08_000088_001,Dzień 12h,"62,9"
lubuskie,Kostrzyn nad Odrą,"P1 Sportowa, Kostrzyn","14,652667","52,601111","Państwowy monitoring środowiska, art. 26 Poś",2019-04-01 06:00:00,2019-09-23 06:00:00,Droga krajowa nr 31 - m. Kostrzyn nad/O,D_08_000088_001,Dzień 12h,"63,6"
lubuskie,Kostrzyn nad Odrą,"P1 Sportowa, Kostrzyn","14,652667","52,601111","Państwowy monitoring środowiska, art. 26 Poś",2019-04-01 06:00:00,2019-09-23 06:00:00,Droga krajowa nr 31 - m. Kostrzyn nad/O,D_08_000088_001,Dzień 12h,"65,3"
lubuskie,Kostrzyn nad Odrą,"P1 Sportowa, Kostrzyn","14,652667","52,601111","Państwowy monitoring środowiska, art. 26 Poś",2019-04-01 06:00:00,2019-09-23 06:00:00,Droga krajowa nr 31 - m. Kostrzyn nad/O,D_08_000088_001,Dzień 12h,"66,5"
lubuskie,Kostrzyn nad Odrą,"P1 Sportowa, Kostrzyn","14,652667","52,601111","Państwowy monitoring środowiska, art. 26 Poś",2019-04-01 06:00:00,2019-09-23 06:00:00,Droga krajowa nr 31 - m. Kostrzyn nad/O,D_08_000088_001,Dzień 12h,"66,6"
lubuskie,Kostrzyn nad Odrą,"P1 Sportowa, Kostrzyn","14,652667","52,601111","Państwowy monitoring środowiska, art. 26 Poś",2019-04-01 06:00:00,2019-09-23 06:00:00,Droga krajowa nr 31 - m. Kostrzyn nad/O,D_08_000088_001,Dzień 12h,"66,7"
lubuskie,Kostrzyn nad Odrą,"P1 Sportowa, Kostrzyn","14,652667","52,601111","Państwowy monitoring środowiska, art. 26 Poś",2019-04-01 06:00:00,2019-09-23 06:00:00,Droga krajowa nr 31 - m. Kostrzyn nad/O,D_08_000088_001,Noc 8h,"56,2"
lubuskie,Kostrzyn nad Odrą,"P1 Sportowa, Kostrzyn","14,652667","52,601111","Państwowy monitoring środowiska, art. 26 Poś",2019-04-01 06:00:00,2019-09-23 06:00:00,Droga krajowa nr 31 - m. Kostrzyn nad/O,D_08_000088_001,Noc 8h,"57,8"
lubuskie,Kostrzyn nad Odrą,"P1 Sportowa, Kostrzyn","14,652667","52,601111","Państwowy monitoring środowiska, art. 26 Poś",2019-04-01 06:00:00,2019-09-23 06:00:00,Droga krajowa nr 31 - m. Kostrzyn nad/O,D_08_000088_001,Noc 8h,"59,2"
lubuskie,Kostrzyn nad Odrą,"P1 Sportowa, Kostrzyn","14,652667","52,601111","Państwowy monitoring środowiska, art. 26 Poś",2019-04-01 06:00:00,2019-09-23 06:00:00,Droga krajowa nr 31 - m. Kostrzyn nad/O,D_08_000088_001,Noc 8h,60
lubuskie,Kostrzyn nad Odrą,"P1 Sportowa, Kostrzyn","14,652667","52,601111","Państwowy monitoring środowiska, art. 26 Poś",2019-04-01 06:00:00,2019-09-23 06:00:00,Droga krajowa nr 31 - m. Kostrzyn nad/O,D_08_000088_001,Noc 8h,"60,4"
lubuskie,Kostrzyn nad Odrą,"P1 Sportowa, Kostrzyn","14,652667","52,601111","Państwowy monitoring środowiska, art. 26 Poś",2019-04-01 06:00:00,2019-09-23 06:00:00,Droga krajowa nr 31 - m. Kostrzyn nad/O,D_08_000088_001,Noc 8h,"60,6"
lubuskie,Kostrzyn nad Odrą,"P1 Sportowa, Kostrzyn","14,652667","52,601111","Państwowy monitoring środowiska, art. 26 Poś",2019-04-01 06:00:00,2019-09-23 06:00:00,Droga krajowa nr 31 - m. Kostrzyn nad/O,D_08_000088_001,Noc 8h,61
lubuskie,Kostrzyn nad Odrą,"P1 Sportowa, Kostrzyn","14,652667","52,601111","Państwowy monitoring środowiska, art. 26 Poś",2019-04-01 06:00:00,2019-09-23 06:00:00,Droga krajowa nr 31 - m. Kostrzyn nad/O,D_08_000088_001,Wieczór 4h,"61,9"
lubuskie,Kostrzyn nad Odrą,"P1 Sportowa, Kostrzyn","14,652667","52,601111","Państwowy monitoring środowiska, art. 26 Poś",2019-04-01 06:00:00,2019-09-23 06:00:00,Droga krajowa nr 31 - m. Kostrzyn nad/O,D_08_000088_001,Wieczór 4h,"62,3"
lubuskie,Kostrzyn nad Odrą,"P1 Sportowa, Kostrzyn","14,652667","52,601111","Państwowy monitoring środowiska, art. 26 Poś",2019-04-01 06:00:00,2019-09-23 06:00:00,Droga krajowa nr 31 - m. Kostrzyn nad/O,D_08_000088_001,Wieczór 4h,"62,5"
lubuskie,Kostrzyn nad Odrą,"P1 Sportowa, Kostrzyn","14,652667","52,601111","Państwowy monitoring środowiska, art. 26 Poś",2019-04-01 06:00:00,2019-09-23 06:00:00,Droga krajowa nr 31 - m. Kostrzyn nad/O,D_08_000088_001,Wieczór 4h,"63,7"
lubuskie,Kostrzyn nad Odrą,"P1 Sportowa, Kostrzyn","14,652667","52,601111","Państwowy monitoring środowiska, art. 26 Poś",2019-04-01 06:00:00,2019-09-23 06:00:00,Droga krajowa nr 31 - m. Kostrzyn nad/O,D_08_000088_001,Wieczór 4h,"63,8"
lubuskie,Kostrzyn nad Odrą,"P1 Sportowa, Kostrzyn","14,652667","52,601111","Państwowy monitoring środowiska, art. 26 Poś",2019-04-01 06:00:00,2019-09-23 06:00:00,Droga krajowa nr 31 - m. Kostrzyn nad/O,D_08_000088_001,Wieczór 4h,"64,3"
lubuskie,Kostrzyn nad Odrą,"P1 Sportowa, Kostrzyn","14,652667","52,601111","Państwowy monitoring środowiska, art. 26 Poś",2019-04-01 06:00:00,2019-09-23 06:00:00,Droga krajowa nr 31 - m. Kostrzyn nad/O,D_08_000088_001,Wieczór 4h,"64,8"
lubuskie,Kostrzyn nad Odrą,"P1 Sportowa, Kostrzyn","14,652667","52,601111","Państwowy monitoring środowiska, art. 26 Poś",2019-04-01 06:00:00,2019-09-23 06:00:00,Droga krajowa nr 31 - m. Kostrzyn nad/O,D_08_000088_001,Wieczór 4h,"65,5"
lubuskie,Krosno Odrzańskie,"P1 Słubicka, Krosno Odrzańskie","15,088778","52,057972","Państwowy monitoring środowiska, art. 26 Poś",2019-06-14 08:58:00,2019-12-20 08:58:00,Droga krajowa nr 29 - m. Krosno Odrzańskie,D_08_000091_001,Dzień 12h,"65,8"
lubuskie,Krosno Odrzańskie,"P1 Słubicka, Krosno Odrzańskie","15,088778","52,057972","Państwowy monitoring środowiska, art. 26 Poś",2019-06-14 08:58:00,2019-12-20 08:58:00,Droga krajowa nr 29 - m. Krosno Odrzańskie,D_08_000091_001,Dzień 12h,"66,2"
lubuskie,Krosno Odrzańskie,"P1 Słubicka, Krosno Odrzańskie","15,088778","52,057972","Państwowy monitoring środowiska, art. 26 Poś",2019-06-14 08:58:00,2019-12-20 08:58:00,Droga krajowa nr 29 - m. Krosno Odrzańskie,D_08_000091_001,Dzień 12h,"67,3"
lubuskie,Krosno Odrzańskie,"P1 Słubicka, Krosno Odrzańskie","15,088778","52,057972","Państwowy monitoring środowiska, art. 26 Poś",2019-06-14 08:58:00,2019-12-20 08:58:00,Droga krajowa nr 29 - m. Krosno Odrzańskie,D_08_000091_001,Dzień 12h,"67,5"
lubuskie,Krosno Odrzańskie,"P1 Słubicka, Krosno Odrzańskie","15,088778","52,057972","Państwowy monitoring środowiska, art. 26 Poś",2019-06-14 08:58:00,2019-12-20 08:58:00,Droga krajowa nr 29 - m. Krosno Odrzańskie,D_08_000091_001,Dzień 12h,"67,6"
lubuskie,Krosno Odrzańskie,"P1 Słubicka, Krosno Odrzańskie","15,088778","52,057972","Państwowy monitoring środowiska, art. 26 Poś",2019-06-14 08:58:00,2019-12-20 08:58:00,Droga krajowa nr 29 - m. Krosno Odrzańskie,D_08_000091_001,Dzień 12h,"67,8"
lubuskie,Krosno Odrzańskie,"P1 Słubicka, Krosno Odrzańskie","15,088778","52,057972","Państwowy monitoring środowiska, art. 26 Poś",2019-06-14 08:58:00,2019-12-20 08:58:00,Droga krajowa nr 29 - m. Krosno Odrzańskie,D_08_000091_001,Dzień 12h,"68,9"
lubuskie,Krosno Odrzańskie,"P1 Słubicka, Krosno Odrzańskie","15,088778","52,057972","Państwowy monitoring środowiska, art. 26 Poś",2019-06-14 08:58:00,2019-12-20 08:58:00,Droga krajowa nr 29 - m. Krosno Odrzańskie,D_08_000091_001,Noc 8h,"61,2"
lubuskie,Krosno Odrzańskie,"P1 Słubicka, Krosno Odrzańskie","15,088778","52,057972","Państwowy monitoring środowiska, art. 26 Poś",2019-06-14 08:58:00,2019-12-20 08:58:00,Droga krajowa nr 29 - m. Krosno Odrzańskie,D_08_000091_001,Noc 8h,"61,9"
lubuskie,Krosno Odrzańskie,"P1 Słubicka, Krosno Odrzańskie","15,088778","52,057972","Państwowy monitoring środowiska, art. 26 Poś",2019-06-14 08:58:00,2019-12-20 08:58:00,Droga krajowa nr 29 - m. Krosno Odrzańskie,D_08_000091_001,Noc 8h,"62,1"
lubuskie,Krosno Odrzańskie,"P1 Słubicka, Krosno Odrzańskie","15,088778","52,057972","Państwowy monitoring środowiska, art. 26 Poś",2019-06-14 08:58:00,2019-12-20 08:58:00,Droga krajowa nr 29 - m. Krosno Odrzańskie,D_08_000091_001,Noc 8h,"62,3"
lubuskie,Krosno Odrzańskie,"P1 Słubicka, Krosno Odrzańskie","15,088778","52,057972","Państwowy monitoring środowiska, art. 26 Poś",2019-06-14 08:58:00,2019-12-20 08:58:00,Droga krajowa nr 29 - m. Krosno Odrzańskie,D_08_000091_001,Noc 8h,"62,6"
lubuskie,Krosno Odrzańskie,"P1 Słubicka, Krosno Odrzańskie","15,088778","52,057972","Państwowy monitoring środowiska, art. 26 Poś",2019-06-14 08:58:00,2019-12-20 08:58:00,Droga krajowa nr 29 - m. Krosno Odrzańskie,D_08_000091_001,Noc 8h,"63,3"
lubuskie,Krosno Odrzańskie,"P1 Słubicka, Krosno Odrzańskie","15,088778","52,057972","Państwowy monitoring środowiska, art. 26 Poś",2019-06-14 08:58:00,2019-12-20 08:58:00,Droga krajowa nr 29 - m. Krosno Odrzańskie,D_08_000091_001,Wieczór 4h,"64,3"
lubuskie,Krosno Odrzańskie,"P1 Słubicka, Krosno Odrzańskie","15,088778","52,057972","Państwowy monitoring środowiska, art. 26 Poś",2019-06-14 08:58:00,2019-12-20 08:58:00,Droga krajowa nr 29 - m. Krosno Odrzańskie,D_08_000091_001,Wieczór 4h,"65,2"
lubuskie,Krosno Odrzańskie,"P1 Słubicka, Krosno Odrzańskie","15,088778","52,057972","Państwowy monitoring środowiska, art. 26 Poś",2019-06-14 08:58:00,2019-12-20 08:58:00,Droga krajowa nr 29 - m. Krosno Odrzańskie,D_08_000091_001,Wieczór 4h,"65,9"
lubuskie,Krosno Odrzańskie,"P1 Słubicka, Krosno Odrzańskie","15,088778","52,057972","Państwowy monitoring środowiska, art. 26 Poś",2019-06-14 08:58:00,2019-12-20 08:58:00,Droga krajowa nr 29 - m. Krosno Odrzańskie,D_08_000091_001,Wieczór 4h,"66,1"
lubuskie,Krosno Odrzańskie,"P1 Słubicka, Krosno Odrzańskie","15,088778","52,057972","Państwowy monitoring środowiska, art. 26 Poś",2019-06-14 08:58:00,2019-12-20 08:58:00,Droga krajowa nr 29 - m. Krosno Odrzańskie,D_08_000091_001,Wieczór 4h,"66,2"
lubuskie,Krosno Odrzańskie,"P1 Słubicka, Krosno Odrzańskie","15,088778","52,057972","Państwowy monitoring środowiska, art. 26 Poś",2019-06-14 08:58:00,2019-12-20 08:58:00,Droga krajowa nr 29 - m. Krosno Odrzańskie,D_08_000091_001,Wieczór 4h,"66,3"
lubuskie,Krosno Odrzańskie,"P1 Słubicka, Krosno Odrzańskie","15,088778","52,057972","Państwowy monitoring środowiska, art. 26 Poś",2019-06-14 08:58:00,2019-12-20 08:58:00,Droga krajowa nr 29 - m. Krosno Odrzańskie,D_08_000091_001,Wieczór 4h,"66,8"
lubuskie,Osiecznica,P1 Osiecznica,"15,045722","52,08","Państwowy monitoring środowiska, art. 26 Poś",2019-04-17 06:00:00,2019-04-18 06:00:00,Droga krajowa nr 29 - m. Osiecznica,D_08_000089_001,Dzień 16h,"66,6"
lubuskie,Osiecznica,P1 Osiecznica,"15,045722","52,08","Państwowy monitoring środowiska, art. 26 Poś",2019-04-17 06:00:00,2019-04-18 06:00:00,Droga krajowa nr 29 - m. Osiecznica,D_08_000089_001,Noc 8h,"64,6"
lubuskie,Słubice,"P1 Woj. Polskiego, Słubice","14,565944","52,363444","Państwowy monitoring środowiska, art. 26 Poś",2019-09-17 22:00:00,2019-09-18 22:00:00,Droga krajowa nr 31 - m. Słubice,D_08_000083_001,Dzień 16h,"66,3"
lubuskie,Słubice,"P1 Woj. Polskiego, Słubice","14,565944","52,363444","Państwowy monitoring środowiska, art. 26 Poś",2019-09-17 22:00:00,2019-09-18 22:00:00,Droga krajowa nr 31 - m. Słubice,D_08_000083_001,Noc 8h,61
mazowieckie,Grójec,Al. Niepodległości w Grójcu,"20,871333","51,851028","Państwowy monitoring środowiska, art. 26 Poś",2019-04-11 22:00:00,2019-04-15 22:00:00,Aleja Niepodległości w Grójcu (DP nr 1647W),D_14_000227_001,Dzień 12h,"64,3"
mazowieckie,Grójec,Al. Niepodległości w Grójcu,"20,871333","51,851028","Państwowy monitoring środowiska, art. 26 Poś",2019-04-11 22:00:00,2019-04-15 22:00:00,Aleja Niepodległości w Grójcu (DP nr 1647W),D_14_000227_001,Dzień 12h,66
mazowieckie,Grójec,Al. Niepodległości w Grójcu,"20,871333","51,851028","Państwowy monitoring środowiska, art. 26 Poś",2019-04-11 22:00:00,2019-04-15 22:00:00,Aleja Niepodległości w Grójcu (DP nr 1647W),D_14_000227_001,Dzień 12h,"66,4"
mazowieckie,Grójec,Al. Niepodległości w Grójcu,"20,871333","51,851028","Państwowy monitoring środowiska, art. 26 Poś",2019-04-11 22:00:00,2019-04-15 22:00:00,Aleja Niepodległości w Grójcu (DP nr 1647W),D_14_000227_001,Dzień 12h,"67,8"
mazowieckie,Grójec,Al. Niepodległości w Grójcu,"20,871333","51,851028","Państwowy monitoring środowiska, art. 26 Poś",2019-04-11 22:00:00,2019-04-15 22:00:00,Aleja Niepodległości w Grójcu (DP nr 1647W),D_14_000227_001,Noc 8h,58
mazowieckie,Grójec,Al. Niepodległości w Grójcu,"20,871333","51,851028","Państwowy monitoring środowiska, art. 26 Poś",2019-04-11 22:00:00,2019-04-15 22:00:00,Aleja Niepodległości w Grójcu (DP nr 1647W),D_14_000227_001,Noc 8h,"58,7"
mazowieckie,Grójec,Al. Niepodległości w Grójcu,"20,871333","51,851028","Państwowy monitoring środowiska, art. 26 Poś",2019-04-11 22:00:00,2019-04-15 22:00:00,Aleja Niepodległości w Grójcu (DP nr 1647W),D_14_000227_001,Noc 8h,"59,1"
mazowieckie,Grójec,Al. Niepodległości w Grójcu,"20,871333","51,851028","Państwowy monitoring środowiska, art. 26 Poś",2019-04-11 22:00:00,2019-04-15 22:00:00,Aleja Niepodległości w Grójcu (DP nr 1647W),D_14_000227_001,Noc 8h,"62,3"
mazowieckie,Grójec,Al. Niepodległości w Grójcu,"20,871333","51,851028","Państwowy monitoring środowiska, art. 26 Poś",2019-04-11 22:00:00,2019-04-15 22:00:00,Aleja Niepodległości w Grójcu (DP nr 1647W),D_14_000227_001,Wieczór 4h,"63,5"
mazowieckie,Grójec,Al. Niepodległości w Grójcu,"20,871333","51,851028","Państwowy monitoring środowiska, art. 26 Poś",2019-04-11 22:00:00,2019-04-15 22:00:00,Aleja Niepodległości w Grójcu (DP nr 1647W),D_14_000227_001,Wieczór 4h,"63,6"
mazowieckie,Grójec,Al. Niepodległości w Grójcu,"20,871333","51,851028","Państwowy monitoring środowiska, art. 26 Poś",2019-04-11 22:00:00,2019-04-15 22:00:00,Aleja Niepodległości w Grójcu (DP nr 1647W),D_14_000227_001,Wieczór 4h,"64,2"
mazowieckie,Grójec,Al. Niepodległości w Grójcu,"20,871333","51,851028","Państwowy monitoring środowiska, art. 26 Poś",2019-07-05 22:00:00,2019-07-08 22:00:00,Aleja Niepodległości w Grójcu (DP nr 1647W),D_14_000227_001,Dzień 12h,"63,1"
mazowieckie,Grójec,Al. Niepodległości w Grójcu,"20,871333","51,851028","Państwowy monitoring środowiska, art. 26 Poś",2019-07-05 22:00:00,2019-07-08 22:00:00,Aleja Niepodległości w Grójcu (DP nr 1647W),D_14_000227_001,Dzień 12h,"65,6"
mazowieckie,Grójec,Al. Niepodległości w Grójcu,"20,871333","51,851028","Państwowy monitoring środowiska, art. 26 Poś",2019-07-05 22:00:00,2019-07-08 22:00:00,Aleja Niepodległości w Grójcu (DP nr 1647W),D_14_000227_001,Dzień 12h,"65,8"
mazowieckie,Grójec,Al. Niepodległości w Grójcu,"20,871333","51,851028","Państwowy monitoring środowiska, art. 26 Poś",2019-07-05 22:00:00,2019-07-08 22:00:00,Aleja Niepodległości w Grójcu (DP nr 1647W),D_14_000227_001,Noc 8h,"57,9"
mazowieckie,Grójec,Al. Niepodległości w Grójcu,"20,871333","51,851028","Państwowy monitoring środowiska, art. 26 Poś",2019-07-05 22:00:00,2019-07-08 22:00:00,Aleja Niepodległości w Grójcu (DP nr 1647W),D_14_000227_001,Noc 8h,58
mazowieckie,Grójec,Al. Niepodległości w Grójcu,"20,871333","51,851028","Państwowy monitoring środowiska, art. 26 Poś",2019-07-05 22:00:00,2019-07-08 22:00:00,Aleja Niepodległości w Grójcu (DP nr 1647W),D_14_000227_001,Noc 8h,"58,1"
mazowieckie,Grójec,Al. Niepodległości w Grójcu,"20,871333","51,851028","Państwowy monitoring środowiska, art. 26 Poś",2019-07-05 22:00:00,2019-07-08 22:00:00,Aleja Niepodległości w Grójcu (DP nr 1647W),D_14_000227_001,Wieczór 4h,"63,8"
mazowieckie,Grójec,Al. Niepodległości w Grójcu,"20,871333","51,851028","Państwowy monitoring środowiska, art. 26 Poś",2019-07-05 22:00:00,2019-07-08 22:00:00,Aleja Niepodległości w Grójcu (DP nr 1647W),D_14_000227_001,Wieczór 4h,"64,3"
mazowieckie,Grójec,Al. Niepodległości w Grójcu,"20,871333","51,851028","Państwowy monitoring środowiska, art. 26 Poś",2019-07-05 22:00:00,2019-07-08 22:00:00,Aleja Niepodległości w Grójcu (DP nr 1647W),D_14_000227_001,Wieczór 4h,"64,9"
mazowieckie,Grójec,Al. Niepodległości w Grójcu,"20,871333","51,851028","Państwowy monitoring środowiska, art. 26 Poś",2019-09-24 22:00:00,2019-09-30 22:00:00,Aleja Niepodległości w Grójcu (DP nr 1647W),D_14_000227_001,Dzień 12h,"65,5"
mazowieckie,Grójec,Al. Niepodległości w Grójcu,"20,871333","51,851028","Państwowy monitoring środowiska, art. 26 Poś",2019-09-24 22:00:00,2019-09-30 22:00:00,Aleja Niepodległości w Grójcu (DP nr 1647W),D_14_000227_001,Dzień 12h,"66,1"
mazowieckie,Grójec,Al. Niepodległości w Grójcu,"20,871333","51,851028","Państwowy monitoring środowiska, art. 26 Poś",2019-09-24 22:00:00,2019-09-30 22:00:00,Aleja Niepodległości w Grójcu (DP nr 1647W),D_14_000227_001,Dzień 12h,"66,4"
mazowieckie,Grójec,Al. Niepodległości w Grójcu,"20,871333","51,851028","Państwowy monitoring środowiska, art. 26 Poś",2019-09-24 22:00:00,2019-09-30 22:00:00,Aleja Niepodległości w Grójcu (DP nr 1647W),D_14_000227_001,Dzień 12h,"66,7"
mazowieckie,Grójec,Al. Niepodległości w Grójcu,"20,871333","51,851028","Państwowy monitoring środowiska, art. 26 Poś",2019-09-24 22:00:00,2019-09-30 22:00:00,Aleja Niepodległości w Grójcu (DP nr 1647W),D_14_000227_001,Dzień 12h,"68,4"
mazowieckie,Grójec,Al. Niepodległości w Grójcu,"20,871333","51,851028","Państwowy monitoring środowiska, art. 26 Poś",2019-09-24 22:00:00,2019-09-30 22:00:00,Aleja Niepodległości w Grójcu (DP nr 1647W),D_14_000227_001,Noc 8h,"57,2"
mazowieckie,Grójec,Al. Niepodległości w Grójcu,"20,871333","51,851028","Państwowy monitoring środowiska, art. 26 Poś",2019-09-24 22:00:00,2019-09-30 22:00:00,Aleja Niepodległości w Grójcu (DP nr 1647W),D_14_000227_001,Noc 8h,"57,3"
mazowieckie,Grójec,Al. Niepodległości w Grójcu,"20,871333","51,851028","Państwowy monitoring środowiska, art. 26 Poś",2019-09-24 22:00:00,2019-09-30 22:00:00,Aleja Niepodległości w Grójcu (DP nr 1647W),D_14_000227_001,Noc 8h,"58,1"
mazowieckie,Grójec,Al. Niepodległości w Grójcu,"20,871333","51,851028","Państwowy monitoring środowiska, art. 26 Poś",2019-09-24 22:00:00,2019-09-30 22:00:00,Aleja Niepodległości w Grójcu (DP nr 1647W),D_14_000227_001,Noc 8h,"58,8"
mazowieckie,Grójec,Al. Niepodległości w Grójcu,"20,871333","51,851028","Państwowy monitoring środowiska, art. 26 Poś",2019-09-24 22:00:00,2019-09-30 22:00:00,Aleja Niepodległości w Grójcu (DP nr 1647W),D_14_000227_001,Noc 8h,"58,9"
mazowieckie,Grójec,Al. Niepodległości w Grójcu,"20,871333","51,851028","Państwowy monitoring środowiska, art. 26 Poś",2019-09-24 22:00:00,2019-09-30 22:00:00,Aleja Niepodległości w Grójcu (DP nr 1647W),D_14_000227_001,Wieczór 4h,"63,9"
mazowieckie,Grójec,Al. Niepodległości w Grójcu,"20,871333","51,851028","Państwowy monitoring środowiska, art. 26 Poś",2019-09-24 22:00:00,2019-09-30 22:00:00,Aleja Niepodległości w Grójcu (DP nr 1647W),D_14_000227_001,Wieczór 4h,"64,2"
mazowieckie,Grójec,Al. Niepodległości w Grójcu,"20,871333","51,851028","Państwowy monitoring środowiska, art. 26 Poś",2019-09-24 22:00:00,2019-09-30 22:00:00,Aleja Niepodległości w Grójcu (DP nr 1647W),D_14_000227_001,Wieczór 4h,"64,6"
mazowieckie,Grójec,Al. Niepodległości w Grójcu,"20,871333","51,851028","Państwowy monitoring środowiska, art. 26 Poś",2019-09-24 22:00:00,2019-09-30 22:00:00,Aleja Niepodległości w Grójcu (DP nr 1647W),D_14_000227_001,Wieczór 4h,"64,7"
mazowieckie,Grójec,Al. Niepodległości w Grójcu,"20,871333","51,851028","Państwowy monitoring środowiska, art. 26 Poś",2019-09-24 22:00:00,2019-09-30 22:00:00,Aleja Niepodległości w Grójcu (DP nr 1647W),D_14_000227_001,Wieczór 4h,"65,5"
mazowieckie,Grójec,ul. Armii Krajowej w Grójcu,"20,863778","51,87875","Państwowy monitoring środowiska, art. 26 Poś",2019-10-08 12:00:00,2019-10-09 12:00:00,ul. Armii Krajowej w Grójcu (DP nr 1647),D_14_000226_001,Dzień 16h,"67,9"
mazowieckie,Grójec,ul. Armii Krajowej w Grójcu,"20,863778","51,87875","Państwowy monitoring środowiska, art. 26 Poś",2019-10-08 12:00:00,2019-10-09 12:00:00,ul. Armii Krajowej w Grójcu (DP nr 1647),D_14_000226_001,Noc 8h,"63,5"
mazowieckie,Grójec,ul. Laskowa w Grójcu,"20,883028","51,865556","Państwowy monitoring środowiska, art. 26 Poś",2019-04-16 11:00:00,2019-04-17 11:00:00,ul. Laskowa w Grójcu,D_14_000222_001,Dzień 16h,57
mazowieckie,Grójec,ul. Laskowa w Grójcu,"20,883028","51,865556","Państwowy monitoring środowiska, art. 26 Poś",2019-04-16 11:00:00,2019-04-17 11:00:00,ul. Laskowa w Grójcu,D_14_000222_001,Noc 8h,"50,4"
mazowieckie,Grójec,ul. Piłsudskiego w Grójcu,"20,88925","51,863222","Państwowy monitoring środowiska, art. 26 Poś",2019-10-07 10:05:00,2019-10-08 10:05:00,ul. Piłsudskiego w Grójcu (DP nr 1656),D_14_000224_001,Dzień 16h,"66,3"
mazowieckie,Grójec,ul. Piłsudskiego w Grójcu,"20,88925","51,863222","Państwowy monitoring środowiska, art. 26 Poś",2019-10-07 10:05:00,2019-10-08 10:05:00,ul. Piłsudskiego w Grójcu (DP nr 1656),D_14_000224_001,Noc 8h,"59,1"
mazowieckie,Grójec,ul. Skargi w Grójcu,"20,867306","51,868639","Państwowy monitoring środowiska, art. 26 Poś",2019-10-10 06:00:00,2019-10-11 06:00:00,ul. Piotra Skargi w Grójcu,D_14_000225_001,Dzień 16h,"61,7"
mazowieckie,Grójec,ul. Skargi w Grójcu,"20,867306","51,868639","Państwowy monitoring środowiska, art. 26 Poś",2019-10-10 06:00:00,2019-10-11 06:00:00,ul. Piotra Skargi w Grójcu,D_14_000225_001,Noc 8h,"51,8"
mazowieckie,Grójec,ul. Skargi w Grójcu (DK50),"20,869778","51,872806","Państwowy monitoring środowiska, art. 26 Poś",2019-06-26 11:00:00,2019-06-27 11:00:00,fragment drogi krajowej nr 50 w Grójcu,D_14_000223_001,Dzień 16h,"71,2"
mazowieckie,Grójec,ul. Skargi w Grójcu (DK50),"20,869778","51,872806","Państwowy monitoring środowiska, art. 26 Poś",2019-06-26 11:00:00,2019-06-27 11:00:00,fragment drogi krajowej nr 50 w Grójcu,D_14_000223_001,Noc 8h,"66,8"
mazowieckie,Nasielsk,Pp. nr 1 - ul. Płońska w Nasielsku,"20,794278","52,597111","Państwowy monitoring środowiska, art. 26 Poś",2019-03-28 06:00:00,2019-03-29 06:00:00,ul. Płońska w Nasielsku (DW nr 632),D_14_000216_001,Dzień 12h,"66,2"
mazowieckie,Nasielsk,Pp. nr 1 - ul. Płońska w Nasielsku,"20,794278","52,597111","Państwowy monitoring środowiska, art. 26 Poś",2019-03-28 06:00:00,2019-03-29 06:00:00,ul. Płońska w Nasielsku (DW nr 632),D_14_000216_001,Dzień 16h,"65,5"
mazowieckie,Nasielsk,Pp. nr 1 - ul. Płońska w Nasielsku,"20,794278","52,597111","Państwowy monitoring środowiska, art. 26 Poś",2019-03-28 06:00:00,2019-03-29 06:00:00,ul. Płońska w Nasielsku (DW nr 632),D_14_000216_001,Noc 8h,"58,6"
mazowieckie,Nasielsk,Pp. nr 1 - ul. Płońska w Nasielsku,"20,794278","52,597111","Państwowy monitoring środowiska, art. 26 Poś",2019-03-28 06:00:00,2019-03-29 06:00:00,ul. Płońska w Nasielsku (DW nr 632),D_14_000216_001,Wieczór 4h,"62,6"
mazowieckie,Nasielsk,Pp. nr 1 - ul. Płońska w Nasielsku,"20,794278","52,597111","Państwowy monitoring środowiska, art. 26 Poś",2019-03-29 06:00:00,2019-03-30 06:00:00,ul. Płońska w Nasielsku (DW nr 632),D_14_000216_001,Dzień 12h,"66,8"
mazowieckie,Nasielsk,Pp. nr 1 - ul. Płońska w Nasielsku,"20,794278","52,597111","Państwowy monitoring środowiska, art. 26 Poś",2019-03-29 06:00:00,2019-03-30 06:00:00,ul. Płońska w Nasielsku (DW nr 632),D_14_000216_001,Dzień 16h,"66,2"
mazowieckie,Nasielsk,Pp. nr 1 - ul. Płońska w Nasielsku,"20,794278","52,597111","Państwowy monitoring środowiska, art. 26 Poś",2019-03-29 06:00:00,2019-03-30 06:00:00,ul. Płońska w Nasielsku (DW nr 632),D_14_000216_001,Noc 8h,"57,9"
mazowieckie,Nasielsk,Pp. nr 1 - ul. Płońska w Nasielsku,"20,794278","52,597111","Państwowy monitoring środowiska, art. 26 Poś",2019-03-29 06:00:00,2019-03-30 06:00:00,ul. Płońska w Nasielsku (DW nr 632),D_14_000216_001,Wieczór 4h,"63,7"
