Województwo ,Kod punktu pomiarowego ,Nazwa punktu pomiarowego ,Miejscowość ,Współrz. pp WGS84 (dł. geogr.) ,Współrz. pp WGS84 (szer. geogr.) ,Cel pomiaru ,Data rozpoczęcia ,Data zakończenia ,Nazwa odcinka drogi ,Czas odniesienia ,Laeq po korekcie [dB] ,
warmińsko-mazurskie,D_28_000213_001,"Lidzbark Warmiński, ul. Bartoszycka",Lidzbark Warmiński,"20,597417","54,127583","Państwowy monitoring środowiska, art. 26 Poś",31.07.2021,1.08.2021,"DK 51 - Lidzbark Warmiński, ul. Bartoszycka",Wieczór 4h,"61,6",
warmińsko-mazurskie,D_28_000213_001,"Lidzbark Warmiński, ul. Bartoszycka",Lidzbark Warmiński,"20,597417","54,127583","Państwowy monitoring środowiska, art. 26 Poś",4.12.2021,4.12.2021,"DK 51 - Lidzbark Warmiński, ul. Bartoszycka",Dzień 12h,"64,8",
warmińsko-mazurskie,D_28_000213_001,"Lidzbark Warmiński, ul. Bartoszycka",Lidzbark Warmiński,"20,597417","54,127583","Państwowy monitoring środowiska, art. 26 Poś",6.12.2021,6.12.2021,"DK 51 - Lidzbark Warmiński, ul. Bartoszycka",Dzień 12h,"63,8",
warmińsko-mazurskie,D_28_000213_001,"Lidzbark Warmiński, ul. Bartoszycka",Lidzbark Warmiński,"20,597417","54,127583","Państwowy monitoring środowiska, art. 26 Poś",2.12.2021,2.12.2021,"DK 51 - Lidzbark Warmiński, ul. Bartoszycka",Dzień 12h,"64,8",
warmińsko-mazurskie,D_28_000213_001,"Lidzbark Warmiński, ul. Bartoszycka",Lidzbark Warmiński,"20,597417","54,127583","Państwowy monitoring środowiska, art. 26 Poś",2.12.2021,2.12.2021,"DK 51 - Lidzbark Warmiński, ul. Bartoszycka",Wieczór 4h,"63,6",
warmińsko-mazurskie,D_28_000214_001,"Ełk, ul. Sikorskiego",Ełk,"22,342806","53,829667","Państwowy monitoring środowiska, art. 26 Poś",26.10.2021,26.10.2021,"Ełk, ul. Sikorskiego",Dzień 16h,"65,6",
warmińsko-mazurskie,D_28_000214_001,"Ełk, ul. Sikorskiego",Ełk,"22,342806","53,829667","Państwowy monitoring środowiska, art. 26 Poś",26.10.2021,27.10.2021,"Ełk, ul. Sikorskiego",Noc 8h,57,
warmińsko-mazurskie,D_28_000215_001,"Ełk, ul. Kajki",Ełk,"22,341389","53,833389","Państwowy monitoring środowiska, art. 26 Poś",28.10.2021,28.10.2021,"Ełk, ul. Kajki",Dzień 16h,"63,9",
warmińsko-mazurskie,D_28_000215_001,"Ełk, ul. Kajki",Ełk,"22,341389","53,833389","Państwowy monitoring środowiska, art. 26 Poś",28.10.2021,29.10.2021,"Ełk, ul. Kajki",Noc 8h,"55,2",
wielkopolskie,D_30_000363_002,"PH1_dr. woj. 185, Szamotuły, Powst. Wlkp. 67_wys 1,6 m",Szamotuły,"16,56475","52,622083",Analiza porealizacyjna,9.06.2021,10.06.2021,"droga woj. nr 185, Szamotuły, ul. Powstańców Wlkp. nr 61A-73A",Dzień 16h,"66,8",
wielkopolskie,D_30_000363_002,"PH1_dr. woj. 185, Szamotuły, Powst. Wlkp. 67_wys 1,6 m",Szamotuły,"16,56475","52,622083",Analiza porealizacyjna,9.06.2021,10.06.2021,"droga woj. nr 185, Szamotuły, ul. Powstańców Wlkp. nr 61A-73A",Noc 8h,"59,7",
wielkopolskie,D_30_000364_001,PH2_dr woj 185 Gaj Mały 115,Gaj Mały,"16,547889","52,633833",Analiza porealizacyjna,9.06.2021,10.06.2021,"droga woj. nr 185, Gaj Mały, odc. ul. Graniczna, nr 130-119B",Dzień 16h,"67,9",
wielkopolskie,D_30_000364_001,PH2_dr woj 185 Gaj Mały 115,Gaj Mały,"16,547889","52,633833",Analiza porealizacyjna,9.06.2021,10.06.2021,"droga woj. nr 185, Gaj Mały, odc. ul. Graniczna, nr 130-119B",Noc 8h,"62,5",
wielkopolskie,D_30_000365_002,"PH3_droga woj. nr 185 , Gaj Mały, na wys. nr 5 2021r elewacja",Gaj Mały,"16,540222","52,648",Analiza porealizacyjna,9.06.2021,10.06.2021,"droga woj. nr 185 Gaj Mały, na wys. nr. 5",Dzień 16h,63,
wielkopolskie,D_30_000365_002,"PH3_droga woj. nr 185 , Gaj Mały, na wys. nr 5 2021r elewacja",Gaj Mały,"16,540222","52,648",Analiza porealizacyjna,9.06.2021,10.06.2021,"droga woj. nr 185 Gaj Mały, na wys. nr. 5",Noc 8h,"57,3",
wielkopolskie,D_30_000366_001,PH4_droga woj. 185 Słopanowo 30,Słopanowo,"16,543194","52,673806",Analiza porealizacyjna,9.06.2021,10.06.2021,"droga woj. nr 185, Słopanowo",Dzień 16h,"66,1",
wielkopolskie,D_30_000366_001,PH4_droga woj. 185 Słopanowo 30,Słopanowo,"16,543194","52,673806",Analiza porealizacyjna,9.06.2021,10.06.2021,"droga woj. nr 185, Słopanowo",Noc 8h,"60,6",
wielkopolskie,D_30_000366_003,PH5_droga woj. 185 Słopanowo 27A_2021 r.,Słopanowo,"16,541056","52,677028",Analiza porealizacyjna,9.06.2021,10.06.2021,"droga woj. nr 185, Słopanowo",Dzień 16h,"68,8",
wielkopolskie,D_30_000366_003,PH5_droga woj. 185 Słopanowo 27A_2021 r.,Słopanowo,"16,541056","52,677028",Analiza porealizacyjna,9.06.2021,10.06.2021,"droga woj. nr 185, Słopanowo",Noc 8h,"62,6",
wielkopolskie,D_30_000367_001,"PH6_dr.woj.nr 185 Obrzycko, Szamotulska 8",Obrzycko,"16,529472","52,697917",Analiza porealizacyjna,9.06.2021,10.06.2021,droga woj. nr 185 Obrzycko,Dzień 16h,"66,8",
wielkopolskie,D_30_000367_001,"PH6_dr.woj.nr 185 Obrzycko, Szamotulska 8",Obrzycko,"16,529472","52,697917",Analiza porealizacyjna,9.06.2021,10.06.2021,droga woj. nr 185 Obrzycko,Noc 8h,"63,1",
wielkopolskie,D_30_000407_001,P1-Złotów-Obrońców Warszawy 26,Złotów,"17,034861","53,359222","Państwowy monitoring środowiska, art. 26 Poś",26.07.2021,27.07.2021,droga nr 1062P ul. Obrońców Warszawy w Złotowie,Dzień 16h,"61,9",
wielkopolskie,D_30_000407_001,P1-Złotów-Obrońców Warszawy 26,Złotów,"17,034861","53,359222","Państwowy monitoring środowiska, art. 26 Poś",26.07.2021,27.07.2021,droga nr 1062P ul. Obrońców Warszawy w Złotowie,Noc 8h,"54,7",
wielkopolskie,D_30_000408_001,P2-Złotów-Aleja Piasta 20,Złotów,"17,044417","53,36275","Państwowy monitoring środowiska, art. 26 Poś",11.08.2021,12.08.2021,droga lokalna Aleja Piasta w Złotowie,Dzień 16h,"60,1",
wielkopolskie,D_30_000408_001,P2-Złotów-Aleja Piasta 20,Złotów,"17,044417","53,36275","Państwowy monitoring środowiska, art. 26 Poś",11.08.2021,12.08.2021,droga lokalna Aleja Piasta w Złotowie,Noc 8h,"49,9",
wielkopolskie,D_30_000409_001,P3-Złotów-ul. Norwida,Złotów,"17,045722","53,360889","Państwowy monitoring środowiska, art. 26 Poś",22.09.2021,23.09.2021,droga powiatowa nr 1061P ul. Norwida w Złotowie,Dzień 16h,"62,4",
wielkopolskie,D_30_000409_001,P3-Złotów-ul. Norwida,Złotów,"17,045722","53,360889","Państwowy monitoring środowiska, art. 26 Poś",22.09.2021,23.09.2021,droga powiatowa nr 1061P ul. Norwida w Złotowie,Noc 8h,"48,4",
wielkopolskie,D_30_000410_001,P1-Środa Wlkp.-Gnieźnieńska 24a,Środa Wielkopolska,"17,310444","52,232833","Państwowy monitoring środowiska, art. 26 Poś",19.06.2021,12.09.2021,"Droga wojewódzka nr 432, ul. Gnieźnieńska, Środa Wlkp.",Dzień 12h,"62,2",
wielkopolskie,D_30_000410_001,P1-Środa Wlkp.-Gnieźnieńska 24a,Środa Wielkopolska,"17,310444","52,232833","Państwowy monitoring środowiska, art. 26 Poś",19.06.2021,12.09.2021,"Droga wojewódzka nr 432, ul. Gnieźnieńska, Środa Wlkp.",Dzień 12h,"65,7",
wielkopolskie,D_30_000410_001,P1-Środa Wlkp.-Gnieźnieńska 24a,Środa Wielkopolska,"17,310444","52,232833","Państwowy monitoring środowiska, art. 26 Poś",19.06.2021,12.09.2021,"Droga wojewódzka nr 432, ul. Gnieźnieńska, Środa Wlkp.",Dzień 12h,"64,3",
wielkopolskie,D_30_000410_001,P1-Środa Wlkp.-Gnieźnieńska 24a,Środa Wielkopolska,"17,310444","52,232833","Państwowy monitoring środowiska, art. 26 Poś",19.06.2021,12.09.2021,"Droga wojewódzka nr 432, ul. Gnieźnieńska, Środa Wlkp.",Dzień 12h,"61,2",
wielkopolskie,D_30_000410_001,P1-Środa Wlkp.-Gnieźnieńska 24a,Środa Wielkopolska,"17,310444","52,232833","Państwowy monitoring środowiska, art. 26 Poś",19.06.2021,12.09.2021,"Droga wojewódzka nr 432, ul. Gnieźnieńska, Środa Wlkp.",Dzień 12h,"64,7",
wielkopolskie,D_30_000410_001,P1-Środa Wlkp.-Gnieźnieńska 24a,Środa Wielkopolska,"17,310444","52,232833","Państwowy monitoring środowiska, art. 26 Poś",19.06.2021,12.09.2021,"Droga wojewódzka nr 432, ul. Gnieźnieńska, Środa Wlkp.",Dzień 12h,68,
wielkopolskie,D_30_000410_001,P1-Środa Wlkp.-Gnieźnieńska 24a,Środa Wielkopolska,"17,310444","52,232833","Państwowy monitoring środowiska, art. 26 Poś",19.06.2021,12.09.2021,"Droga wojewódzka nr 432, ul. Gnieźnieńska, Środa Wlkp.",Dzień 12h,"69,3",
wielkopolskie,D_30_000410_001,P1-Środa Wlkp.-Gnieźnieńska 24a,Środa Wielkopolska,"17,310444","52,232833","Państwowy monitoring środowiska, art. 26 Poś",19.06.2021,12.09.2021,"Droga wojewódzka nr 432, ul. Gnieźnieńska, Środa Wlkp.",Dzień 12h,"65,9",
wielkopolskie,D_30_000410_001,P1-Środa Wlkp.-Gnieźnieńska 24a,Środa Wielkopolska,"17,310444","52,232833","Państwowy monitoring środowiska, art. 26 Poś",19.06.2021,12.09.2021,"Droga wojewódzka nr 432, ul. Gnieźnieńska, Środa Wlkp.",Dzień 16h,"62,5",
wielkopolskie,D_30_000410_001,P1-Środa Wlkp.-Gnieźnieńska 24a,Środa Wielkopolska,"17,310444","52,232833","Państwowy monitoring środowiska, art. 26 Poś",19.06.2021,12.09.2021,"Droga wojewódzka nr 432, ul. Gnieźnieńska, Środa Wlkp.",Dzień 16h,"65,5",
wielkopolskie,D_30_000410_001,P1-Środa Wlkp.-Gnieźnieńska 24a,Środa Wielkopolska,"17,310444","52,232833","Państwowy monitoring środowiska, art. 26 Poś",19.06.2021,12.09.2021,"Droga wojewódzka nr 432, ul. Gnieźnieńska, Środa Wlkp.",Dzień 16h,"64,5",
wielkopolskie,D_30_000410_001,P1-Środa Wlkp.-Gnieźnieńska 24a,Środa Wielkopolska,"17,310444","52,232833","Państwowy monitoring środowiska, art. 26 Poś",19.06.2021,12.09.2021,"Droga wojewódzka nr 432, ul. Gnieźnieńska, Środa Wlkp.",Dzień 16h,"61,9",
wielkopolskie,D_30_000410_001,P1-Środa Wlkp.-Gnieźnieńska 24a,Środa Wielkopolska,"17,310444","52,232833","Państwowy monitoring środowiska, art. 26 Poś",19.06.2021,12.09.2021,"Droga wojewódzka nr 432, ul. Gnieźnieńska, Środa Wlkp.",Dzień 16h,"64,6",
wielkopolskie,D_30_000410_001,P1-Środa Wlkp.-Gnieźnieńska 24a,Środa Wielkopolska,"17,310444","52,232833","Państwowy monitoring środowiska, art. 26 Poś",19.06.2021,12.09.2021,"Droga wojewódzka nr 432, ul. Gnieźnieńska, Środa Wlkp.",Dzień 16h,"67,8",
wielkopolskie,D_30_000410_001,P1-Środa Wlkp.-Gnieźnieńska 24a,Środa Wielkopolska,"17,310444","52,232833","Państwowy monitoring środowiska, art. 26 Poś",19.06.2021,12.09.2021,"Droga wojewódzka nr 432, ul. Gnieźnieńska, Środa Wlkp.",Dzień 16h,"69,2",
wielkopolskie,D_30_000410_001,P1-Środa Wlkp.-Gnieźnieńska 24a,Środa Wielkopolska,"17,310444","52,232833","Państwowy monitoring środowiska, art. 26 Poś",19.06.2021,12.09.2021,"Droga wojewódzka nr 432, ul. Gnieźnieńska, Środa Wlkp.",Dzień 16h,"66,4",
wielkopolskie,D_30_000410_001,P1-Środa Wlkp.-Gnieźnieńska 24a,Środa Wielkopolska,"17,310444","52,232833","Państwowy monitoring środowiska, art. 26 Poś",19.06.2021,12.09.2021,"Droga wojewódzka nr 432, ul. Gnieźnieńska, Środa Wlkp.",Noc 8h,"56,1",
wielkopolskie,D_30_000410_001,P1-Środa Wlkp.-Gnieźnieńska 24a,Środa Wielkopolska,"17,310444","52,232833","Państwowy monitoring środowiska, art. 26 Poś",19.06.2021,12.09.2021,"Droga wojewódzka nr 432, ul. Gnieźnieńska, Środa Wlkp.",Noc 8h,58,
wielkopolskie,D_30_000410_001,P1-Środa Wlkp.-Gnieźnieńska 24a,Środa Wielkopolska,"17,310444","52,232833","Państwowy monitoring środowiska, art. 26 Poś",19.06.2021,12.09.2021,"Droga wojewódzka nr 432, ul. Gnieźnieńska, Środa Wlkp.",Noc 8h,"55,9",
wielkopolskie,D_30_000410_001,P1-Środa Wlkp.-Gnieźnieńska 24a,Środa Wielkopolska,"17,310444","52,232833","Państwowy monitoring środowiska, art. 26 Poś",19.06.2021,12.09.2021,"Droga wojewódzka nr 432, ul. Gnieźnieńska, Środa Wlkp.",Noc 8h,59,
wielkopolskie,D_30_000410_001,P1-Środa Wlkp.-Gnieźnieńska 24a,Środa Wielkopolska,"17,310444","52,232833","Państwowy monitoring środowiska, art. 26 Poś",19.06.2021,12.09.2021,"Droga wojewódzka nr 432, ul. Gnieźnieńska, Środa Wlkp.",Noc 8h,"58,1",
wielkopolskie,D_30_000410_001,P1-Środa Wlkp.-Gnieźnieńska 24a,Środa Wielkopolska,"17,310444","52,232833","Państwowy monitoring środowiska, art. 26 Poś",19.06.2021,12.09.2021,"Droga wojewódzka nr 432, ul. Gnieźnieńska, Środa Wlkp.",Noc 8h,"63,7",
wielkopolskie,D_30_000410_001,P1-Środa Wlkp.-Gnieźnieńska 24a,Środa Wielkopolska,"17,310444","52,232833","Państwowy monitoring środowiska, art. 26 Poś",19.06.2021,12.09.2021,"Droga wojewódzka nr 432, ul. Gnieźnieńska, Środa Wlkp.",Noc 8h,"63,5",
wielkopolskie,D_30_000410_001,P1-Środa Wlkp.-Gnieźnieńska 24a,Środa Wielkopolska,"17,310444","52,232833","Państwowy monitoring środowiska, art. 26 Poś",19.06.2021,12.09.2021,"Droga wojewódzka nr 432, ul. Gnieźnieńska, Środa Wlkp.",Noc 8h,"62,9",
wielkopolskie,D_30_000410_001,P1-Środa Wlkp.-Gnieźnieńska 24a,Środa Wielkopolska,"17,310444","52,232833","Państwowy monitoring środowiska, art. 26 Poś",19.06.2021,12.09.2021,"Droga wojewódzka nr 432, ul. Gnieźnieńska, Środa Wlkp.",Wieczór 4h,"63,4",
wielkopolskie,D_30_000410_001,P1-Środa Wlkp.-Gnieźnieńska 24a,Środa Wielkopolska,"17,310444","52,232833","Państwowy monitoring środowiska, art. 26 Poś",19.06.2021,12.09.2021,"Droga wojewódzka nr 432, ul. Gnieźnieńska, Środa Wlkp.",Wieczór 4h,"64,4",
wielkopolskie,D_30_000410_001,P1-Środa Wlkp.-Gnieźnieńska 24a,Środa Wielkopolska,"17,310444","52,232833","Państwowy monitoring środowiska, art. 26 Poś",19.06.2021,12.09.2021,"Droga wojewódzka nr 432, ul. Gnieźnieńska, Środa Wlkp.",Wieczór 4h,"64,8",
wielkopolskie,D_30_000410_001,P1-Środa Wlkp.-Gnieźnieńska 24a,Środa Wielkopolska,"17,310444","52,232833","Państwowy monitoring środowiska, art. 26 Poś",19.06.2021,12.09.2021,"Droga wojewódzka nr 432, ul. Gnieźnieńska, Środa Wlkp.",Wieczór 4h,"63,3",
wielkopolskie,D_30_000410_001,P1-Środa Wlkp.-Gnieźnieńska 24a,Środa Wielkopolska,"17,310444","52,232833","Państwowy monitoring środowiska, art. 26 Poś",19.06.2021,12.09.2021,"Droga wojewódzka nr 432, ul. Gnieźnieńska, Środa Wlkp.",Wieczór 4h,"64,3",
wielkopolskie,D_30_000410_001,P1-Środa Wlkp.-Gnieźnieńska 24a,Środa Wielkopolska,"17,310444","52,232833","Państwowy monitoring środowiska, art. 26 Poś",19.06.2021,12.09.2021,"Droga wojewódzka nr 432, ul. Gnieźnieńska, Środa Wlkp.",Wieczór 4h,"67,3",
wielkopolskie,D_30_000410_001,P1-Środa Wlkp.-Gnieźnieńska 24a,Środa Wielkopolska,"17,310444","52,232833","Państwowy monitoring środowiska, art. 26 Poś",19.06.2021,12.09.2021,"Droga wojewódzka nr 432, ul. Gnieźnieńska, Środa Wlkp.",Wieczór 4h,"68,8",
wielkopolskie,D_30_000410_001,P1-Środa Wlkp.-Gnieźnieńska 24a,Środa Wielkopolska,"17,310444","52,232833","Państwowy monitoring środowiska, art. 26 Poś",19.06.2021,12.09.2021,"Droga wojewódzka nr 432, ul. Gnieźnieńska, Środa Wlkp.",Wieczór 4h,"67,6",
wielkopolskie,D_30_000411_001,P1 Śrem Marciniaka 1,Śrem,"17,010333","52,090472","Państwowy monitoring środowiska, art. 26 Poś",14.06.2021,5.09.2021,"ul.Gen. Władysława Sikorskiego, odc. ul. Chełmońskiego - Rondo Armii Krajowej",Dzień 12h,"64,3",
wielkopolskie,D_30_000411_001,P1 Śrem Marciniaka 1,Śrem,"17,010333","52,090472","Państwowy monitoring środowiska, art. 26 Poś",14.06.2021,5.09.2021,"ul.Gen. Władysława Sikorskiego, odc. ul. Chełmońskiego - Rondo Armii Krajowej",Dzień 12h,"64,4",
wielkopolskie,D_30_000411_001,P1 Śrem Marciniaka 1,Śrem,"17,010333","52,090472","Państwowy monitoring środowiska, art. 26 Poś",14.06.2021,5.09.2021,"ul.Gen. Władysława Sikorskiego, odc. ul. Chełmońskiego - Rondo Armii Krajowej",Dzień 12h,"64,9",
wielkopolskie,D_30_000411_001,P1 Śrem Marciniaka 1,Śrem,"17,010333","52,090472","Państwowy monitoring środowiska, art. 26 Poś",14.06.2021,5.09.2021,"ul.Gen. Władysława Sikorskiego, odc. ul. Chełmońskiego - Rondo Armii Krajowej",Dzień 12h,"65,8",
wielkopolskie,D_30_000411_001,P1 Śrem Marciniaka 1,Śrem,"17,010333","52,090472","Państwowy monitoring środowiska, art. 26 Poś",14.06.2021,5.09.2021,"ul.Gen. Władysława Sikorskiego, odc. ul. Chełmońskiego - Rondo Armii Krajowej",Dzień 12h,"65,7",
wielkopolskie,D_30_000411_001,P1 Śrem Marciniaka 1,Śrem,"17,010333","52,090472","Państwowy monitoring środowiska, art. 26 Poś",14.06.2021,5.09.2021,"ul.Gen. Władysława Sikorskiego, odc. ul. Chełmońskiego - Rondo Armii Krajowej",Dzień 12h,66,
wielkopolskie,D_30_000411_001,P1 Śrem Marciniaka 1,Śrem,"17,010333","52,090472","Państwowy monitoring środowiska, art. 26 Poś",14.06.2021,5.09.2021,"ul.Gen. Władysława Sikorskiego, odc. ul. Chełmońskiego - Rondo Armii Krajowej",Dzień 12h,"65,8",
wielkopolskie,D_30_000411_001,P1 Śrem Marciniaka 1,Śrem,"17,010333","52,090472","Państwowy monitoring środowiska, art. 26 Poś",14.06.2021,5.09.2021,"ul.Gen. Władysława Sikorskiego, odc. ul. Chełmońskiego - Rondo Armii Krajowej",Dzień 12h,"65,4",
wielkopolskie,D_30_000411_001,P1 Śrem Marciniaka 1,Śrem,"17,010333","52,090472","Państwowy monitoring środowiska, art. 26 Poś",14.06.2021,5.09.2021,"ul.Gen. Władysława Sikorskiego, odc. ul. Chełmońskiego - Rondo Armii Krajowej",Dzień 16h,"64,1",
wielkopolskie,D_30_000411_001,P1 Śrem Marciniaka 1,Śrem,"17,010333","52,090472","Państwowy monitoring środowiska, art. 26 Poś",14.06.2021,5.09.2021,"ul.Gen. Władysława Sikorskiego, odc. ul. Chełmońskiego - Rondo Armii Krajowej",Dzień 16h,"64,3",
wielkopolskie,D_30_000411_001,P1 Śrem Marciniaka 1,Śrem,"17,010333","52,090472","Państwowy monitoring środowiska, art. 26 Poś",14.06.2021,5.09.2021,"ul.Gen. Władysława Sikorskiego, odc. ul. Chełmońskiego - Rondo Armii Krajowej",Dzień 16h,"64,6",
wielkopolskie,D_30_000411_001,P1 Śrem Marciniaka 1,Śrem,"17,010333","52,090472","Państwowy monitoring środowiska, art. 26 Poś",14.06.2021,5.09.2021,"ul.Gen. Władysława Sikorskiego, odc. ul. Chełmońskiego - Rondo Armii Krajowej",Dzień 16h,"65,7",
wielkopolskie,D_30_000411_001,P1 Śrem Marciniaka 1,Śrem,"17,010333","52,090472","Państwowy monitoring środowiska, art. 26 Poś",14.06.2021,5.09.2021,"ul.Gen. Władysława Sikorskiego, odc. ul. Chełmońskiego - Rondo Armii Krajowej",Dzień 16h,"65,4",
wielkopolskie,D_30_000411_001,P1 Śrem Marciniaka 1,Śrem,"17,010333","52,090472","Państwowy monitoring środowiska, art. 26 Poś",14.06.2021,5.09.2021,"ul.Gen. Władysława Sikorskiego, odc. ul. Chełmońskiego - Rondo Armii Krajowej",Dzień 16h,"65,6",
wielkopolskie,D_30_000411_001,P1 Śrem Marciniaka 1,Śrem,"17,010333","52,090472","Państwowy monitoring środowiska, art. 26 Poś",14.06.2021,5.09.2021,"ul.Gen. Władysława Sikorskiego, odc. ul. Chełmońskiego - Rondo Armii Krajowej",Dzień 16h,"65,4",
wielkopolskie,D_30_000411_001,P1 Śrem Marciniaka 1,Śrem,"17,010333","52,090472","Państwowy monitoring środowiska, art. 26 Poś",14.06.2021,5.09.2021,"ul.Gen. Władysława Sikorskiego, odc. ul. Chełmońskiego - Rondo Armii Krajowej",Dzień 16h,"65,1",
wielkopolskie,D_30_000411_001,P1 Śrem Marciniaka 1,Śrem,"17,010333","52,090472","Państwowy monitoring środowiska, art. 26 Poś",14.06.2021,5.09.2021,"ul.Gen. Władysława Sikorskiego, odc. ul. Chełmońskiego - Rondo Armii Krajowej",Noc 8h,"59,3",
wielkopolskie,D_30_000411_001,P1 Śrem Marciniaka 1,Śrem,"17,010333","52,090472","Państwowy monitoring środowiska, art. 26 Poś",14.06.2021,5.09.2021,"ul.Gen. Władysława Sikorskiego, odc. ul. Chełmońskiego - Rondo Armii Krajowej",Noc 8h,"59,4",
wielkopolskie,D_30_000411_001,P1 Śrem Marciniaka 1,Śrem,"17,010333","52,090472","Państwowy monitoring środowiska, art. 26 Poś",14.06.2021,5.09.2021,"ul.Gen. Władysława Sikorskiego, odc. ul. Chełmońskiego - Rondo Armii Krajowej",Noc 8h,"59,2",
wielkopolskie,D_30_000411_001,P1 Śrem Marciniaka 1,Śrem,"17,010333","52,090472","Państwowy monitoring środowiska, art. 26 Poś",14.06.2021,5.09.2021,"ul.Gen. Władysława Sikorskiego, odc. ul. Chełmońskiego - Rondo Armii Krajowej",Noc 8h,"58,7",
wielkopolskie,D_30_000411_001,P1 Śrem Marciniaka 1,Śrem,"17,010333","52,090472","Państwowy monitoring środowiska, art. 26 Poś",14.06.2021,5.09.2021,"ul.Gen. Władysława Sikorskiego, odc. ul. Chełmońskiego - Rondo Armii Krajowej",Noc 8h,"60,3",
wielkopolskie,D_30_000411_001,P1 Śrem Marciniaka 1,Śrem,"17,010333","52,090472","Państwowy monitoring środowiska, art. 26 Poś",14.06.2021,5.09.2021,"ul.Gen. Władysława Sikorskiego, odc. ul. Chełmońskiego - Rondo Armii Krajowej",Noc 8h,"59,2",
wielkopolskie,D_30_000411_001,P1 Śrem Marciniaka 1,Śrem,"17,010333","52,090472","Państwowy monitoring środowiska, art. 26 Poś",14.06.2021,5.09.2021,"ul.Gen. Władysława Sikorskiego, odc. ul. Chełmońskiego - Rondo Armii Krajowej",Noc 8h,"59,4",
wielkopolskie,D_30_000411_001,P1 Śrem Marciniaka 1,Śrem,"17,010333","52,090472","Państwowy monitoring środowiska, art. 26 Poś",14.06.2021,5.09.2021,"ul.Gen. Władysława Sikorskiego, odc. ul. Chełmońskiego - Rondo Armii Krajowej",Noc 8h,58,
wielkopolskie,D_30_000411_001,P1 Śrem Marciniaka 1,Śrem,"17,010333","52,090472","Państwowy monitoring środowiska, art. 26 Poś",14.06.2021,5.09.2021,"ul.Gen. Władysława Sikorskiego, odc. ul. Chełmońskiego - Rondo Armii Krajowej",Wieczór 4h,"63,6",
wielkopolskie,D_30_000411_001,P1 Śrem Marciniaka 1,Śrem,"17,010333","52,090472","Państwowy monitoring środowiska, art. 26 Poś",14.06.2021,5.09.2021,"ul.Gen. Władysława Sikorskiego, odc. ul. Chełmońskiego - Rondo Armii Krajowej",Wieczór 4h,"63,9",
wielkopolskie,D_30_000411_001,P1 Śrem Marciniaka 1,Śrem,"17,010333","52,090472","Państwowy monitoring środowiska, art. 26 Poś",14.06.2021,5.09.2021,"ul.Gen. Władysława Sikorskiego, odc. ul. Chełmońskiego - Rondo Armii Krajowej",Wieczór 4h,"63,6",
wielkopolskie,D_30_000411_001,P1 Śrem Marciniaka 1,Śrem,"17,010333","52,090472","Państwowy monitoring środowiska, art. 26 Poś",14.06.2021,5.09.2021,"ul.Gen. Władysława Sikorskiego, odc. ul. Chełmońskiego - Rondo Armii Krajowej",Wieczór 4h,"65,2",
wielkopolskie,D_30_000411_001,P1 Śrem Marciniaka 1,Śrem,"17,010333","52,090472","Państwowy monitoring środowiska, art. 26 Poś",14.06.2021,5.09.2021,"ul.Gen. Władysława Sikorskiego, odc. ul. Chełmońskiego - Rondo Armii Krajowej",Wieczór 4h,"64,1",
wielkopolskie,D_30_000411_001,P1 Śrem Marciniaka 1,Śrem,"17,010333","52,090472","Państwowy monitoring środowiska, art. 26 Poś",14.06.2021,5.09.2021,"ul.Gen. Władysława Sikorskiego, odc. ul. Chełmońskiego - Rondo Armii Krajowej",Wieczór 4h,"64,2",
wielkopolskie,D_30_000411_001,P1 Śrem Marciniaka 1,Śrem,"17,010333","52,090472","Państwowy monitoring środowiska, art. 26 Poś",14.06.2021,5.09.2021,"ul.Gen. Władysława Sikorskiego, odc. ul. Chełmońskiego - Rondo Armii Krajowej",Wieczór 4h,"63,8",
wielkopolskie,D_30_000411_001,P1 Śrem Marciniaka 1,Śrem,"17,010333","52,090472","Państwowy monitoring środowiska, art. 26 Poś",14.06.2021,5.09.2021,"ul.Gen. Władysława Sikorskiego, odc. ul. Chełmońskiego - Rondo Armii Krajowej",Wieczór 4h,64,
wielkopolskie,D_30_000412_001,P2-Środa Wlkp.-Zamojskich,Środa Wielkopolska,"17,28625","52,224833","Państwowy monitoring środowiska, art. 26 Poś",14.12.2021,15.12.2021,"Droga wojewódzka nr 432, ul. Zamojskich, Środa Wlkp.",Dzień 16h,68,
wielkopolskie,D_30_000412_001,P2-Środa Wlkp.-Zamojskich,Środa Wielkopolska,"17,28625","52,224833","Państwowy monitoring środowiska, art. 26 Poś",14.12.2021,15.12.2021,"Droga wojewódzka nr 432, ul. Zamojskich, Środa Wlkp.",Noc 8h,"64,3",
wielkopolskie,D_30_000413_001,P3-Środa Wlkp.-ul. 3 Maja,Środa Wielkopolska,"17,284389","52,223222","Państwowy monitoring środowiska, art. 26 Poś",9.11.2021,10.11.2021,"Droga wojewódzka nr 432, ul. 3 Maja, Środa Wlkp.",Dzień 16h,66,
wielkopolskie,D_30_000413_001,P3-Środa Wlkp.-ul. 3 Maja,Środa Wielkopolska,"17,284389","52,223222","Państwowy monitoring środowiska, art. 26 Poś",9.11.2021,10.11.2021,"Droga wojewódzka nr 432, ul. 3 Maja, Środa Wlkp.",Noc 8h,62,
