Województwo,Kod punktu pomiarowego,Nazwa punktu pomiarowego,Miejscowość,Współrz. pp WGS84 (dł. geogr.),Współrz. pp WGS84 (szer. geogr.),Cel pomiaru,Data rozpoczęcia,Data zakończenia,Nazwa odcinka drogi,Czas odniesienia,Laeq po korekcie [dB]
podlaskie,D_20_000015_006,"PP - Wasilków, ul. Grodzieńska 74",Wasilków,23.209333,53.206306,"Państwowy monitoring środowiska, art. 26 Poś",2023-05-21,2023-05-22,Droga miejska Wasilków - ul. Grodzieńska,Dzień 16h,62.5
podlaskie,D_20_000015_006,"PP - Wasilków, ul. Grodzieńska 74",Wasilków,23.209333,53.206306,"Państwowy monitoring środowiska, art. 26 Poś",2023-05-21,2023-05-22,Droga miejska Wasilków - ul. Grodzieńska,Noc 8h,55.8
podlaskie,D_20_000015_006,"PP - Wasilków, ul. Grodzieńska 74",Wasilków,23.209333,53.206306,"Państwowy monitoring środowiska, art. 26 Poś",2023-05-21,2023-05-22,Droga miejska Wasilków - ul. Grodzieńska,Wieczór 4h,62.3
podlaskie,D_20_000015_006,"PP - Wasilków, ul. Grodzieńska 74",Wasilków,23.209333,53.206306,"Państwowy monitoring środowiska, art. 26 Poś",2023-05-22,2023-05-23,Droga miejska Wasilków - ul. Grodzieńska,Dzień 12h,64.3
podlaskie,D_20_000015_006,"PP - Wasilków, ul. Grodzieńska 74",Wasilków,23.209333,53.206306,"Państwowy monitoring środowiska, art. 26 Poś",2023-05-22,2023-05-23,Droga miejska Wasilków - ul. Grodzieńska,Dzień 16h,64.6
podlaskie,D_20_000015_006,"PP - Wasilków, ul. Grodzieńska 74",Wasilków,23.209333,53.206306,"Państwowy monitoring środowiska, art. 26 Poś",2023-05-22,2023-05-23,Droga miejska Wasilków - ul. Grodzieńska,Noc 8h,55.8
podlaskie,D_20_000015_006,"PP - Wasilków, ul. Grodzieńska 74",Wasilków,23.209333,53.206306,"Państwowy monitoring środowiska, art. 26 Poś",2023-05-22,2023-05-23,Droga miejska Wasilków - ul. Grodzieńska,Wieczór 4h,65.5
podlaskie,D_20_000015_006,"PP - Wasilków, ul. Grodzieńska 74",Wasilków,23.209333,53.206306,"Państwowy monitoring środowiska, art. 26 Poś",2023-05-23,2023-05-24,Droga miejska Wasilków - ul. Grodzieńska,Dzień 12h,64.8
podlaskie,D_20_000015_006,"PP - Wasilków, ul. Grodzieńska 74",Wasilków,23.209333,53.206306,"Państwowy monitoring środowiska, art. 26 Poś",2023-05-23,2023-05-24,Droga miejska Wasilków - ul. Grodzieńska,Dzień 16h,64.7
podlaskie,D_20_000015_006,"PP - Wasilków, ul. Grodzieńska 74",Wasilków,23.209333,53.206306,"Państwowy monitoring środowiska, art. 26 Poś",2023-05-23,2023-05-24,Droga miejska Wasilków - ul. Grodzieńska,Noc 8h,55.9
podlaskie,D_20_000015_006,"PP - Wasilków, ul. Grodzieńska 74",Wasilków,23.209333,53.206306,"Państwowy monitoring środowiska, art. 26 Poś",2023-05-23,2023-05-24,Droga miejska Wasilków - ul. Grodzieńska,Wieczór 4h,64.5
podlaskie,D_20_000015_006,"PP - Wasilków, ul. Grodzieńska 74",Wasilków,23.209333,53.206306,"Państwowy monitoring środowiska, art. 26 Poś",2023-07-16,2023-07-17,Droga miejska Wasilków - ul. Grodzieńska,Dzień 12h,60.1
podlaskie,D_20_000015_006,"PP - Wasilków, ul. Grodzieńska 74",Wasilków,23.209333,53.206306,"Państwowy monitoring środowiska, art. 26 Poś",2023-07-16,2023-07-17,Droga miejska Wasilków - ul. Grodzieńska,Dzień 16h,60.3
podlaskie,D_20_000015_006,"PP - Wasilków, ul. Grodzieńska 74",Wasilków,23.209333,53.206306,"Państwowy monitoring środowiska, art. 26 Poś",2023-07-16,2023-07-17,Droga miejska Wasilków - ul. Grodzieńska,Noc 8h,54.4
podlaskie,D_20_000015_006,"PP - Wasilków, ul. Grodzieńska 74",Wasilków,23.209333,53.206306,"Państwowy monitoring środowiska, art. 26 Poś",2023-07-16,2023-07-17,Droga miejska Wasilków - ul. Grodzieńska,Wieczór 4h,60.9
podlaskie,D_20_000015_006,"PP - Wasilków, ul. Grodzieńska 74",Wasilków,23.209333,53.206306,"Państwowy monitoring środowiska, art. 26 Poś",2023-07-17,2023-07-18,Droga miejska Wasilków - ul. Grodzieńska,Dzień 12h,63.3
podlaskie,D_20_000015_006,"PP - Wasilków, ul. Grodzieńska 74",Wasilków,23.209333,53.206306,"Państwowy monitoring środowiska, art. 26 Poś",2023-07-17,2023-07-18,Droga miejska Wasilków - ul. Grodzieńska,Dzień 16h,63.5
podlaskie,D_20_000015_006,"PP - Wasilków, ul. Grodzieńska 74",Wasilków,23.209333,53.206306,"Państwowy monitoring środowiska, art. 26 Poś",2023-07-17,2023-07-18,Droga miejska Wasilków - ul. Grodzieńska,Noc 8h,57
podlaskie,D_20_000015_006,"PP - Wasilków, ul. Grodzieńska 74",Wasilków,23.209333,53.206306,"Państwowy monitoring środowiska, art. 26 Poś",2023-07-17,2023-07-18,Droga miejska Wasilków - ul. Grodzieńska,Wieczór 4h,64.2
podlaskie,D_20_000015_006,"PP - Wasilków, ul. Grodzieńska 74",Wasilków,23.209333,53.206306,"Państwowy monitoring środowiska, art. 26 Poś",2023-09-24,2023-09-25,Droga miejska Wasilków - ul. Grodzieńska,Dzień 12h,63.2
podlaskie,D_20_000015_006,"PP - Wasilków, ul. Grodzieńska 74",Wasilków,23.209333,53.206306,"Państwowy monitoring środowiska, art. 26 Poś",2023-09-24,2023-09-25,Droga miejska Wasilków - ul. Grodzieńska,Dzień 16h,62.8
podlaskie,D_20_000015_006,"PP - Wasilków, ul. Grodzieńska 74",Wasilków,23.209333,53.206306,"Państwowy monitoring środowiska, art. 26 Poś",2023-09-24,2023-09-25,Droga miejska Wasilków - ul. Grodzieńska,Noc 8h,56.1
podlaskie,D_20_000015_006,"PP - Wasilków, ul. Grodzieńska 74",Wasilków,23.209333,53.206306,"Państwowy monitoring środowiska, art. 26 Poś",2023-09-24,2023-09-25,Droga miejska Wasilków - ul. Grodzieńska,Wieczór 4h,61.1
podlaskie,D_20_000015_006,"PP - Wasilków, ul. Grodzieńska 74",Wasilków,23.209333,53.206306,"Państwowy monitoring środowiska, art. 26 Poś",2023-09-25,2023-09-26,Droga miejska Wasilków - ul. Grodzieńska,Dzień 12h,65.2
podlaskie,D_20_000015_006,"PP - Wasilków, ul. Grodzieńska 74",Wasilków,23.209333,53.206306,"Państwowy monitoring środowiska, art. 26 Poś",2023-09-25,2023-09-26,Droga miejska Wasilków - ul. Grodzieńska,Dzień 16h,64.6
podlaskie,D_20_000015_006,"PP - Wasilków, ul. Grodzieńska 74",Wasilków,23.209333,53.206306,"Państwowy monitoring środowiska, art. 26 Poś",2023-09-25,2023-09-26,Droga miejska Wasilków - ul. Grodzieńska,Noc 8h,55.8
podlaskie,D_20_000015_006,"PP - Wasilków, ul. Grodzieńska 74",Wasilków,23.209333,53.206306,"Państwowy monitoring środowiska, art. 26 Poś",2023-09-25,2023-09-26,Droga miejska Wasilków - ul. Grodzieńska,Wieczór 4h,62.3
podlaskie,D_20_000015_006,"PP - Wasilków, ul. Grodzieńska 74",Wasilków,23.209333,53.206306,"Państwowy monitoring środowiska, art. 26 Poś",2023-09-26,2023-09-27,Droga miejska Wasilków - ul. Grodzieńska,Dzień 12h,65.5
podlaskie,D_20_000015_006,"PP - Wasilków, ul. Grodzieńska 74",Wasilków,23.209333,53.206306,"Państwowy monitoring środowiska, art. 26 Poś",2023-09-26,2023-09-27,Droga miejska Wasilków - ul. Grodzieńska,Dzień 16h,64.8
podlaskie,D_20_000015_006,"PP - Wasilków, ul. Grodzieńska 74",Wasilków,23.209333,53.206306,"Państwowy monitoring środowiska, art. 26 Poś",2023-09-26,2023-09-27,Droga miejska Wasilków - ul. Grodzieńska,Noc 8h,56.8
podlaskie,D_20_000015_006,"PP - Wasilków, ul. Grodzieńska 74",Wasilków,23.209333,53.206306,"Państwowy monitoring środowiska, art. 26 Poś",2023-09-26,2023-09-27,Droga miejska Wasilków - ul. Grodzieńska,Wieczór 4h,61.5
podlaskie,D_20_000036_004,PP - na granicy posesji chronionej ul. Sokołowska 13,Tykocin,22.767917,53.20525,"Państwowy monitoring środowiska, art. 26 Poś",2023-08-10,2023-08-11,Droga wojewódzka 671 Tykocin,Dzień 16h,65.8
podlaskie,D_20_000036_004,PP - na granicy posesji chronionej ul. Sokołowska 13,Tykocin,22.767917,53.20525,"Państwowy monitoring środowiska, art. 26 Poś",2023-08-10,2023-08-11,Droga wojewódzka 671 Tykocin,Noc 8h,56.9
podlaskie,D_20_000058_005,PP - Sochonie ul. Leśna 71,Jurowce,23.156556,53.214889,"Państwowy monitoring środowiska, art. 26 Poś",2023-05-30,2023-05-31,odcinek S8 na trasie Jurowce - pętla z DK19,Noc 8h,65
podlaskie,D_20_000058_005,PP - Sochonie ul. Leśna 71,Jurowce,23.156556,53.214889,"Państwowy monitoring środowiska, art. 26 Poś",2023-05-31,2023-06-01,odcinek S8 na trasie Jurowce - pętla z DK19,Noc 8h,65.9
podlaskie,D_20_000058_005,PP - Sochonie ul. Leśna 71,Jurowce,23.156556,53.214889,"Państwowy monitoring środowiska, art. 26 Poś",2023-06-01,2023-06-02,odcinek S8 na trasie Jurowce - pętla z DK19,Dzień 16h,69.2
podlaskie,D_20_000058_005,PP - Sochonie ul. Leśna 71,Jurowce,23.156556,53.214889,"Państwowy monitoring środowiska, art. 26 Poś",2023-06-01,2023-06-02,odcinek S8 na trasie Jurowce - pętla z DK19,Noc 8h,65.4
podlaskie,D_20_000058_005,PP - Sochonie ul. Leśna 71,Jurowce,23.156556,53.214889,"Państwowy monitoring środowiska, art. 26 Poś",2023-06-02,2023-06-03,odcinek S8 na trasie Jurowce - pętla z DK19,Dzień 16h,69.5
podlaskie,D_20_000058_005,PP - Sochonie ul. Leśna 71,Jurowce,23.156556,53.214889,"Państwowy monitoring środowiska, art. 26 Poś",2023-06-02,2023-06-03,odcinek S8 na trasie Jurowce - pętla z DK19,Noc 8h,66.4
podlaskie,D_20_000058_005,PP - Sochonie ul. Leśna 71,Jurowce,23.156556,53.214889,"Państwowy monitoring środowiska, art. 26 Poś",2023-06-03,2023-06-04,odcinek S8 na trasie Jurowce - pętla z DK19,Dzień 16h,68.3
podlaskie,D_20_000058_005,PP - Sochonie ul. Leśna 71,Jurowce,23.156556,53.214889,"Państwowy monitoring środowiska, art. 26 Poś",2023-06-03,2023-06-04,odcinek S8 na trasie Jurowce - pętla z DK19,Noc 8h,65.4
podlaskie,D_20_000058_005,PP - Sochonie ul. Leśna 71,Jurowce,23.156556,53.214889,"Państwowy monitoring środowiska, art. 26 Poś",2023-06-04,2023-06-05,odcinek S8 na trasie Jurowce - pętla z DK19,Dzień 16h,67.4
podlaskie,D_20_000058_005,PP - Sochonie ul. Leśna 71,Jurowce,23.156556,53.214889,"Państwowy monitoring środowiska, art. 26 Poś",2023-06-04,2023-06-05,odcinek S8 na trasie Jurowce - pętla z DK19,Noc 8h,65.4
podlaskie,D_20_000058_005,PP - Sochonie ul. Leśna 71,Jurowce,23.156556,53.214889,"Państwowy monitoring środowiska, art. 26 Poś",2023-06-05,2023-06-06,odcinek S8 na trasie Jurowce - pętla z DK19,Dzień 16h,68.6
podlaskie,D_20_000058_005,PP - Sochonie ul. Leśna 71,Jurowce,23.156556,53.214889,"Państwowy monitoring środowiska, art. 26 Poś",2023-06-05,2023-06-06,odcinek S8 na trasie Jurowce - pętla z DK19,Noc 8h,65
podlaskie,D_20_000174_001,DK 8 Białystok- Suwałki - na wysokości Osowy Grąd 11,Osowy Grąd,22.986639,53.792833,Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2023-05-17,2023-05-18,Droga krajowa nr 8 Białystok - Suwałki na wysokości m. Osowy Grąd,Dzień 16h,74
podlaskie,D_20_000174_001,DK 8 Białystok- Suwałki - na wysokości Osowy Grąd 11,Osowy Grąd,22.986639,53.792833,Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2023-05-17,2023-05-18,Droga krajowa nr 8 Białystok - Suwałki na wysokości m. Osowy Grąd,Noc 8h,70.9
podlaskie,D_20_000174_004,DK 8 Białystok- Suwałki - na wysokości Osowy Grąd 11 przy elewacji budynku mieszkalnego,Osowy Grąd,22.986581,53.792781,Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2023-05-17,2023-05-18,Droga krajowa nr 8 Białystok - Suwałki na wysokości m. Osowy Grąd,Dzień 16h,70.9
podlaskie,D_20_000174_004,DK 8 Białystok- Suwałki - na wysokości Osowy Grąd 11 przy elewacji budynku mieszkalnego,Osowy Grąd,22.986581,53.792781,Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2023-05-17,2023-05-18,Droga krajowa nr 8 Białystok - Suwałki na wysokości m. Osowy Grąd,Noc 8h,67.5
podlaskie,D_20_000175_002,PP - węzeł Porosły nr domu 26 - na granicy działki chronionej przy drodze serwisowej od DK8 (ul. Kleberga),Porosły-Kolonia,23.058472,53.149583,"Państwowy monitoring środowiska, art. 26 Poś",2023-07-27,2023-07-28,Węzeł w Porosłach na trasie Białystok - Choroszcz ulica Kleberga ( droga krajowa nr 8),Dzień 16h,62.5
podlaskie,D_20_000175_002,PP - węzeł Porosły nr domu 26 - na granicy działki chronionej przy drodze serwisowej od DK8 (ul. Kleberga),Porosły-Kolonia,23.058472,53.149583,"Państwowy monitoring środowiska, art. 26 Poś",2023-07-27,2023-07-28,Węzeł w Porosłach na trasie Białystok - Choroszcz ulica Kleberga ( droga krajowa nr 8),Noc 8h,56.1
podlaskie,D_20_000176_008,PP8 - węzeł Porosły - hałas przy zabudowie mieszkaniowej przy drodze wojewódzkiej nr 676 (ul. Usługowa / Skrajna 1),Porosły,23.069658,53.146183,Analiza porealizacyjna,2023-11-27,2023-11-28,Węzeł w Porosłach na trasie Białystok - Choroszcz ul. Jana Pawła II ( droga wojewódzka 676),Dzień 16h,60.6
podlaskie,D_20_000176_008,PP8 - węzeł Porosły - hałas przy zabudowie mieszkaniowej przy drodze wojewódzkiej nr 676 (ul. Usługowa / Skrajna 1),Porosły,23.069658,53.146183,Analiza porealizacyjna,2023-11-27,2023-11-28,Węzeł w Porosłach na trasie Białystok - Choroszcz ul. Jana Pawła II ( droga wojewódzka 676),Noc 8h,53
podlaskie,D_20_000196_001,PP - zlokalizowany w świetle zamkniętego okna budynku chronionego (Porosły nr 3),Porosły-Kolonia,23.069853,53.150636,Analiza porealizacyjna,2023-05-22,2023-05-23,Odcinek DK8 w Porosłach na trasie Choroszcz - Białystok ( od skrzyżowania z DW 676 do granic miasta Białystok),Dzień 16h,60
podlaskie,D_20_000196_001,PP - zlokalizowany w świetle zamkniętego okna budynku chronionego (Porosły nr 3),Porosły-Kolonia,23.069853,53.150636,Analiza porealizacyjna,2023-05-22,2023-05-23,Odcinek DK8 w Porosłach na trasie Choroszcz - Białystok ( od skrzyżowania z DW 676 do granic miasta Białystok),Noc 8h,57.5
podlaskie,D_20_000197_001,PP- (PDH06) - przy elewacji budynku chronionego pod adresem Łańcucka 3,Białystok,23.153539,53.151672,Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2023-05-24,2023-05-25,AL. 1000-Lecia Państwa Polskiego - odcinek między skrzyżowaniem z ul. gen. W. Andersa i ul. Sokólską,Dzień 16h,47.2
podlaskie,D_20_000197_001,PP- (PDH06) - przy elewacji budynku chronionego pod adresem Łańcucka 3,Białystok,23.153539,53.151672,Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2023-05-24,2023-05-25,AL. 1000-Lecia Państwa Polskiego - odcinek między skrzyżowaniem z ul. gen. W. Andersa i ul. Sokólską,Noc 8h,41.3
podlaskie,D_20_000197_002,PP- (PDH07) - na posesji budynku chronionego pod adresem Łańcucka 6,Białystok,23.153658,53.151306,Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2023-05-24,2023-05-25,AL. 1000-Lecia Państwa Polskiego - odcinek między skrzyżowaniem z ul. gen. W. Andersa i ul. Sokólską,Dzień 16h,49.8
podlaskie,D_20_000197_002,PP- (PDH07) - na posesji budynku chronionego pod adresem Łańcucka 6,Białystok,23.153658,53.151306,Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2023-05-24,2023-05-25,AL. 1000-Lecia Państwa Polskiego - odcinek między skrzyżowaniem z ul. gen. W. Andersa i ul. Sokólską,Noc 8h,43.4
podlaskie,D_20_000197_003,PP- (PDH16) - przy elewacji budynku pod adresem Al. 1000-lecia Państwa Polskiego 35,Białystok,23.151939,53.155603,Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2023-05-25,2023-05-26,AL. 1000-Lecia Państwa Polskiego - odcinek między skrzyżowaniem z ul. gen. W. Andersa i ul. Sokólską,Dzień 16h,62.4
podlaskie,D_20_000197_003,PP- (PDH16) - przy elewacji budynku pod adresem Al. 1000-lecia Państwa Polskiego 35,Białystok,23.151939,53.155603,Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2023-05-25,2023-05-26,AL. 1000-Lecia Państwa Polskiego - odcinek między skrzyżowaniem z ul. gen. W. Andersa i ul. Sokólską,Noc 8h,55.5
podlaskie,D_20_000197_004,PP- (PDH13) - przy budynku chronionym pod adresem Al. 1000-lecia Państwa Polskiego 17A,Białystok,23.153111,53.153039,Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2023-05-23,2023-05-24,AL. 1000-Lecia Państwa Polskiego - odcinek między skrzyżowaniem z ul. gen. W. Andersa i ul. Sokólską,Dzień 16h,54.3
podlaskie,D_20_000197_004,PP- (PDH13) - przy budynku chronionym pod adresem Al. 1000-lecia Państwa Polskiego 17A,Białystok,23.153111,53.153039,Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2023-05-23,2023-05-24,AL. 1000-Lecia Państwa Polskiego - odcinek między skrzyżowaniem z ul. gen. W. Andersa i ul. Sokólską,Noc 8h,47
podlaskie,D_20_000197_005,PP- (PDH05) - przy elewacji budynku chronionego pod adresem Łańcucka 1,Białystok,23.153603,53.151706,Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2023-05-24,2023-05-25,AL. 1000-Lecia Państwa Polskiego - odcinek między skrzyżowaniem z ul. gen. W. Andersa i ul. Sokólską,Dzień 16h,48.2
podlaskie,D_20_000197_005,PP- (PDH05) - przy elewacji budynku chronionego pod adresem Łańcucka 1,Białystok,23.153603,53.151706,Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2023-05-24,2023-05-25,AL. 1000-Lecia Państwa Polskiego - odcinek między skrzyżowaniem z ul. gen. W. Andersa i ul. Sokólską,Noc 8h,42.1
podlaskie,D_20_000197_006,PP- (PDH21) - przy elewacji budynku chronionego pod adresem Al. 1000-lecia Państwa Polskiego 50/53,Białystok,23.153619,53.154517,Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2023-05-25,2023-05-26,AL. 1000-Lecia Państwa Polskiego - odcinek między skrzyżowaniem z ul. gen. W. Andersa i ul. Sokólską,Dzień 16h,59.4
podlaskie,D_20_000197_006,PP- (PDH21) - przy elewacji budynku chronionego pod adresem Al. 1000-lecia Państwa Polskiego 50/53,Białystok,23.153619,53.154517,Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2023-05-25,2023-05-26,AL. 1000-Lecia Państwa Polskiego - odcinek między skrzyżowaniem z ul. gen. W. Andersa i ul. Sokólską,Noc 8h,53
podlaskie,D_20_000197_007,PP- (PDH12) - przy elewacji budynku pod adresem Al. 1000-lecia Państwa Polskiego 15,Białystok,23.153425,53.152886,Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2023-05-24,2023-05-25,AL. 1000-Lecia Państwa Polskiego - odcinek między skrzyżowaniem z ul. gen. W. Andersa i ul. Sokólską,Dzień 16h,53.6
podlaskie,D_20_000197_007,PP- (PDH12) - przy elewacji budynku pod adresem Al. 1000-lecia Państwa Polskiego 15,Białystok,23.153425,53.152886,Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2023-05-24,2023-05-25,AL. 1000-Lecia Państwa Polskiego - odcinek między skrzyżowaniem z ul. gen. W. Andersa i ul. Sokólską,Noc 8h,48.2
podlaskie,D_20_000197_008,PP- (PDH22) - przy elewacji budynku chronionego pod adresem Al. 1000-lecia Państwa Polskiego 60/51,Białystok,23.152675,53.155736,Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2023-05-23,2023-05-24,AL. 1000-Lecia Państwa Polskiego - odcinek między skrzyżowaniem z ul. gen. W. Andersa i ul. Sokólską,Dzień 16h,61.3
podlaskie,D_20_000197_008,PP- (PDH22) - przy elewacji budynku chronionego pod adresem Al. 1000-lecia Państwa Polskiego 60/51,Białystok,23.152675,53.155736,Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2023-05-23,2023-05-24,AL. 1000-Lecia Państwa Polskiego - odcinek między skrzyżowaniem z ul. gen. W. Andersa i ul. Sokólską,Noc 8h,54.3
podlaskie,D_20_000197_009,PP- (PDH01) - na granicy posesji pod adresem Racławicka 3,Białystok,23.153636,53.152078,Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2023-05-24,2023-05-25,AL. 1000-Lecia Państwa Polskiego - odcinek między skrzyżowaniem z ul. gen. W. Andersa i ul. Sokólską,Dzień 16h,52.5
podlaskie,D_20_000197_009,PP- (PDH01) - na granicy posesji pod adresem Racławicka 3,Białystok,23.153636,53.152078,Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2023-05-24,2023-05-25,AL. 1000-Lecia Państwa Polskiego - odcinek między skrzyżowaniem z ul. gen. W. Andersa i ul. Sokólską,Noc 8h,46
podlaskie,D_20_000197_011,PP- (PDH18) - przy elewacji budynku chronionego pod adresem Al. 1000-lecia Państwa Polskiego 29,Białystok,23.152231,53.154972,Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2023-05-23,2023-05-24,AL. 1000-Lecia Państwa Polskiego - odcinek między skrzyżowaniem z ul. gen. W. Andersa i ul. Sokólską,Dzień 16h,59.8
podlaskie,D_20_000197_011,PP- (PDH18) - przy elewacji budynku chronionego pod adresem Al. 1000-lecia Państwa Polskiego 29,Białystok,23.152231,53.154972,Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2023-05-23,2023-05-24,AL. 1000-Lecia Państwa Polskiego - odcinek między skrzyżowaniem z ul. gen. W. Andersa i ul. Sokólską,Noc 8h,53.2
podlaskie,D_20_000197_012,PP- (PDH17) - przy elewacji budynku chronionego pod adresem Al. 1000-lecia Państwa Polskiego 23,Białystok,23.152739,53.153839,Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2023-05-25,2023-05-26,AL. 1000-Lecia Państwa Polskiego - odcinek między skrzyżowaniem z ul. gen. W. Andersa i ul. Sokólską,Dzień 16h,56.3
podlaskie,D_20_000197_012,PP- (PDH17) - przy elewacji budynku chronionego pod adresem Al. 1000-lecia Państwa Polskiego 23,Białystok,23.152739,53.153839,Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2023-05-25,2023-05-26,AL. 1000-Lecia Państwa Polskiego - odcinek między skrzyżowaniem z ul. gen. W. Andersa i ul. Sokólską,Noc 8h,49.5
podlaskie,D_20_000197_015,PP- (PDH08) - na posesji budynku chronionego pod adresem Łańcucka 8,Białystok,23.153839,53.151369,Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2023-05-24,2023-05-25,AL. 1000-Lecia Państwa Polskiego - odcinek między skrzyżowaniem z ul. gen. W. Andersa i ul. Sokólską,Dzień 16h,49.9
podlaskie,D_20_000197_015,PP- (PDH08) - na posesji budynku chronionego pod adresem Łańcucka 8,Białystok,23.153839,53.151369,Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2023-05-24,2023-05-25,AL. 1000-Lecia Państwa Polskiego - odcinek między skrzyżowaniem z ul. gen. W. Andersa i ul. Sokólską,Noc 8h,44.6
podlaskie,D_20_000197_016,PP- (PDH20) - przy elewacji budynku pod adresem Al. 1000-lecia Państwa Polskiego 47,Białystok,23.151372,53.157231,Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2023-05-23,2023-05-24,AL. 1000-Lecia Państwa Polskiego - odcinek między skrzyżowaniem z ul. gen. W. Andersa i ul. Sokólską,Dzień 16h,64.8
podlaskie,D_20_000197_016,PP- (PDH20) - przy elewacji budynku pod adresem Al. 1000-lecia Państwa Polskiego 47,Białystok,23.151372,53.157231,Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2023-05-23,2023-05-24,AL. 1000-Lecia Państwa Polskiego - odcinek między skrzyżowaniem z ul. gen. W. Andersa i ul. Sokólską,Noc 8h,56.6
podlaskie,D_20_000197_017,PP- (PDH15) - przy elewacji budynku chronionego pod adresem Al. 1000-lecia Państwa Polskiego 19B,Białystok,23.152925,53.153422,Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2023-05-23,2023-05-24,AL. 1000-Lecia Państwa Polskiego - odcinek między skrzyżowaniem z ul. gen. W. Andersa i ul. Sokólską,Dzień 16h,49.6
podlaskie,D_20_000197_017,PP- (PDH15) - przy elewacji budynku chronionego pod adresem Al. 1000-lecia Państwa Polskiego 19B,Białystok,23.152925,53.153422,Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2023-05-23,2023-05-24,AL. 1000-Lecia Państwa Polskiego - odcinek między skrzyżowaniem z ul. gen. W. Andersa i ul. Sokólską,Noc 8h,43.7
podlaskie,D_20_000197_018,PP- (PDH19) - przy elewacji budynku chronionego pod adresem Al. 1000-lecia Państwa Polskiego 31/2,Białystok,23.152117,53.155144,Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2023-05-23,2023-05-24,AL. 1000-Lecia Państwa Polskiego - odcinek między skrzyżowaniem z ul. gen. W. Andersa i ul. Sokólską,Dzień 16h,60.5
podlaskie,D_20_000197_018,PP- (PDH19) - przy elewacji budynku chronionego pod adresem Al. 1000-lecia Państwa Polskiego 31/2,Białystok,23.152117,53.155144,Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2023-05-23,2023-05-24,AL. 1000-Lecia Państwa Polskiego - odcinek między skrzyżowaniem z ul. gen. W. Andersa i ul. Sokólską,Noc 8h,53.7
podlaskie,D_20_000197_019,PP- (PDH04) - na posesji budynku chronionego pod adresem Racławicka 12,Białystok,23.153378,53.152478,Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2023-05-24,2023-05-25,AL. 1000-Lecia Państwa Polskiego - odcinek między skrzyżowaniem z ul. gen. W. Andersa i ul. Sokólską,Dzień 16h,53
podlaskie,D_20_000197_019,PP- (PDH04) - na posesji budynku chronionego pod adresem Racławicka 12,Białystok,23.153378,53.152478,Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2023-05-24,2023-05-25,AL. 1000-Lecia Państwa Polskiego - odcinek między skrzyżowaniem z ul. gen. W. Andersa i ul. Sokólską,Noc 8h,47.8
podlaskie,D_20_000197_020,PP - (PDH02) - przy elewacji budynku chronionego pod adresem Racławicka 5,Białystok,23.153389,53.151944,Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2023-05-24,2023-05-25,AL. 1000-Lecia Państwa Polskiego - odcinek między skrzyżowaniem z ul. gen. W. Andersa i ul. Sokólską,Dzień 16h,47.3
podlaskie,D_20_000197_020,PP - (PDH02) - przy elewacji budynku chronionego pod adresem Racławicka 5,Białystok,23.153389,53.151944,Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2023-05-24,2023-05-25,AL. 1000-Lecia Państwa Polskiego - odcinek między skrzyżowaniem z ul. gen. W. Andersa i ul. Sokólską,Noc 8h,40.1
